codigo_sgif,observ,codigo_rc,distrito,concelho,freguesia,area_arborizada,area_nao_arborizada,dia_semana,reacendimento,causa,data_inicio,hora_inicio,primeira_intervencao,data_fim,hora_fim
BL2123,,RC12600015,GUARDA,A.BEIRA,PINHEIRO,5,0,7,,,1994-10-08,11:28:00,0.489583333333333,34615,0.7902777777777777
BL2124,,RC12600013,VISEU,V.N.PAIVA,TOURO,0,45,7,,,1994-10-08,14:00:00,0.597222222222222,34615,0.7256944444444445
BL2125,,RC12600014,VISEU,VISEU,S.P.FRANCE,0.5,2.5,7,,,1994-10-08,14:30:00,0.611111111111111,34615,0.6944444444444445
BL2126,,RC12600008,VISEU,C.DAIRE,MONTEIRAS,0,1,7,,,1994-10-08,17:25:00,0.732638888888889,34615,0.8048611111111111
BL2127,,RC12100008,AVEIRO,ANADIA,MOITA,0,0.04,7,,,1994-10-08,12:35:00,0.53125,34615,0.5493055555555556
BL2128,,RC12100012,AVEIRO,MEALHADA,VACARIÇA,0,0.12,7,,,1994-10-08,13:25:00,0.561805555555556,34615,0.6027777777777777
BL2129,,RC12100008,AVEIRO,ANADIA,SANGALHOS,0,0.05,7,,,1994-10-08,14:07:00,0.597222222222222,34615,0.6319444444444444
BL2130,,RC12100007,AVEIRO,A.VELHA,A.VELHA,0,0.05,7,,,1994-10-08,14:30:00,0.618055555555556,34615,0.6270833333333333
BL2131,,RC12600003,VISEU,S.C.DAO,VIMIEIRO,0.02,0,7,,,1994-10-08,15:13:00,0.645833333333333,34615,0.65625
BL2132,,RC12600011,VISEU,P.CASTELO,ESMOLFE,0.1,0,7,,,1994-10-08,23:35:00,0.996527777777778,34616,0.017361111111111112
BL2133,,RC12600014,VISEU,VISEU,S.MARIA,0,0.01,7,,,1994-10-08,14:49:00,0.618055555555556,34615,0.6368055555555555
BL2134,,RC12600009,VISEU,MANGUALDE,C.BAIXA,0,1,7,,,1994-10-08,19:05:00,0.805555555555556,34615,0.8381944444444445
BL2135,,RC12600005,VISEU,O.FRADES,VARZIELAS,0,0.05,7,,,1994-10-08,21:50:00,0.923611111111111,34615,0.9479166666666666
BL2137,,RC12600015,GUARDA,A.BEIRA,PINHEIRO,3,0,1,,,1994-10-09,13:04:00,0.576388888888889,34616,0.6569444444444444
BL2138,,RC12600010,VISEU,NELAS,NELAS,0,0.5,1,,,1994-10-09,13:30:00,0.576388888888889,34616,0.6458333333333334
BL2139,,RC12600009,VISEU,MANGUALDE,C.BAIXA,0,0.05,1,,,1994-10-09,14:28:00,0.611111111111111,34616,0.6493055555555556
BL2140,,RC12600006,VISEU,S.P.SUL,S.M.MOITAS,0,1,1,,,1994-10-09,13:28:00,0.583333333333333,34616,0.638888888888889
BL2141,,RC12600008,VISEU,C.DAIRE,MONTEIRAS,0,2,1,,,1994-10-09,15:25:00,0.666666666666667,34616,0.7326388888888888
BL2142,,RC12600011,VISEU,P.CASTELO,REAL,1,0.5,1,,,1994-10-09,15:30:00,0.659722222222222,34616,0.7291666666666666
BL2143,,RC12600006,VISEU,S.P.SUL,VARZEA,0,0.03,1,,,1994-10-09,17:00:00,0.722222222222222,34616,0.7708333333333334
BL2144,,RC12600009,VISEU,MANGUALDE,MESQUITELA,0,0.05,1,,,1994-10-09,19:25:00,0.821527777777778,34616,0.8715277777777778
BL2145,,RC12600003,VISEU,S.C.DAO,VIMIEIRO,0.01,0,1,,,1994-10-09,17:15:00,0.722222222222222,34616,0.7465277777777778
BL2146,,RC12600014,VISEU,VISEU,MUNDAO,0,1,1,,,1994-10-09,18:50:00,0.798611111111111,34616,0.8333333333333334
BL2147,,RC12600013,VISEU,V.N.PAIVA,V.C.COELHEIRA,0,0.02,1,,,1994-10-09,19:16:00,0.807638888888889,34616,0.8298611111111112
BL2148,,RC12600012,VISEU,SATAO,SATAO,0.03,0,1,,,1994-10-09,18:13:00,0.761805555555556,34616,0.7895833333333333
BL2149,,RC12600015,GUARDA,A.BEIRA,P.VERDE,0,0.001,1,,,1994-10-09,11:50:00,0.510416666666667,34616,0.517361111111111
BL2150,,RC12600009,VISEU,MANGUALDE,MANGUALDE,0,1,1,,,1994-10-09,10:40:00,0.451388888888889,34616,0.5
BL2151,,RC12600009,VISEU,MANGUALDE,FREIXIOSA,0,1,1,,,1994-10-09,12:50:00,0.554166666666667,34616,0.5916666666666667
BL2152,,RC12600013,VISEU,V.N.PAIVA,ALHAIS,0,1,1,,,1994-10-09,14:15:00,0.600694444444444,34616,0.6256944444444444
BL2153,,RC12600001,VISEU,C.SAL,CABANAS,0,2,1,,,1994-10-09,18:55:00,0.791666666666667,34616,0.8645833333333334
BL2154,,RC12600001,VISEU,C.SAL,CABANAS,0,0.001,1,,,1994-10-09,20:50:00,0.868055555555556,34616,0.875
BL2155,,RC12600014,VISEU,VISEU,MUNDAO,0,2,1,,,1994-10-09,21:34:00,0.913194444444445,34616,0.9583333333333334
BL2156,,RC12100001,AVEIRO,AVEIRO,ESGUEIRA,0,0.03,1,,,1994-10-09,19:29:00,0.815972222222222,34616,0.8402777777777778
BL2157,,RC12100012,AVEIRO,MEALHADA,PAMPILHOSA,0,0.02,1,,,1994-10-09,23:40:00,0.996527777777778,34617,0.003472222222222222
BL2158,,RC12600008,VISEU,C.DAIRE,MOES,1,0,3,,,1994-10-11,21:10:00,0.899305555555556,34618,0.9618055555555555
BL2159,,RC12600014,VISEU,VISEU,CAMPO,0,0.01,3,,,1994-10-11,10:35:00,0.447916666666667,34618,0.4694444444444445
BL2160,,RC12600011,VISEU,P.CASTELO,PINDO,0,0.01,3,,,1994-10-11,18:43:00,0.791666666666667,34618,0.8263888888888888
BL2161,,RC12100010,AVEIRO,S.VOUGA,TALHADAS,0,0.5,3,,,1994-10-11,12:27:00,0.545138888888889,34618,0.6006944444444444
BL2162,,RC12100010,AVEIRO,S.VOUGA,TALHADAS,0,1,3,,,1994-10-11,16:20:00,0.697916666666667,34618,0.84375
BL2163,,RC12100012,AVEIRO,MEALHADA,MEALHADA,0,0.01,3,,,1994-10-11,20:33:00,0.859027777777778,34618,0.873611111111111
BL2164,,RC12600015,GUARDA,A.BEIRA,PINHEIRO,0.001,0,4,,,1994-10-12,07:35:00,0.319444444444445,34619,0.3819444444444444
BL2165,,RC12100009,AVEIRO,O.BAIRRO,MAMARROSA,0,0.5,5,,,1994-10-13,14:00:00,0.593055555555556,34620,0.6354166666666666
BL2166,,RC12100011,AVEIRO,VAGOS,S.ANTONIO,0,0.02,5,,,1994-10-13,15:25:00,0.650694444444445,34620,0.6979166666666666
BL2167,,RC12600008,VISEU,C.DAIRE,MOES,1,0,5,,,1994-10-13,20:30:00,0.875,34620,0.9166666666666666
BL2168,,RC12600009,VISEU,MANGUALDE,A.VELHA,0,1,5,,,1994-10-13,20:40:00,0.875,34620,0.9270833333333334
BL2169,,RC12600011,VISEU,P.CASTELO,ESMOLFE,0,2,5,,,1994-10-13,21:00:00,0.892361111111111,34620,0.9722222222222222
BL2170,,RC12600010,VISEU,NELAS,C.SENHORIM,0,0.05,7,,,1994-10-15,17:39:00,0.743055555555556,34622,0.7881944444444445
BL2171,,RC12600010,VISEU,NELAS,C.SENHORIM,0,0.01,7,,,1994-10-15,17:50:00,0.753472222222222,34622,0.7673611111111112
BM0001,,RC12400006,COIMBRA,GOIS,ALVARES,0,1.5,5,,,1994-03-24,17:20:00,0.729166666666667,34417,0.8020833333333334
BM0010,,RC12400014,COIMBRA,TABUA,ESPARIZ,0.05,0.1,7,,,1994-04-16,15:06:00,0.635416666666667,34440,0.7131944444444445
BM0100,,RC12200006,COIMBRA,COIMBRA,EIRAS,0,0.01,4,,,1994-04-06,21:26:00,0.899305555555556,34430,0.9145833333333333
BM1000,,RC12400013,COIMBRA,O.HOSPITAL,P.ALVA,0,0.01,5,,,1994-09-01,11:05:00,0.472222222222222,34578,0.5034722222222222
BM1001,,RC12400013,COIMBRA,O.HOSPITAL,T.LAGOS,1,0,6,,INT,1994-09-02,15:26:00,0.652777777777778,34579,0.7125
BM1002,,RC12400012,LEIRIA,P.GRANDE,GRAÇA,0.3,0,7,,,1994-09-17,18:24:00,0.784722222222222,34594,0.875
BM1003,,RC12300004,LEIRIA,POMBAL,S.LITEM,0,1.2,1,,INT,1994-09-04,16:32:00,0.704861111111111,34581,0.75
BM1004,,RC12300004,LEIRIA,POMBAL,A.DOZE,0,0.08,1,,,1994-09-04,01:55:00,0.0902777777777778,34581,0.17013888888888887
BM1005,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.01,7,,,1994-09-03,18:05:00,0.756944444444445,34580,0.8416666666666667
BM1006,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.05,0,7,,,1994-09-03,14:02:00,0.597222222222222,34580,0.6458333333333334
BM1007,,RC12300004,LEIRIA,POMBAL,A.DOZE,0,0.1,6,,,1994-09-02,20:30:00,0.864583333333333,34579,0.8819444444444445
BM1008,,RC12300004,LEIRIA,POMBAL,VERMOIL,0,0.1,7,,,1994-09-03,16:10:00,0.704861111111111,34580,0.7847222222222222
BM1009,,RC12300004,LEIRIA,POMBAL,VERMOIL,1,0,1,,,1994-09-04,16:23:00,0.708333333333333,34581,0.7638888888888888
BM0101,,RC12200006,COIMBRA,COIMBRA,CERNACHE,0,0.05,3,,,1994-04-12,21:48:00,0.920138888888889,34436,0.9506944444444444
BM1010,,RC12300004,LEIRIA,POMBAL,M.MOURISCA,0.6,0,7,,INT,1994-09-03,16:58:00,0.71875,34580,0.7777777777777778
BM1011,,RC12300002,LEIRIA,LEIRIA,COIMBRAO,0.02,0,6,,INT,1994-09-02,13:35:00,0.573611111111111,34579,0.611111111111111
BM1012,,RC12300002,LEIRIA,LEIRIA,COIMBRAO,1.5,0,5,,INT,1994-09-01,17:52:00,0.756944444444445,34578,0.8645833333333334
BM1013,,RC12300003,LEIRIA,M.GRANDE,M.GRANDE,0,0.1,5,,,1994-09-01,14:54:00,0.622916666666667,34578,0.64375
BM1014,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.04,6,,,1994-09-02,15:15:00,0.652777777777778,34579,0.7083333333333334
BM1015,,RC12300005,LEIRIA,P.MOS,JUNCAL,0,0.01,6,,,1994-09-02,13:30:00,0.572916666666667,34579,0.5805555555555556
BM1016,,RC12300005,LEIRIA,P.MOS,S.VENTOSO,0,0.1,7,,,1994-09-03,10:20:00,0.439583333333333,34580,0.8833333333333333
BM1017,,RC12300005,LEIRIA,P.MOS,M.AIRE,0,0.01,5,,,1994-09-01,22:20:00,0.941666666666667,34578,0.9784722222222223
BM1018,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.007,0,1,,,1994-09-04,22:50:00,0.954861111111111,34581,
BM1019,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.05,0,1,,,1994-09-04,20:30:00,0.857638888888889,34581,0.9166666666666666
BM0102,,RC12200006,COIMBRA,COIMBRA,ALMALAGUES,0,0.05,3,,,1994-04-19,14:43:00,0.628472222222222,34443,0.6659722222222222
BM1020,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0,0.01,1,,,1994-09-04,18:22:00,0.815972222222222,34581,0.8402777777777778
BM1021,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.015,0,7,,,1994-09-03,21:00:00,0.878472222222222,34580,0.9166666666666666
BM1022,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.01,0,6,,INT,1994-09-02,13:16:00,0.554166666666667,34579,0.5881944444444445
BM1023,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.06,0,6,,,1994-09-02,15:06:00,0.634027777777778,34579,0.6923611111111111
BM1024,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.01,0,5,,,1994-09-01,22:45:00,0.951388888888889,34578,0.96875
BM1025,,RC12300002,LEIRIA,LEIRIA,COLMEIAS,0,0.02,1,,,1994-09-04,15:38:00,0.666666666666667,34581,0.7048611111111112
BM1026,,RC12300002,LEIRIA,LEIRIA,COLMEIAS,0,0.01,7,,,1994-09-03,16:43:00,0.708333333333333,34580,0.7361111111111112
BM1027,,RC12300002,LEIRIA,LEIRIA,COLMEIAS,1,0,7,,DES,1994-09-03,22:03:00,0.930555555555556,34581,0.0763888888888889
BM1028,,RC12300002,LEIRIA,LEIRIA,S.CARPALHOSA,0,0.02,7,,,1994-09-03,14:18:00,0.625,34580,0.6701388888888888
BM1029,,RC12300002,LEIRIA,LEIRIA,R.PONTES,0,0.01,5,,,1994-09-01,16:58:00,0.711805555555556,34578,0.7180555555555556
BM0103,,RC12200006,COIMBRA,COIMBRA,EIRAS,0,0.01,2,,,1994-04-18,14:53:00,0.625,34442,0.6625
BM1030,,RC12300002,LEIRIA,LEIRIA,S.C.SERRA,0.02,0,5,,,1994-09-01,13:38:00,0.576388888888889,34578,0.6479166666666667
BM1031,,RC12300002,LEIRIA,LEIRIA,CARANGUEJEIRA,0.5,0,6,,,1994-09-02,15:49:00,0.670138888888889,34579,0.7361111111111112
BM1032,,RC12300002,LEIRIA,LEIRIA,POUSOS,0,0.05,7,,,1994-09-03,15:38:00,0.659722222222222,34580,0.6770833333333334
BM1033,,RC12300002,LEIRIA,LEIRIA,POUSOS,0.15,0,6,,,1994-09-02,14:24:00,0.60625,34579,0.6715277777777778
BM1034,,RC12300002,LEIRIA,LEIRIA,MEMORIA,0,0.5,6,,,1994-09-02,15:52:00,0.672222222222222,34579,0.6965277777777777
BM1035,,RC12300002,LEIRIA,LEIRIA,MEMORIA,2,0,7,,,1994-09-03,03:15:00,0.153472222222222,34580,0.25069444444444444
BM1036,,RC12300002,LEIRIA,LEIRIA,CARVIDE,0.05,0,1,,,1994-09-04,19:16:00,0.809027777777778,34581,0.8506944444444445
BM1037,,RC12300002,LEIRIA,LEIRIA,M.REAL,0.05,0,1,,,1994-09-04,19:16:00,0.819444444444445,34581,0.8604166666666666
BM1038,,RC12300002,LEIRIA,LEIRIA,BAROSA,0.7,0,1,,DES,1994-09-04,21:42:00,0.897222222222222,34581,
BM1039,,RC12200006,COIMBRA,COIMBRA,V.MATOS,0.0864,0.6336,4,,,1994-09-07,16:43:00,0.699305555555556,34584,0.7006944444444444
BM0104,,RC12200006,COIMBRA,COIMBRA,TROUXEMIL,0,0.25,1,,,1994-04-07,15:02:00,0.638888888888889,34431,0.6965277777777777
BM1040,,RC12200005,COIMBRA,CANTANHEDE,MURTEDE,0,0.01,2,,,1994-09-05,11:27:00,0.486111111111111,34582,0.548611111111111
BM1041,,RC12400011,LEIRIA,F.VINHOS,F.VINHOS,0,0.3,2,,,1994-09-05,21:15:00,0.888888888888889,34583,0.02847222222222222
BM1042,,RC12300002,LEIRIA,LEIRIA,MARRAZES,0,0.01,1,,,1994-08-11,22:50:00,0.954861111111111,34557,0.9652777777777778
BM1042,,RC12400011,LEIRIA,F.VINHOS,F.VINHOS,0.15,0,2,,,1994-09-05,15:13:00,0,34582,
BM1043,,RC12400009,LEIRIA,ANSIAO,ANSIAO,0,0.001,1,,,1994-09-11,20:00:00,0.836805555555556,34588,0.86875
BM1043,,RC12400002,COIMBRA,M.CORVO,V.NOVA,0,0.01,2,,,1994-09-05,15:25:00,0.650694444444445,34582,0.6583333333333333
BM1044,,RC12300003,LEIRIA,M.GRANDE,M.GRANDE,0,0.05,2,,,1994-09-05,15:05:00,0.630555555555556,34582,0.6506944444444445
BM1045,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,2,2,,,1994-09-05,14:25:00,0.614583333333333,34582,0.6673611111111111
BM1046,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.5,2,,,1994-09-05,16:00:00,0.675,34582,0.6777777777777777
BM1047,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.02,2,,,1994-09-05,16:25:00,0.690972222222222,34582,0.7048611111111112
BM1048,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.4,2,,,1994-09-05,19:35:00,0.826388888888889,34582,0.8409722222222222
BM1049,,RC12300004,LEIRIA,POMBAL,S.LITEM,0.1,0.15,2,,NEG,1994-09-05,22:00:00,0.927083333333333,34582,
BM0105,,RC12400002,COIMBRA,M.CORVO,SEMIDE,0,0.06,5,,,1994-03-24,16:30:00,0.697916666666667,34417,0.7291666666666666
BM1050,,RC12200003,COIMBRA,MONTEMOR,LICEIA,4,0,2,,DES,1994-09-05,15:50:00,0.677083333333333,34582,0.7680555555555556
BM1051,,RC12300002,LEIRIA,LEIRIA,S.CARPALHOSA,1,0,3,,INT,1994-09-06,19:33:00,0.823611111111111,34583,0.9465277777777777
BM1052,,RC12400010,LEIRIA,C.PERA,C.PERA,0.225,0,3,,NEG,1994-09-06,11:30:00,0.488194444444444,34583,0.5708333333333333
BM1053,,RC12400010,LEIRIA,C.PERA,C.PERA,0.03,0,3,,INT,1994-09-06,18:35:00,0.777083333333333,34583,0.8548611111111111
BM1054,,RC12400010,LEIRIA,C.PERA,C.PERA,0.16,0,3,,INT,1994-09-06,18:36:00,0.779166666666667,34583,0.8527777777777777
BM1055,,RC12400011,LEIRIA,F.VINHOS,F.VINHOS,0.1,0,3,,,1994-09-06,06:45:00,0.284722222222222,34583,0.35625
BM1056,,RC12400003,COIMBRA,PENELA,S.EUFEMIA,0,3.5,3,,,1994-09-06,00:10:00,0.0104166666666667,34583,0.1673611111111111
BM1057,,RC12400014,COIMBRA,TABUA,COVAS,0.05,0,3,,INT,1994-09-06,23:04:00,0.96875,34584,0.013888888888888888
BM1058,,RC12400014,COIMBRA,TABUA,S.J.BOAVISTA,0.003,0.027,3,,INT,1994-09-06,19:35:00,0.820833333333333,34583,0.8777777777777778
BM0106,,RC12400002,COIMBRA,M.CORVO,M.CORVO,0.2,0,1,,,1994-06-12,22:30:00,0.947916666666667,34497,0.9909722222222223
BM1060,,RC12200005,COIMBRA,CANTANHEDE,COVOES,0,0.09,4,,INT,1994-09-07,00:43:00,0.0381944444444444,34584,0.09027777777777778
BM1061,,RC12200004,COIMBRA,SOURE,SAMUEL,0.14,0,3,,INT,1994-09-06,03:25:00,0.15,34583,0.2708333333333333
BM1062,,RC12200004,COIMBRA,SOURE,GESTEIRA,0,0.05,3,,,1994-09-06,14:20:00,0.600694444444444,34583,0.6430555555555556
BM1063,,RC12200006,COIMBRA,COIMBRA,TAVEIRO,0.28,0,5,,INT,1994-09-08,18:15:00,0.770833333333333,34585,0.8513888888888889
BM1064,,RC12300002,LEIRIA,LEIRIA,POUSOS,0,0.03,3,,,1994-09-06,19:22:00,0.821527777777778,34583,0.8326388888888889
BM1064,,RC12200006,COIMBRA,COIMBRA,SOUSELAS,0.0245,0,4,,,1994-09-07,01:10:00,0.0569444444444444,34584,0.1
BM1065,,RC12300005,LEIRIA,P.MOS,PEDREIRAS,0.02,0,3,,,1994-09-06,16:15:00,0.682638888888889,34583,0.6979166666666666
BM1066,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,1,3,,,1994-09-06,23:00:00,0.972222222222222,34584,0.041666666666666664
BM1067,,RC12300002,LEIRIA,LEIRIA,COLMEIAS,0,0.1,3,,,1994-09-06,16:49:00,0.708333333333333,34583,0.7430555555555555
BM1068,,RC12300002,LEIRIA,LEIRIA,BAROSA,7,0,3,,INT,1994-09-06,15:10:00,0.638888888888889,34583,0.8055555555555555
BM0107,,RC12400002,COIMBRA,M.CORVO,R.VIDE,1,0,1,,,1994-06-12,22:30:00,0.949305555555556,34497,0.9895833333333334
BM1070,,RC12200008,COIMBRA,PENACOVA,CARVALHO,0,0.02,4,,DES,1994-09-07,17:57:00,0.763888888888889,34584,0.8402777777777778
BM1071,,RC12200008,COIMBRA,PENACOVA,LORVAO,0,0.09,5,,INT,1994-09-08,16:47:00,0.708333333333333,34585,0.75
BM1072,,RC12300003,LEIRIA,M.GRANDE,M.GRANDE,1,0,5,,,1994-09-08,01:52:00,0.09375,34585,0.13194444444444445
BM1073,,RC12400008,LEIRIA,ALVAIAZERE,PUSSOS,0.25,0,5,,INT,1994-09-08,14:03:00,0.597222222222222,34585,0.6736111111111112
BM1074,,RC12400012,LEIRIA,P.GRANDE,P.GRANDE,0.05,0,4,,,1994-09-07,20:23:00,0.854166666666667,34584,0.8576388888888888
BM1075,,RC12300002,LEIRIA,LEIRIA,AZOIA,0,0.01,4,,,1994-09-07,22:24:00,0.934027777777778,34584,0.9652777777777778
BM1076,,RC12300002,LEIRIA,LEIRIA,LEIRIA,0,0.001,5,,,1994-09-08,00:25:00,0.0215277777777778,34585,0.03888888888888889
BM1077,,RC12300002,LEIRIA,LEIRIA,BAJOUCA,0.8,0,5,,INT,1994-09-08,21:13:00,0.888194444444444,34585,0.9416666666666668
BM1078,,RC12300002,LEIRIA,LEIRIA,PARCEIROS,0.01,0,4,,,1994-09-07,04:23:00,0.1875,34584,0.2881944444444445
BM1079,,RC12300004,LEIRIA,POMBAL,S.LITEM,4,0,5,,,1994-09-08,18:44:00,0.78125,34586,0.020833333333333332
BM0108,,RC12200006,COIMBRA,COIMBRA,S.CLARA,0,0.01,6,,,1994-04-01,19:30:00,0.820138888888889,34425,0.85
BM1080,,RC12300004,LEIRIA,POMBAL,POMBAL,0.1,0,4,,,1994-09-07,17:24:00,0.732638888888889,34584,0.7777777777777778
BM1081,,RC12300005,LEIRIA,P.MOS,M.AIRE,0,0.01,1,,,1994-09-11,04:20:00,0.185416666666667,34588,0.2263888888888889
BM1082,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.01,4,,,1994-09-07,18:20:00,0.78125,34584,0.8229166666666666
BM1083,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,0.3,5,,,1994-09-08,21:40:00,0.916666666666667,34585,0.9444444444444445
BM1084,,RC12300005,LEIRIA,P.MOS,MENDIGA,0,0.02,4,,,1994-09-07,20:50:00,0.892361111111111,34584,
BM1085,,RC12300005,LEIRIA,P.MOS,A.SERRA,0,0.1,4,,,1994-09-07,17:00:00,0.711805555555556,34584,0.7256944444444445
BM1086,,RC12300005,LEIRIA,P.MOS,PEDREIRAS,0,0.4,4,,,1994-09-07,15:45:00,0.661805555555556,34584,0.6930555555555555
BM1087,,RC12300005,LEIRIA,P.MOS,MENDIGA,0,0.02,1,,,1994-09-11,01:15:00,0.0625,34588,0.09444444444444444
BM1088,,RC12300005,LEIRIA,P.MOS,S.VENTOSO,0,0.07,1,,,1994-09-11,17:30:00,0.739583333333333,34588,0.7777777777777778
BM1089,,RC12300005,LEIRIA,P.MOS,S.BENTO,0,1,7,,,1994-09-10,16:40:00,0.708333333333333,34587,0.7618055555555556
BM0109,,RC12200006,COIMBRA,COIMBRA,EIRAS,0,0.01,6,,,1994-04-15,02:05:00,0.0944444444444444,34439,0.1111111111111111
BM1090,,RC12300003,LEIRIA,M.GRANDE,M.GRANDE,0.05,0.2,7,,NEG,1994-09-10,17:55:00,0.745833333333333,34587,0.8277777777777778
BM1091,,RC12300002,LEIRIA,LEIRIA,COLMEIAS,0.1,0,1,,,1994-09-11,18:45:00,0.802083333333333,34588,0.8826388888888889
BM1094,,RC12400014,COIMBRA,TABUA,TABUA,0.01,0,1,,INT,1994-09-11,17:56:00,0.745138888888889,34588,0.7618055555555556
BM1095,,RC12400013,COIMBRA,O.HOSPITAL,MERUGE,1.5,1,1,,INT,1994-09-11,01:55:00,0.0868055555555556,34588,0.44166666666666665
BM1096,,RC12200006,COIMBRA,COIMBRA,R.FRADES,0.14,0,3,,INT,1994-09-13,14:25:00,0.60625,34590,0.6756944444444444
BM1097,,RC12400003,COIMBRA,PENELA,ESPINHAL,0.14,0,6,,INT,1994-09-09,03:00:00,0.131944444444444,34586,0.2569444444444445
BM1098,,RC12200006,COIMBRA,COIMBRA,S.SILVESTRE,0,0.01,3,,,1994-09-13,07:15:00,0.308333333333333,34590,0.33819444444444446
BM1099,,RC12200006,COIMBRA,COIMBRA,TAVEIRO,0.22,0,1,,INT,1994-09-11,12:35:00,0.53125,34588,0.5736111111111112
BM0011,,RC12400014,COIMBRA,TABUA,TABUA,0,0.06,4,,,1994-04-13,19:44:00,0.826388888888889,34437,0.8520833333333333
BM0110,,RC12200006,COIMBRA,COIMBRA,S.CLARA,0,0.02,2,,,1994-04-15,17:46:00,0.746527777777778,34439,0.782638888888889
BM1100,,RC12200008,COIMBRA,PENACOVA,S.P.ALVA,0,0.03,1,,DES,1994-09-11,17:25:00,0.746527777777778,34588,0.7965277777777778
BM1101,,RC12200002,COIMBRA,MIRA,MIRA,0,0.01,3,,,1994-09-13,16:10:00,0.677083333333333,34590,0.68125
BM1102,,RC12200008,COIMBRA,PENACOVA,S.P.ALVA,0,0.01,2,,INT,1994-09-12,15:15:00,0.652777777777778,34589,0.686111111111111
BM1103,,RC12300002,LEIRIA,LEIRIA,M.REDONDO,0.7,0,3,,INT,1994-09-13,14:20:00,0.604166666666667,34590,0.7548611111111111
BM1104,,RC12300002,LEIRIA,LEIRIA,MILAGRES,0.1,0,3,,,1994-09-13,14:52:00,0.633333333333333,34590,0.6986111111111111
BM1105,,RC12300002,LEIRIA,LEIRIA,ARRABAL,0,0.01,2,,,1994-09-12,21:20:00,0.9,34589,0.907638888888889
BM1106,,RC12300005,LEIRIA,P.MOS,ALVADOS,0,0.01,2,,,1994-09-12,20:20:00,0.850694444444445,34589,0.89375
BM1108,,RC12300005,LEIRIA,P.MOS,MENDIGA,0,0.05,5,,,1994-09-15,18:20:00,0.779166666666667,34592,0.8388888888888889
BM1109,,RC12300003,LEIRIA,M.GRANDE,M.GRANDE,0.08,0.03,5,,NEG,1994-09-15,15:46:00,0.665277777777778,34592,0.75
BM0111,,RC12200006,COIMBRA,COIMBRA,EIRAS,0,0.01,1,,,1994-04-17,00:52:00,0.0409722222222222,34441,0.05486111111111111
BM1110,,RC12300004,LEIRIA,POMBAL,S.S.LITEM,0.15,0,5,,,1994-09-15,14:08:00,0.600694444444444,34592,0.6979166666666666
BM1111,,RC12300004,LEIRIA,POMBAL,ALMAGREIRA,0.2,0,5,,,1994-09-15,18:10:00,0.763888888888889,34592,0.8402777777777778
BM1112,,RC12400011,LEIRIA,F.VINHOS,AREGA,0.5,0,7,,,1994-09-17,19:40:00,0.833333333333333,34594,0.90625
BM1113,,RC12400005,COIMBRA,ARGANIL,TEIXEIRA,0,2,4,,NEG,1994-09-07,16:07:00,0.680555555555556,34584,0.6993055555555556
BM1114,,RC12400011,LEIRIA,F.VINHOS,AREGA,2,0,7,,,1994-09-17,18:05:00,0.760416666666667,34594,0.9097222222222222
BM1115,,RC12400014,COIMBRA,TABUA,MIDOES,0,0.2,7,,,1994-09-17,18:35:00,0.789583333333333,34594,0.8388888888888889
BM1116,,RC12300004,LEIRIA,POMBAL,POMBAL,0.1,0,7,,,1994-09-17,22:25:00,0.961805555555556,34595,0.02291666666666667
BM1117,,RC12300005,LEIRIA,P.MOS,PEDREIRAS,0,0.1,7,,,1994-09-17,14:15:00,0.599305555555556,34594,0.6298611111111111
BM1118,,RC12200003,COIMBRA,MONTEMOR,ARAZEDE,0.75,0,7,,INT,1994-09-17,17:30:00,0.732638888888889,34594,0.8520833333333333
BM1119,,RC12200003,COIMBRA,MONTEMOR,ARAZEDE,0.2,0,7,,INT,1994-09-17,17:30:00,0.732638888888889,34594,0.8520833333333333
BM0112,,RC12200006,COIMBRA,COIMBRA,EIRAS,0,0.01,1,,,1994-04-10,23:50:00,0.00208333333333333,34435,0.0125
BM1120,,RC12200005,COIMBRA,CANTANHEDE,OURENTA,0,0.01,5,,,1994-09-15,15:18:00,0.652777777777778,34592,0.7881944444444445
BM1121,,RC12200001,COIMBRA,F.FOZ,TAVAREDE,0.5,0,5,,NEG,1994-09-15,19:45:00,0.826388888888889,34592,0.8576388888888888
BM1122,,RC12200001,COIMBRA,F.FOZ,TAVAREDE,0,0.015,7,,DES,1994-09-17,14:17:00,0.600694444444444,34594,0.625
