codigo_sgif,distrito,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,reacendimento,area_povoamento,area_mato,area_total,causa
BL0256,VISEU,TONDELA,TONDELA,1997-03-15,09:18:00,1997-03-15,10:00:00,S,0,0.01,0.01,REAC
BL0256,VISEU,TONDELA,TONDELA,1997-03-15,04:59:00,1997-03-15,05:35:00,S,0,0.01,0.01,REAC
BL0256,VISEU,TONDELA,TONDELA,1997-03-14,19:10:00,1997-03-14,19:55:00,S,0,0.01,0.01,REAC
BL2554,VISEU,VISEU,BODIOSA,1997-09-27,07:20:00,1997-09-27,09:40:00,,0,0.01,0.01,
BL2512,VISEU,OLIVEIRA DE FRADES,ARCOZELO DAS MAIAS,1997-09-23,20:30:00,1997-09-23,21:45:00,S,0,0.01,0.01,REAC
BL2506,VISEU,VISEU,SÃO JOÃO DE LOUROSA,1997-09-24,17:12:00,1997-09-24,18:00:00,S,0,0.01,0.01,REAC
BL2502,VISEU,VISEU,REPESES,1997-09-23,16:25:00,1997-09-23,17:10:00,,0,0.02,0.02,
BL2480,AVEIRO,AVEIRO,ESGUEIRA,1997-09-23,18:51:00,1997-09-23,19:50:00,S,0,0.01,0.01,REAC
BL2476,VISEU,TONDELA,VILAR DE BESTEIROS,1997-09-25,14:05:00,1997-09-25,17:10:00,S,0.01,0,0.01,REAC
BL2476,VISEU,TONDELA,VILAR DE BESTEIROS,1997-09-23,16:20:00,1997-09-23,19:00:00,S,0.01,0,0.01,REAC
BL2468,VISEU,SÃO PEDRO DO SUL,PINHO,1997-09-23,14:58:00,1997-09-23,16:45:00,,0.03,0,0.03,
BL2468,VISEU,SÃO PEDRO DO SUL,PINHO,1997-09-23,00:30:00,1997-09-23,01:05:00,,0.02,0,0.02,
BL0245,COIMBRA,FIGUEIRA DA FOZ,MARINHA DAS ONDAS,1997-07-27,11:40:00,1997-07-27,19:45:00,S,0.12,0,0.12,REAC
BL2450,VISEU,VISEU,POVOLIDE,1997-09-22,04:47:00,1997-09-22,06:00:00,S,0.02,0,0.02,REAC
BL2446,VISEU,PENALVA DO CASTELO,PINDO,1997-09-22,14:55:00,1997-09-22,17:35:00,,0,0.4,0.4,
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-27,07:08:00,1997-09-27,09:10:00,S,0,0.01,0.01,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-26,17:23:00,1997-09-26,20:00:00,S,0,0.01,0.01,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-26,08:16:00,1997-09-26,10:08:00,S,0,0.01,0.01,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-26,00:50:00,1997-09-26,05:15:00,S,0,0.4,0.4,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-25,15:02:00,1997-09-25,17:52:00,S,0,0.06,0.06,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-24,05:03:00,1997-09-24,10:00:00,S,0,0.5,0.5,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-23,07:15:00,1997-09-23,10:40:00,S,0,0.01,0.01,REAC
BL2444,VISEU,VOUZELA,VENTOSA,1997-09-22,06:55:00,1997-09-22,18:43:00,S,0,3,3,REAC
BL2442,VISEU,VISEU,SILGUEIROS,1997-09-22,14:40:00,1997-09-22,19:30:00,S,0,0.5,0.5,REAC
BL2422,VISEU,MANGUALDE,ALCAFACHE,1997-09-21,20:31:00,1997-09-21,21:50:00,S,0,0.05,0.05,REAC
BL2408,AVEIRO,ESTARREJA,AVANCA,1997-09-20,16:43:00,1997-09-20,17:55:00,,0,0.02,0.02,
BL0237,VISEU,CASTRO DAIRE,FAREJINHAS,1997-03-11,22:05:00,1997-03-11,22:55:00,S,0,0.5,0.5,REAC
BL0237,VISEU,CASTRO DAIRE,FAREJINHAS,1997-03-11,03:05:00,1997-03-11,03:55:00,S,0,0.1,0.1,REAC
BL2372,VISEU,OLIVEIRA DE FRADES,SÃO VICENTE DE LAFÕES,1997-09-22,17:40:00,1997-09-22,18:54:00,S,0,0.01,0.01,REAC
BL2372,VISEU,OLIVEIRA DE FRADES,SÃO VICENTE DE LAFÕES,1997-09-21,11:25:00,1997-09-21,12:08:00,S,0,0.01,0.01,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-05,07:17:00,1997-04-05,12:04:00,S,1,0,1,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-04,18:30:00,1997-04-04,19:20:00,S,0,0.15,0.15,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-04,09:19:00,1997-04-04,11:40:00,S,0,0.02,0.02,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-03,18:06:00,1997-04-03,19:41:00,S,0,0.05,0.05,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-01,17:20:00,1997-04-01,21:16:00,S,1,4,5,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-01,09:43:00,1997-04-01,11:18:00,S,0.05,0,0.05,REAC
BL0234,VISEU,VISEU,FAIL,1997-04-01,03:38:00,1997-04-01,04:25:00,S,0,0.15,0.15,REAC
BL2348,VISEU,VISEU,MUNDÃO,1997-09-19,19:22:00,1997-09-19,20:35:00,S,0.05,0,0.05,REAC
BL2338,VISEU,OLIVEIRA DE FRADES,ARCOZELO DAS MAIAS,1997-09-20,09:42:00,1997-09-20,12:40:00,S,0.1,0,0.1,REAC
BL2334,VISEU,SÃO PEDRO DO SUL,SERRAZES,1997-09-20,13:11:00,1997-09-20,15:20:00,S,0.05,0,0.05,REAC
BL2334,VISEU,SÃO PEDRO DO SUL,SERRAZES,1997-09-19,20:30:00,1997-09-19,22:40:00,S,0,0.1,0.1,REAC
BL2334,VISEU,SÃO PEDRO DO SUL,SERRAZES,1997-09-19,13:33:00,1997-09-19,18:50:00,S,0,0.04,0.04,REAC
BL0228,AVEIRO,OVAR,ESMORIZ,1997-04-06,21:50:00,1997-04-06,22:27:00,S,0,0.02,0.02,REAC
BL0228,AVEIRO,OVAR,ESMORIZ,1997-04-06,03:19:00,1997-04-06,03:55:00,S,0,0.05,0.05,REAC
BL2288,VISEU,MANGUALDE,CUNHA BAIXA,1997-09-17,08:20:00,1997-09-17,10:30:00,S,0,0.01,0.01,REAC
BL2284,VISEU,SANTA COMBA DÃO,TREIXEDO,1997-09-18,16:08:00,1997-09-18,17:30:00,S,0,0.08,0.08,REAC
BL0226,AVEIRO,OVAR,ESMORIZ,1997-03-31,15:34:00,1997-03-31,16:14:00,S,0,0.01,0.01,REAC
BL0226,AVEIRO,OVAR,ESMORIZ,1997-03-29,12:50:00,1997-03-29,14:25:00,S,0,0.35,0.35,REAC
BL0226,AVEIRO,OVAR,ESMORIZ,1997-03-27,15:34:00,1997-03-27,16:15:00,S,0,0.01,0.01,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-04-14,23:40:00,1997-04-15,00:42:00,S,0.3,0,0.3,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-04-10,22:20:00,1997-04-10,23:12:00,S,0.05,0,0.05,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-04-09,22:20:00,1997-04-09,22:52:00,S,0.02,0,0.02,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-04-05,09:00:00,1997-04-05,09:27:00,S,0.02,0,0.02,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-04-02,23:30:00,1997-04-03,00:12:00,S,0.07,0,0.07,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-04-02,21:15:00,1997-04-02,21:57:00,S,0.1,0,0.1,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-03-27,23:05:00,1997-03-28,00:55:00,S,0.05,0,0.05,REAC
BL0225,AVEIRO,OVAR,ESMORIZ,1997-03-27,12:49:00,1997-03-27,14:33:00,S,0.35,0,0.35,REAC
BL2256,VISEU,VISEU,SÃO JOÃO DE LOUROSA,1997-09-22,18:35:00,1997-09-22,20:05:00,S,0.05,0,0.05,REAC
BL2244,VISEU,VISEU,SILGUEIROS,1997-09-17,20:00:00,1997-09-17,21:20:00,S,0.05,0,0.05,REAC
BL2244,VISEU,VISEU,SILGUEIROS,1997-09-17,06:04:00,1997-09-17,08:20:00,S,0,0.1,0.1,REAC
BL2216,VISEU,CASTRO DAIRE,ERMIDA,1997-09-16,05:45:00,1997-09-16,07:25:00,S,0,0.01,0.01,REAC
BL2208,VISEU,CASTRO DAIRE,MÕES,1997-09-16,14:30:00,1997-09-16,16:15:00,S,0,0.01,0.01,REAC
BL2206,VISEU,NELAS,MOREIRA,1997-09-15,20:50:00,1997-09-15,22:40:00,S,0,0.5,0.5,REAC
BL2192,VISEU,VISEU,ABRAVESES,1997-09-14,15:59:00,1997-09-14,16:40:00,S,0,0.01,0.01,REAC
BL2186,VISEU,VISEU,LORDOSA,1997-09-15,13:08:00,1997-09-15,14:30:00,S,0,0.01,0.01,REAC
BL2186,VISEU,VISEU,LORDOSA,1997-09-14,14:10:00,1997-09-14,16:45:00,,0.02,0,0.02,
BL2174,VISEU,NELAS,SANTAR,1997-09-14,14:26:00,1997-09-14,17:55:00,S,0,1.5,1.5,REAC
BL2170,VISEU,SÃO PEDRO DO SUL,SÃO PEDRO DO SUL,1997-09-14,13:52:00,1997-09-14,15:15:00,S,0,0.01,0.01,REAC
BL2168,VISEU,VISEU,REPESES,1997-09-17,16:14:00,1997-09-17,17:05:00,S,0,0.01,0.01,REAC
BL2168,VISEU,VISEU,REPESES,1997-09-16,16:55:00,1997-09-16,19:20:00,S,0.1,0,0.1,REAC
BL2168,VISEU,VISEU,REPESES,1997-09-15,22:53:00,1997-09-15,23:50:00,S,0,0.1,0.1,REAC
BL2168,VISEU,VISEU,REPESES,1997-09-14,20:45:00,1997-09-14,21:15:00,S,0,0.03,0.03,REAC
BL0215,AVEIRO,AVEIRO,EIXO,1997-03-27,21:50:00,1997-03-27,22:30:00,S,0,0.01,0.01,REAC
BL0215,AVEIRO,AVEIRO,EIXO,1997-03-26,16:15:00,1997-03-26,16:55:00,S,0,0.02,0.02,REAC
BL2625,GUARDA,AGUIAR DA BEIRA,EIRADO,1997-09-12,20:30:00,1997-09-12,22:13:00,S,0,0.1,0.1,REAC
BL2144,VISEU,MANGUALDE,CHÃS DE TAVARES,1997-09-12,22:15:00,1997-09-13,01:20:00,S,0.01,0,0.01,REAC
BL2142,VISEU,NELAS,NELAS,1997-09-13,10:50:00,1997-09-13,12:00:00,S,0,0.01,0.01,REAC
BL2118,VISEU,MANGUALDE,CHÃS DE TAVARES,1997-09-12,13:54:00,1997-09-12,17:50:00,S,0.5,0,0.5,REAC
BL2116,VISEU,VISEU,SILGUEIROS,1997-09-13,14:32:00,1997-09-13,16:00:00,S,0,0.01,0.01,REAC
BL2116,VISEU,VISEU,SILGUEIROS,1997-09-12,18:30:00,1997-09-12,20:25:00,S,0,0.01,0.01,REAC
BL2116,VISEU,VISEU,SILGUEIROS,1997-09-12,16:48:00,1997-09-12,18:50:00,S,0,0.2,0.2,REAC
BL2110,VISEU,SÃO PEDRO DO SUL,PINHO,1997-09-15,11:35:00,1997-09-15,20:30:00,S,4,0.5,4.5,REAC
BL2110,VISEU,SÃO PEDRO DO SUL,PINHO,1997-09-14,17:00:00,1997-09-14,20:45:00,S,0.5,0,0.5,REAC
BL2110,VISEU,SÃO PEDRO DO SUL,PINHO,1997-09-13,14:35:00,1997-09-13,17:55:00,S,0.25,0,0.25,REAC
BL2110,VISEU,SÃO PEDRO DO SUL,PINHO,1997-09-12,13:00:00,1997-09-12,15:30:00,S,0.25,0,0.25,REAC
BL2108,VISEU,SÃO PEDRO DO SUL,SÃO MARTINHO DAS MOITAS,1997-09-12,15:18:00,1997-09-12,18:00:00,S,0,0.01,0.01,REAC
BL2104,VISEU,VISEU,REPESES,1997-09-11,17:15:00,1997-09-11,17:55:00,S,0,0.01,0.01,REAC
BL2098,VISEU,MANGUALDE,ABRUNHOSA-A-VELHA,1997-09-12,17:35:00,1997-09-12,19:40:00,S,0,2,2,REAC
BL2060,VISEU,NELAS,CANAS DE SENHORIM,1997-09-15,23:40:00,1997-09-16,00:40:00,S,0.08,0,0.08,REAC
BL2060,VISEU,NELAS,CANAS DE SENHORIM,1997-09-15,12:45:00,1997-09-15,13:20:00,S,0,0.01,0.01,REAC
BL0205,VISEU,OLIVEIRA DE FRADES,SOUTO DE LAFÕES,1997-04-01,12:15:00,1997-04-01,14:25:00,S,0.5,1.5,2,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-17,19:30:00,1997-09-17,20:45:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-17,02:48:00,1997-09-17,04:10:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-13,19:25:00,1997-09-13,20:30:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-13,12:19:00,1997-09-13,13:50:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-12,22:06:00,1997-09-12,23:22:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-12,14:40:00,1997-09-12,16:40:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-12,16:30:00,1997-09-12,21:05:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-12,00:00:00,1997-09-12,00:00:00,S,0,0.01,0.01,REAC
BL2034,VISEU,VOUZELA,VENTOSA,1997-09-11,23:35:00,1997-09-12,12:45:00,S,0,4.9,4.9,REAC
BL2002,AVEIRO,OVAR,ESMORIZ,1997-09-10,11:44:00,1997-09-10,12:18:00,S,0.01,0,0.01,REAC
BL0019,AVEIRO,ESTARREJA,FERMELÃ,1997-04-11,14:13:00,1997-04-11,16:55:00,S,0,0.01,0.01,REAC
BL0019,AVEIRO,ESTARREJA,FERMELÃ,1997-04-08,07:49:00,1997-04-08,11:13:00,S,0,0.01,0.01,REAC
BL0019,AVEIRO,ESTARREJA,FERMELÃ,1997-04-07,18:04:00,1997-04-07,22:35:00,S,0,0.01,0.01,REAC
BL0019,AVEIRO,ESTARREJA,FERMELÃ,1997-04-07,13:29:00,1997-04-07,16:55:00,S,0,0.01,0.01,REAC
BL0019,AVEIRO,ESTARREJA,FERMELÃ,1997-04-07,11:57:00,1997-04-07,12:54:00,S,0,0.01,0.01,REAC
BL0019,AVEIRO,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA,1997-04-07,16:40:00,1997-04-07,20:06:00,S,0,0.7,0.7,REAC
BL1970,VISEU,TONDELA,NANDUFE,1997-09-10,16:48:00,1997-09-10,18:40:00,S,0,0.01,0.01,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-23,12:32:00,1997-09-23,13:35:00,,0,0.01,0.01,
BL1968,VISEU,VISEU,ABRAVESES,1997-09-22,15:45:00,1997-09-22,17:07:00,S,0.05,0,0.05,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-21,20:37:00,1997-09-21,21:15:00,S,0,0.02,0.02,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-18,15:40:00,1997-09-18,16:15:00,S,0,0.01,0.01,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-17,02:30:00,1997-09-17,03:05:00,S,0,1,1,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-17,11:47:00,1997-09-17,12:30:00,S,0,0.02,0.02,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-16,15:15:00,1997-09-16,18:25:00,S,0.01,0,0.01,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-15,15:43:00,1997-09-15,16:35:00,S,0,0.03,0.03,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-14,15:30:00,1997-09-14,16:10:00,S,0,0.01,0.01,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-12,14:17:00,1997-09-12,15:10:00,S,0.1,0,0.1,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-10,10:38:00,1997-09-10,11:20:00,S,0,0.01,0.01,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-10,04:49:00,1997-09-10,05:35:00,S,0.01,0,0.01,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-10,16:40:00,1997-09-10,17:45:00,S,0,0.03,0.03,REAC
BL1968,VISEU,VISEU,ABRAVESES,1997-09-10,13:53:00,1997-09-10,16:00:00,S,0.05,0,0.05,REAC
BL1964,VISEU,VISEU,REPESES,1997-09-11,12:24:00,1997-09-11,14:50:00,S,0,0.5,0.5,REAC
BL1964,VISEU,VISEU,REPESES,1997-09-10,02:38:00,1997-09-10,03:10:00,S,0,0.01,0.01,REAC
BL1962,VISEU,SÃO PEDRO DO SUL,PINDELO DOS MILAGRES,1997-09-09,02:00:00,1997-09-09,03:57:00,S,0,1,1,REAC
BL1958,VISEU,VISEU,SÃO JOÃO DE LOUROSA,1997-09-10,11:29:00,1997-09-10,12:05:00,S,0,0.01,0.01,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-25,14:35:00,1997-09-25,15:45:00,S,0.05,0,0.05,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-24,00:40:00,1997-09-24,02:35:00,S,0,0.01,0.01,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-22,16:08:00,1997-09-22,21:00:00,S,1,0,1,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-21,13:30:00,1997-09-21,15:20:00,S,0,0.05,0.05,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-20,17:25:00,1997-09-20,18:15:00,S,0,0.05,0.05,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-18,14:23:00,1997-09-18,16:00:00,S,1,0,1,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-15,16:40:00,1997-09-15,17:35:00,S,0,0.01,0.01,REAC
BL1926,VISEU,SÃO PEDRO DO SUL,BAIÕES,1997-09-15,05:00:00,1997-09-15,08:30:00,S,1,0,1,REAC
BL1924,VISEU,VISEU,RIO DE LOBA,1997-09-14,15:55:00,1997-09-14,19:25:00,S,1.5,0,1.5,REAC
BL0191,COIMBRA,GÓIS,GÓIS,1997-03-09,02:45:00,1997-03-09,20:47:00,S,6,0,6,REAC
BL0191,COIMBRA,GÓIS,GÓIS,1997-03-04,08:30:00,1997-03-04,14:45:00,S,0,0.01,0.01,REAC
BL1916,AVEIRO,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA,1997-09-08,14:37:00,1997-09-08,16:10:00,S,0,0.03,0.03,REAC
BL1906,VISEU,VISEU,SILGUEIROS,1997-09-08,23:24:00,1997-09-09,00:45:00,S,0,0.1,0.1,REAC
BL1906,VISEU,VISEU,SILGUEIROS,1997-09-08,14:05:00,1997-09-08,15:30:00,S,0,0.1,0.1,REAC
BL1868,VISEU,OLIVEIRA DE FRADES,SÃO VICENTE DE LAFÕES,1997-09-08,07:01:00,1997-09-08,08:15:00,S,0,0.01,0.01,REAC
BL1868,VISEU,OLIVEIRA DE FRADES,SÃO VICENTE DE LAFÕES,1997-09-08,01:45:00,1997-09-08,02:55:00,S,0,0.01,0.01,REAC
BL1862,VISEU,CARREGAL DO SAL,PAPÍZIOS,1997-09-10,13:49:00,1997-09-10,14:25:00,S,0,0.01,0.01,REAC
BL1862,VISEU,CARREGAL DO SAL,PAPÍZIOS,1997-09-09,20:34:00,1997-09-09,21:55:00,S,0,0.07,0.07,REAC
BL1860,VISEU,VISEU,CAMPO,1997-09-07,23:00:00,1997-09-08,02:25:00,S,0,0.2,0.2,REAC
BL1856,VISEU,VOUZELA,ALCOFRA,1997-09-08,21:10:00,1997-09-09,09:50:00,S,0.5,2.5,3,REAC
BL1834,VISEU,VISEU,SÃO JOÃO DE LOUROSA,1997-09-07,11:45:00,1997-09-07,12:50:00,S,0.1,0,0.1,REAC
BL1834,VISEU,VISEU,SÃO JOÃO DE LOUROSA,1997-09-06,14:25:00,1997-09-06,15:15:00,S,0,0.01,0.01,REAC
BL1830,VISEU,VISEU,MUNDÃO,1997-09-07,09:00:00,1997-09-07,11:00:00,S,0,0.1,0.1,REAC
BL1804,VISEU,VISEU,CALDE,1997-09-19,15:14:00,1997-09-19,16:35:00,S,0.02,0,0.02,REAC
BL1804,VISEU,VISEU,CALDE,1997-09-18,17:00:00,1997-09-18,19:00:00,S,0.05,0,0.05,REAC
BL1794,VISEU,SANTA COMBA DÃO,TREIXEDO,1997-09-04,20:20:00,1997-09-04,21:50:00,S,0.49,0,0.49,REAC
