codigo_sgif,observ,codigo_rc,distrito,concelho,freguesia,area_arborizada,area_nao_arborizada,dia_semana,reacendimento,causa,data_inicio,hora_inicio,primeira_intervencao,data_fim,hora_fim
AG00416,,RC15000006,FARO,SILVES,SILVES,0,0.15,3,,DES,1995-12-26,17:05:00,,1995-12-26 18:10:00,18:10:00
AG00415,,RC15000007,FARO,V.BISPO,BUDENS,0,1,6,,DES,1995-11-24,20:05:00,,1995-11-24 21:30:00,21:30:00
AG00414,,RC15000007,FARO,V.BISPO,V.BISPO,0,0.02,5,,DES,1995-11-23,17:05:00,,1995-11-23 18:10:00,18:10:00
AG00413,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0,0.01,5,,DES,1995-11-23,15:11:00,,1995-11-23 16:56:00,16:56:00
AG00412,,RC15000015,FARO,TAVIRA,STª.C.F.BISPO,0,0.03,4,,DES,1995-11-22,19:12:00,,1995-11-22 20:19:00,20:19:00
AG00411,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.02,2,,DES,1995-11-13,19:05:00,,1995-11-13 20:14:00,20:14:00
AG00410,,RC15000010,FARO,LOULE,SALIR,0.1,0,4,,DES,1995-11-08,12:05:00,,1995-11-08 15:00:00,15:00:00
AG00409,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.002,0,4,,DES,1995-11-08,13:01:00,,1995-11-08 14:10:00,14:10:00
AG00408,,RC15000004,FARO,MONCHIQUE,ALFERCE,0.5,0,6,,DES,1995-11-03,14:45:00,,1995-11-03 17:45:00,17:45:00
AG00407,,RC15000010,FARO,LOULE,SALIR,0,0.05,5,,DES,1995-10-30,15:57:00,,1995-10-30 17:30:00,17:30:00
AG00406,,RC15000013,FARO,ALCOUTIM,MARTIM LONGO,0,0.5,1,,DES,1995-10-25,17:30:00,,1995-10-25 18:55:00,18:55:00
AG00405,,RC15000006,FARO,SILVES,S.M.SERRA,0,0.01,7,,DES,1995-10-28,15:35:00,,1995-10-28 16:30:00,16:30:00
AG00404,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.005,6,,DES,1995-10-27,18:31:00,,1995-10-27 19:30:00,19:30:00
AG00403,,RC15000010,FARO,LOULE,AMEIXIAL,0,1,4,,DES,1995-10-25,14:15:00,,1995-10-25 18:25:00,18:25:00
AG00402,,RC15000014,FARO,C.MARIM,AZINHAL,0,0.015,2,,DES,1995-10-23,17:00:00,,1995-10-23 18:40:00,18:40:00
AG00401,,RC15000015,FARO,TAVIRA,STª.C.F.BISPO,0,0.05,2,,DES,1995-10-23,07:27:00,,1995-10-23 08:35:00,08:35:00
AG00400,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,3,0,1,,DES,1995-10-22,15:20:00,,1995-10-23 21:00:00,21:00:00
AG00399,,RC15000011,FARO,OLHÃO,MONCARAPACHO,0,0.3,1,,DES,1995-10-22,15:45:00,,1995-10-22 18:30:00,18:30:00
AG00398,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.05,1,,DES,1995-10-22,18:10:00,,1995-10-22 19:30:00,19:30:00
AG00397,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.5,0,1,,DES,1995-10-22,17:10:00,,1995-10-22 20:30:00,20:30:00
AG00396,,RC15000006,FARO,SILVES,S.B.MESSINES,0,0.005,1,,DES,1995-10-22,18:45:00,,1995-10-22 19:20:00,19:20:00
AG00395,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.03,0,7,,DES,1995-10-21,22:24:00,,1995-10-21 23:49:00,23:49:00
AG00394,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,1,0,7,,DES,1995-10-21,16:43:00,,1995-10-21 19:12:00,19:12:00
AG00393,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.01,6,,DES,1995-10-20,19:13:00,,1995-10-20 20:20:00,20:20:00
AG00392,,RC15000014,FARO,C.MARIM,C.MARIM,0,1,6,,DES,1995-10-20,18:30:00,,1995-10-20 20:00:00,20:00:00
AG00391,,RC15000001,FARO,ALJEZUR,ROGIL,1,0,6,,DES,1995-10-20,17:24:00,,1995-10-20 19:20:00,19:20:00
AG00390,,RC15000016,FARO,V.R.S.ANTº.,M.GORDO,0,0.005,5,,DES,1995-10-19,11:57:00,,1995-10-19 12:45:00,12:45:00
AG00389,,RC15000015,FARO,TAVIRA,STª.C.F.BISPO,0,0.05,4,,DES,1995-10-18,15:20:00,,1995-10-18 17:20:00,17:20:00
AG00388,,RC15000014,FARO,C.MARIM,C.MARIM,0,3,4,,DES,1995-10-18,12:28:00,,1995-10-18 14:30:00,14:30:00
AG00387,,RC15000009,FARO,FARO,ESTOI,1,0,2,,DES,1995-10-16,09:49:00,,1995-10-16 11:55:00,11:55:00
AG00386,,RC15000014,FARO,C.MARIM,ODELEITE,0,1,1,,DES,1995-10-15,14:49:00,,1995-10-15 17:15:00,17:15:00
AG00385,,RC15000013,FARO,ALCOUTIM,ALCOUTIM,0,2,1,,DES,1995-10-15,13:50:00,,1995-10-15 16:10:00,16:10:00
AG00384,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.003,1,,DES,1995-10-15,02:06:00,,1995-10-15 02:28:00,02:28:00
AG00383,,RC15000006,FARO,SILVES,SILVES,0,1,7,,DES,1995-10-14,19:31:00,,1995-10-14 20:38:00,20:38:00
AG00382,,RC15000015,FARO,TAVIRA,SANTIAGO,0,0.05,6,,DES,1995-10-13,13:45:00,,1995-10-13 14:00:00,14:00:00
AG00381,,RC15000003,FARO,LAGOS,BENSAFRIM,0,0.005,5,,DES,1995-10-12,20:34:00,,1995-10-12 21:16:00,21:16:00
AG00380,,RC15000016,FARO,V.R.S.ANTº.,V.N.CACELA,0,0.015,1,,DES,1995-10-08,20:10:00,,1995-10-08 21:30:00,21:30:00
AG00379,,RC15000015,FARO,TAVIRA,STª.MARIA,0,0.01,1,,DES,1995-10-08,15:54:00,,1995-10-08 18:00:00,18:00:00
AG00378,,RC15000013,FARO,ALCOUTIM,PEREIRO,0,2,1,,DES,1995-10-08,12:30:00,,1995-10-08 14:10:00,14:10:00
AG00377,,RC15000010,FARO,LOULE,SALIR,1,0,1,,DES,1995-10-08,10:47:00,,1995-10-08 13:45:00,13:45:00
AG00376,,RC15000009,FARO,FARO,ESTOI,0,1,1,,DES,1995-10-08,07:54:00,,1995-10-08 11:55:00,11:55:00
AG00375,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0,0.05,7,,DES,1995-10-07,18:17:00,,1995-10-07 20:40:00,20:40:00
AG00374,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,1,7,,DES,1995-10-07,16:13:00,,1995-10-07 17:30:00,17:30:00
AG00373,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.02,7,,DES,1995-10-07,15:35:00,,1995-10-07 16:30:00,16:30:00
AG00372,,RC15000015,FARO,TAVIRA,CACHOPO,0,1,6,,DES,1995-10-06,20:41:00,,1995-10-06 23:10:00,23:10:00
AG00371,,RC15000015,FARO,TAVIRA,STº.ESTEVÃO,0,0.05,6,,DES,1995-10-06,16:46:00,,1995-10-06 18:31:00,18:31:00
AG00371,,RC15000009,FARO,FARO,S.PEDRO,0,0.003,6,,DES,1995-10-06,21:12:00,,1995-10-06 22:00:00,22:00:00
AG00370,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.02,6,,DES,1995-10-06,20:43:00,,1995-10-06 22:00:00,22:00:00
AG00369,,RC15000007,FARO,V.BISPO,V.BISPO,0,2,6,,DES,1995-10-06,18:03:00,,1995-10-06 21:40:00,21:40:00
AG00368,,RC15000016,FARO,V.R.S.ANTº.,V.R.S.ANTº.,0,0.02,5,,DES,1995-10-05,15:41:00,,1995-10-05 16:40:00,16:40:00
AG00367,,RC15000006,FARO,SILVES,S.M.SERRA,0,0.1,5,,DES,1995-10-05,13:24:00,,1995-10-05 14:20:00,14:20:00
AG00366,,RC15000006,FARO,SILVES,S.M.SERRA,0.5,0,4,,DES,1995-10-04,19:40:00,,1995-10-04 21:15:00,21:15:00
AG00365,,RC15000015,FARO,TAVIRA,STª.MARIA,0,1,1,,DES,1995-10-01,14:20:00,,1995-10-01 15:40:00,15:40:00
AG00364,,RC15000015,FARO,TAVIRA,STª.MARIA,0,1,1,,DES,1995-10-01,12:16:00,,1995-10-01 14:20:00,14:20:00
AG00363,,RC15000010,FARO,LOULE,S.CLEMENTE,2,0,1,,DES,1995-10-01,12:05:00,,1995-10-01 13:54:00,13:54:00
AG00362,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0.005,0,1,,DES,1995-10-01,17:36:00,,1995-10-01 18:24:00,18:24:00
AG00361,,RC15000011,FARO,OLHÃO,PECHÃO,0,0.001,7,,DES,1995-09-30,20:35:00,,1995-09-30 21:20:00,21:20:00
AG00360,,RC15000010,FARO,LOULE,S.SEBASTIÃO,0,0.5,7,,DES,1995-09-30,13:17:00,,1995-09-30 14:24:00,14:24:00
AG00359,,RC15000010,FARO,LOULE,ALMANCIL,0.005,0,7,,DES,1995-09-30,11:56:00,,1995-09-30 13:00:00,13:00:00
AG00358,,RC15000004,FARO,MONCHIQUE,ALFERCE,0,0.002,7,,DES,1995-09-30,18:46:00,,1995-09-30 19:27:00,19:27:00
AG00357,,RC15000003,FARO,LAGOS,ODIAXERE,0,1.5,7,,DES,1995-09-30,11:05:00,,1995-09-30 16:00:00,16:00:00
AG00356,,RC15000013,FARO,ALCOUTIM,PEREIRO,0,0.5,6,,DES,1995-09-29,20:05:00,,1995-09-29 21:55:00,21:55:00
AG00355,,RC15000011,FARO,OLHÃO,PECHÃO,0,0.12,6,,DES,1995-09-29,18:54:00,,1995-09-29 21:00:00,21:00:00
AG00354,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0,1,6,,DES,1995-09-29,16:11:00,,1995-09-29 18:56:00,18:56:00
AG00353,,RC15000002,FARO,LAGOA,LAGOA,0,0.03,5,,DES,1995-09-28,19:20:00,,1995-09-28 20:00:00,20:00:00
AG00352,,RC15000002,FARO,LAGOA,ESTOMBAR,0,0.06,5,,DES,1995-09-28,16:25:00,,1995-09-28 18:27:00,18:27:00
AG00351,,RC15000014,FARO,C.MARIM,AZINHAL,0,0.02,5,,DES,1995-09-28,17:17:00,,1995-09-28 19:05:00,19:05:00
AG00350,,RC15000002,FARO,LAGOA,LAGOA,0,0.08,5,,DES,1995-09-28,15:02:00,,1995-09-28 16:00:00,16:00:00
AG00349,,RC15000009,FARO,FARO,STª.B.NEXE,0,0.5,4,,DES,1995-09-27,14:53:00,,1995-09-27 16:05:00,16:05:00
AG00347,,RC15000015,FARO,TAVIRA,STª.MARIA,0,0.1,4,,DES,1995-09-27,10:45:00,,1995-09-27 13:45:00,13:45:00
AG00346,,RC15000009,FARO,FARO,S.PEDRO,0,0.5,2,,DES,1995-10-02,19:58:00,,1995-10-02 20:43:00,20:43:00
AG00345,,RC15000001,FARO,ALJEZUR,ODECEIXE,0.5,0,3,,DES,1995-09-26,12:16:00,,1995-09-26 14:45:00,14:45:00
AG00344,,RC15000015,FARO,TAVIRA,CONCEIÇÃO,0,1,3,,DES,1995-09-26,11:36:00,,1995-09-26 14:40:00,14:40:00
AG00343,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.015,1,,DES,1995-09-24,20:15:00,,1995-09-24 21:21:00,21:21:00
AG00342,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.01,0,1,,DES,1995-09-24,19:02:00,,1995-09-24 21:00:00,21:00:00
AG00341,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0.006,0,1,,DES,1995-09-24,18:38:00,,1995-09-24 19:44:00,19:44:00
AG00340,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.005,0,1,,DES,1995-09-24,17:40:00,,1995-09-24 20:36:00,20:36:00
AG00339,,RC15000009,FARO,FARO,ESTOI,4,0,1,,DES,1995-09-24,15:43:00,,1995-09-25 01:55:00,01:55:00
AG00338,,RC15000004,FARO,MONCHIQUE,MARMELETE,6.5,7.375,4,,DES,1995-09-27,11:00:00,,1995-09-27 18:41:00,18:41:00
AG00338,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.02,0,1,,DES,1995-09-24,08:49:00,,1995-09-24 11:50:00,11:50:00
AG00337,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.5,7,,DES,1995-09-23,18:55:00,,1995-09-23 20:30:00,20:30:00
AG00336,,RC15000001,FARO,ALJEZUR,ROGIL,0.095,23.655,7,,DES,1995-09-23,15:30:00,,1995-09-23 20:40:00,20:40:00
AG00335,,RC15000006,FARO,SILVES,S.B.MESSINES,0,0.05,7,,DES,1995-09-23,13:35:00,,1995-09-23 14:59:00,14:59:00
AG00334,,RC15000003,FARO,LAGOS,BENSAFRIM,0,2,6,,DES,1995-09-22,17:00:00,,1995-09-22 20:51:00,20:51:00
AG00334,,RC15000015,FARO,TAVIRA,CONCEIÇÃO,0,1,3,,DES,1995-09-26,11:36:00,,1995-09-26 14:40:00,14:40:00
AG00333,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.5,0,5,,DES,1995-09-21,01:00:00,,1995-09-21 04:07:00,04:07:00
AG00332,,RC15000016,FARO,V.R.S.ANTº.,V.R.S.ANTº.,0,0.05,4,,DES,1995-09-20,21:58:00,,1995-09-20 22:30:00,22:30:00
AG00331,,RC15000010,FARO,LOULE,BENAFIM,3,0,4,,DES,1995-09-20,15:50:00,,1995-09-20 19:32:00,19:32:00
AG00330,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.5,3,,DES,1995-09-19,19:06:00,,1995-09-19 20:30:00,20:30:00
AG00329,,RC15000009,FARO,FARO,ESTOI,0,0.5,3,,DES,1995-09-19,17:34:00,,1995-09-19 19:25:00,19:25:00
AG00328,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.8,3,,DES,1995-09-19,13:45:00,,1995-09-19 17:25:00,17:25:00
AG00327,,RC15000015,FARO,TAVIRA,STª.MARIA,0,0.1,1,,DES,1995-09-17,12:19:00,,1995-09-17 14:10:00,14:10:00
AG00326,,RC15000009,FARO,FARO,ESTOI,0,0.01,1,,DES,1995-09-17,02:29:00,,1995-09-17 03:05:00,03:05:00
AG00325,,RC15000011,FARO,OLHÃO,MONCARAPACHO,0,0.6,7,,DES,1995-09-16,22:30:00,,1995-09-17 00:55:00,00:55:00
AG00324,,RC15000008,FARO,ALBUFEIRA,PADERNE,0,0.025,6,,DES,1995-09-15,23:37:00,,1995-09-16 01:40:00,01:40:00
AG00323,,RC15000015,FARO,TAVIRA,STª.LUZIA,0,0.01,6,,DES,1995-09-15,19:33:00,,1995-09-15 20:26:00,20:26:00
AG00322,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.01,6,,DES,1995-09-15,16:58:00,,1995-09-15 17:40:00,17:40:00
AG00321,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.05,6,,DES,1995-09-15,12:42:00,,1995-09-15 13:26:00,13:26:00
AG00320,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,3.6,3.05,5,,DES,1995-09-14,21:50:00,,1995-09-15 04:00:00,04:00:00
AG00319,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.005,4,,DES,1995-09-13,20:47:00,,1995-09-13 21:30:00,21:30:00
AG00318,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.03,4,,DES,1995-09-13,18:08:00,,1995-09-13 19:26:00,19:26:00
AG00317,,RC15000015,FARO,TAVIRA,CONCEIÇÃO,0,3,3,,DES,1995-09-12,00:59:00,,1995-09-12 03:20:00,03:20:00
AG00316,,RC15000003,FARO,LAGOS,BENSAFRIM,5,0,2,,DES,1995-08-11,16:20:00,,1995-08-11 22:28:00,22:28:00
AG00315,,RC15000010,FARO,LOULE,BOLIQUEIME,0,0.15,3,,DES,1995-08-29,23:15:00,,1995-08-30 03:17:00,03:17:00
AG00314,,RC15000016,FARO,V.R.S.ANTº.,V.R.S.ANTº.,0.005,0,5,,DES,1995-09-07,22:48:00,,1995-09-07 23:20:00,23:20:00
AG00313,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0,0.003,5,,DES,1995-09-07,21:42:00,,1995-09-07 22:15:00,22:15:00
AG00312,,RC15000014,FARO,C.MARIM,C.MARIM,0,1,5,,DES,1995-09-07,12:20:00,,1995-09-07 14:00:00,14:00:00
AG00307,,RC15000005,FARO,PORTIMÃO,MEXª.GRANDE,6.25,150,1,,DES,1995-08-27,15:20:00,,1995-08-28 21:25:00,21:25:00
AG00306,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,181.5,10.375,7,,DES,1995-08-26,13:50:00,,1995-08-28 20:35:00,20:35:00
AG00305,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.3,1,,DES,1995-08-27,19:15:00,,1995-08-27 21:30:00,21:30:00
AG00304,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.02,1,,DES,1995-08-27,19:09:00,,1995-08-27 21:00:00,21:00:00
AG00303,,RC15000015,FARO,TAVIRA,STº.ESTEVÃO,0,1,6,,DES,1995-08-25,15:53:00,,1995-08-25 18:21:00,18:21:00
AG00302,,RC15000009,FARO,FARO,S.PEDRO,0,0.05,6,,DES,1995-08-25,12:53:00,,1995-08-25 13:20:00,13:20:00
AG00301,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.01,4,,DES,1995-08-23,20:15:00,,1995-08-23 21:10:00,21:10:00
AG00300,,RC15000004,FARO,MONCHIQUE,MARMELETE,0.03,0,3,,DES,1995-08-22,12:15:00,,1995-08-22 13:16:00,13:16:00
AG00299,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0,0.005,3,,DES,1995-08-22,11:24:00,,1995-08-22 12:05:00,12:05:00
AG00298,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.002,0,3,,DES,1995-08-22,08:10:00,,1995-08-22 09:30:00,09:30:00
AG00297,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0,0.02,2,,DES,1995-08-21,20:26:00,,1995-08-21 21:13:00,21:13:00
AG00296,,RC15000002,FARO,LAGOA,LAGOA,0,0.01,2,,DES,1995-08-21,12:56:00,,1995-08-21 13:40:00,13:40:00
AG00295,,RC15000002,FARO,LAGOA,LAGOA,0,0.005,2,,DES,1995-08-21,10:26:00,,1995-08-21 11:15:00,11:15:00
AG00294,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.005,1,,DES,1995-07-23,20:04:00,,1995-07-23 21:04:00,21:04:00
AG00293,,RC15000014,FARO,C.MARIM,C.MARIM,1,0,2,,DES,1995-08-14,16:10:00,,1995-08-14 19:02:00,19:02:00
AG00292,,RC15000016,FARO,V.R.S.ANTº.,V.R.S.ANTº.,0.007,0,2,,DES,1995-08-14,00:27:00,,1995-08-14 00:50:00,00:50:00
AG00291,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0,0.005,2,,DES,1995-08-14,15:07:00,,1995-08-14 16:44:00,16:44:00
AG00290,,RC15000015,FARO,TAVIRA,STª.MARIA,0,0.005,3,,DES,1995-08-15,14:47:00,,1995-08-15 15:17:00,15:17:00
AG00289,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0,1.5,3,,DES,1995-08-15,21:00:00,,1995-08-16 00:33:00,00:33:00
AG00288,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0,0.05,4,,DES,1995-08-16,03:20:00,,1995-08-16 08:05:00,08:05:00
AG00287,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0,0.03,4,,DES,1995-08-16,14:00:00,,1995-08-16 16:22:00,16:22:00
AG00286,,RC15000006,FARO,SILVES,S.B.MESSINES,0,0.001,5,,DES,1995-08-17,18:29:00,,1995-08-17 19:04:00,19:04:00
AG00285,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.05,0,7,,DES,1995-08-19,01:33:00,,1995-08-19 04:00:00,04:00:00
AG00284,,RC15000009,FARO,FARO,SE,0,3,1,,DES,1995-08-20,00:16:00,,1995-08-20 01:20:00,01:20:00
AG00283,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.004,1,,DES,1995-08-20,05:59:00,,1995-08-20 06:50:00,06:50:00
AG00282,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALLPORTEL,0,0.25,1,,DES,1995-08-20,04:58:00,,1995-08-20 07:23:00,07:23:00
AG00281,,RC15000015,FARO,TAVIRA,CACHOPO,0,0.1,1,,DES,1995-08-20,16:04:00,,1995-08-20 19:34:00,19:34:00
AG00279,Z279,RC15000004,FARO,MONCHIQUE,MONCHIQUE,593,0,1,,DES,1995-07-23,13:45:00,,1995-07-30 03:25:00,03:25:00
AG00279,Z279*,RC15000001,FARO,ALJEZUR,ALJEZUR,5069,0,1,,DES,1995-07-23,13:45:00,,1995-07-30 03:25:00,03:25:00
AG00278,,RC15000014,FARO,C.MARIM,ODELEITE,0,0.015,1,,DES,1995-08-13,15:30:00,,1995-08-13 17:20:00,17:20:00
AG00277,,RC15000011,FARO,OLHÃO,QUELFES,0,0.001,1,,DES,1995-08-13,04:10:00,,1995-08-13 04:30:00,04:30:00
AG00276,,RC15000014,FARO,C.MARIM,ODELEITE,0,0.001,1,,DES,1995-08-13,02:32:00,,1995-08-13 04:02:00,04:02:00
AG00275,,RC15000014,FARO,C.MARIM,C.MARIM,8.5,21.5,1,,DES,1995-08-13,17:27:00,,1995-08-14 00:24:00,00:24:00
AG00274,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,12,0,1,,DES,1995-08-13,14:55:00,,1995-08-14 16:15:00,16:15:00
AG00273,,RC15000009,FARO,FARO,S.PEDRO,0,0.003,7,,DES,1995-08-12,12:23:00,,1995-08-12 13:10:00,13:10:00
AG00272,,RC15000005,FARO,PORTIMÃO,PORTIMÃO,0,0.15,7,,DES,1995-08-12,12:20:00,,1995-08-12 15:56:00,15:56:00
AG00271,,RC15000013,FARO,ALCOUTIM,PEREIRO,0,0.5,7,,DES,1995-08-12,02:45:00,,1995-08-12 03:50:00,03:50:00
AG00270,,RC15000014,FARO,C.MARIM,ODELEITE,0,0.005,7,,DES,1995-08-12,13:29:00,,1995-08-12 15:30:00,15:30:00
AG00269,,RC15000011,FARO,OLHÃO,MONCARAPACHO,0,0.005,6,,DES,1995-08-11,20:21:00,,1995-08-11 21:09:00,21:09:00
AG00268,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,0,0.04,6,,DES,1995-08-11,17:43:00,,1995-08-11 19:00:00,19:00:00
AG00267,,RC15000011,FARO,OLHÃO,MONCARAPACHO,0.5,0,6,,DES,1995-08-11,15:28:00,,1995-08-11 17:45:00,17:45:00
AG00266,,RC15000010,FARO,LOULE,ALMANCIL,0,0.01,6,,DES,1995-08-11,10:28:00,,1995-08-11 11:38:00,11:38:00
AG00265,,RC15000008,FARO,ALBUFEIRA,GUIA,0,0.003,6,,DES,1995-08-11,00:45:00,,1995-08-11 01:40:00,01:40:00
AG00264,,RC15000006,FARO,SILVES,SILVES,1,0.1,6,,DES,1995-08-11,19:30:00,,1995-08-12 01:42:00,01:42:00
AG00263,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,3400,0,1,,NEG,1995-07-23,23:05:00,,1995-07-30 02:35:00,02:35:00
AG00262,,RC15000015,FARO,TAVIRA,CACHOPO,0,0.1,1,S,REA,1995-07-23,13:30:00,,1995-07-23 17:10:00,17:10:00
AG00262,,RC15000015,FARO,TAVIRA,CACHOPO,69,0,7,,DES,1995-07-22,14:55:00,,1995-07-23 05:45:00,05:45:00
AG00261,,RC15000005,FARO,PORTIMÃO,MEXª.GRANDE,0,0.02,5,,DES,1995-08-10,16:40:00,,1995-08-10 19:25:00,19:25:00
AG00260,,RC15000014,FARO,C.MARIM,C.MARIM,0,4,5,,DES,1995-08-10,12:38:00,,1995-08-10 16:30:00,16:30:00
AG00259,,RC15000016,FARO,V.R.S.ANTº.,V.R.S.ANTº.,0.01,0,2,,DES,1995-07-31,21:34:00,,1995-07-31 22:45:00,22:45:00
AG00258,,RC15000015,FARO,TAVIRA,STª.MARIA,0,0.01,2,,DES,1995-07-31,07:00:00,,1995-07-31 07:37:00,07:37:00
AG00257,,RC15000015,FARO,TAVIRA,STª.MARIA,0,0.25,2,,DES,1995-07-31,06:56:00,,1995-07-31 09:55:00,09:55:00
AG00256,,RC15000004,FARO,MONCHIQUE,MARMELETE,1.5,0.5,1,,DES,1995-07-30,03:00:00,,1995-07-30 08:41:00,08:41:00
AG00255,,RC15000008,FARO,ALBUFEIRA,ALBUFEIRA,0.02,0,3,,DES,1995-07-25,23:11:00,,1995-07-25 23:59:00,23:59:00
AG00254,,RC15000015,FARO,TAVIRA,CACHOPO,0,0.25,7,,DES,1995-07-22,23:30:00,,1995-07-23 02:30:00,02:30:00
AG00253,,RC15000015,FARO,TAVIRA,CACHOPO,0,0.3,7,,DES,1995-07-22,18:00:00,,1995-07-22 20:00:00,20:00:00
AG00252,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1.5,0,7,,DES,1995-07-22,16:55:00,,1995-07-23 03:04:00,03:04:00
AG00251,,RC15000012,FARO,S.B.ALPORTEL,S.B.ALPORTEL,5,106.62,7,,DES,1995-07-22,15:05:00,,1995-07-24 09:29:00,09:29:00
AG00250,,RC15000004,FARO,MONCHIQUE,MONCHIQUE,0.005,0,4,,DES,1995-08-09,13:05:00,,1995-08-09 15:00:00,15:00:00
AG00249,,RC15000013,FARO,ALCOUTIM,ALCOUTIM,10,0,3,,DES,1995-08-08,18:25:00,,1995-08-08 22:20:00,22:20:00
AG00248,,RC15000010,FARO,LOULE,ALMANCIL,0.1,0,3,,DES,1995-08-08,14:15:00,,1995-08-08 16:40:00,16:40:00
AG00247,,RC15000016,FARO,V.R.S.ANTº.,V.N.CACELA,0,0.02,3,,DES,1995-08-08,00:16:00,,1995-08-08 05:30:00,05:30:00
AG00246,,RC15000001,FARO,ALJEZUR,ALJEZUR,0,0.02,2,,DES,1995-08-07,03:40:00,,1995-08-07 04:30:00,04:30:00
AG00245,,RC15000001,FARO,ALJEZUR,ALJEZUR,4.5,0,2,,DES,1995-08-07,00:52:00,,1995-08-07 21:22:00,21:22:00
AG00244,,RC15000009,FARO,FARO,S.PEDRO,0,0.005,7,,DES,1995-08-05,21:32:00,,1995-08-05 21:50:00,21:50:00
AG00243,,RC15000006,FARO,SILVES,S.M.SERRA,4,0,7,,DES,1995-08-05,15:17:00,,1995-08-05 21:40:00,21:40:00
AG00242,,RC15000009,FARO,FARO,S.PEDRO,0,0.5,6,,DES,1995-08-04,19:57:00,,1995-08-04 21:40:00,21:40:00
AG00241,,RC15000006,FARO,SILVES,SILVES,0,0.01,6,,DES,1995-08-04,10:57:00,,1995-08-04 11:20:00,11:20:00
AG00240,,RC15000016,FARO,V.R.S.ANTº.,V.R.S.ANTº.,0,0.01,5,,DES,1995-08-03,17:20:00,,1995-08-03 18:15:00,18:15:00
AG00239,,RC15000014,FARO,C.MARIM,C.MARIM,0,0.02,5,,DES,1995-08-03,04:12:00,,1995-08-03 05:08:00,05:08:00
AG00238,,RC15000008,FARO,ALBUFEIRA,ALBUFEIRA,0,1,5,,DES,1995-08-03,01:08:00,,1995-08-03 02:41:00,02:41:00
AG00237,,RC15000006,FARO,SILVES,SILVES,0,0.005,5,S,REA,1995-08-03,16:50:00,,1995-08-03 19:38:00,19:38:00
AG00237,,RC15000006,FARO,SILVES,SILVES,19.5,5,4,,DES,1995-08-02,17:40:00,,1995-08-03 03:55:00,03:55:00
