codigo_sgif,observ,codigo_rc,distrito,concelho,freguesia,area_arborizada,area_nao_arborizada,dia_semana,reacendimento,causa,data_inicio,hora_inicio,primeira_intervencao,data_fim,hora_fim
RO2080,,RC13100001,LEIRIA,ALCOBAÇA,TURQUEL,0.015,0,6,,,1995-08-18,20:30:00,,1995-08-18 21:45:00,21:45:00
RO2081,,RC13100003,LEIRIA,C.RAINHA,S.ONOFRE,0,0.001,6,,,1995-08-18,21:50:00,,1995-08-18 22:30:00,22:30:00
RO2776,,RC13100009,LISBOA,T.VEDRAS,TURCIFAL,0.3,0,6,,,1995-08-18,21:00:00,,1995-08-18 22:30:00,22:30:00
RO2778,,RC13100011,LISBOA,ALENQUER,VENTOSA,0,0.01,6,,,1995-08-18,22:10:00,,1995-08-18 22:40:00,22:40:00
RO2777,,RC13500009,LISBOA,AZAMBUJA,AZAMBUJA,0,0.05,6,,,1995-08-18,21:40:00,,1995-08-18 23:00:00,23:00:00
RO3991,,RC13300005,SETÚBAL,MONTIJO,CANHA,0.02,0,6,,,1995-08-18,22:50:00,,1995-08-18 23:15:00,23:15:00
RO4253,,RC13300007,SETÚBAL,SEIXAL,PAIO PIRES,0,0.005,6,,,1995-08-18,22:40:00,,1995-08-18 23:33:00,23:33:00
RO3990,,RC13300006,SETÚBAL,PALMELA,POCEIRÃO,0,0.05,6,,,1995-08-18,22:50:00,,1995-08-18 23:35:00,23:35:00
RO2779,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,0.01,0,7,,,1995-08-19,00:35:00,,1995-08-19 01:00:00,01:00:00
RO2780,,RC13500009,LISBOA,AZAMBUJA,AZAMBUJA,0,0.01,7,,,1995-08-19,00:40:00,,1995-08-19 01:30:00,01:30:00
RO2083,,RC13100001,LEIRIA,ALCOBAÇA,PATAIAS,0,0.001,7,,,1995-08-19,01:10:00,,1995-08-19 01:40:00,01:40:00
RO3993,,RC13300005,SETÚBAL,MONTIJO,MONTIJO,0,1,7,,,1995-08-19,01:15:00,,1995-08-19 01:45:00,01:45:00
RO2082,,RC13100001,LEIRIA,ALCOBAÇA,TURQUEL,0,0.005,6,,,1995-08-18,23:28:00,,1995-08-19 01:50:00,01:50:00
RO2781,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,0,0.01,7,,,1995-08-19,01:00:00,,1995-08-19 02:00:00,02:00:00
RO3992,,RC13300004,SETÚBAL,MOITA,A.VEDROS,0,0.03,7,,,1995-08-19,01:10:00,,1995-08-19 02:02:00,02:02:00
RO1505,,RC13400007,SANTAREM,OUREM,SEIÇA,2.1,8.5,6,,,1995-08-18,22:16:00,,1995-08-19 02:45:00,02:45:00
RO3657,,RC13400007,SANTAREM,OUREM,N.S.MISERIC,0.02,0,7,,,1995-08-19,02:53:00,,1995-08-19 03:35:00,03:35:00
RO2084,,RC13100001,LEIRIA,ALCOBAÇA,S.M.PORTO,0.01,0,7,,,1995-08-19,03:15:00,,1995-08-19 03:50:00,03:50:00
RO2085,,RC13100001,LEIRIA,ALCOBAÇA,S.VICENTE,0,0.001,7,,,1995-08-19,04:10:00,,1995-08-19 05:10:00,05:10:00
RO3658,,RC13400007,SANTAREM,OUREM,ALBURITEL,0.5,0,7,,,1995-08-19,05:11:00,,1995-08-19 06:51:00,06:51:00
RO2330,,RC13500004,SANTAREM,RIO MAIOR,RIO MAIOR,0.01,0,7,,,1995-08-19,07:05:00,,1995-08-19 09:35:00,09:35:00
RO2331,,RC13500004,SANTAREM,RIO MAIOR,ARRUDA PISÕES,0,0.05,7,,,1995-08-19,11:05:00,,1995-08-19 13:15:00,13:15:00
RO3994,,RC13300001,SETÚBAL,ALCOCHETE,ALCOCHETE,0,0.5,7,,,1995-08-19,13:30:00,,1995-08-19 14:30:00,14:30:00
RO2086,,RC13100003,LEIRIA,C.RAINHA,S.ONOFRE,0,0.001,7,,,1995-08-19,15:33:00,,1995-08-19 15:56:00,15:56:00
RO2782,,RC13100009,LISBOA,T.VEDRAS,MAXIAL,0,0.02,7,,,1995-08-19,15:00:00,,1995-08-19 16:00:00,16:00:00
RO3995,,RC13300009,SETÚBAL,SETUBAL,S.LOURENÇO,0,0.06,7,,,1995-08-19,14:07:00,,1995-08-19 16:15:00,16:15:00
RO4254,,RC13300002,SETÚBAL,ALMADA,TRAFARIA,0,0.005,7,,,1995-08-19,16:00:00,,1995-08-19 16:15:00,16:15:00
RO1506,,RC13400007,SANTAREM,OUREM,C.BERNARDOS,0.04,0,7,,,1995-08-19,15:38:00,,1995-08-19 16:20:00,16:20:00
RO1269,,RC13200006,LISBOA,SINTRA,AG.-CACEM,0,0.01,7,,,1995-08-19,16:19:00,,1995-08-19 16:40:00,16:40:00
RO3659,,RC13400009,SANTAREM,SARDOAL,ALCARAVELA,0.008,0,7,,,1995-08-19,15:01:00,,1995-08-19 17:50:00,17:50:00
RO3660,,RC13400006,SANTAREM,TOMAR,JUNCEIRA,0.02,0,7,,,1995-08-19,17:20:00,,1995-08-19 17:54:00,17:54:00
RO2783,,RC13100007,LISBOA,LOURINHÃ,MOLEDO,0,0.01,7,,,1995-08-19,17:00:00,,1995-08-19 18:10:00,18:10:00
RO2333,,RC13500005,SANTAREM,SANTAREM,SALVADOR,0,0.005,7,,,1995-08-19,17:40:00,,1995-08-19 18:15:00,18:15:00
RO2332,,RC13500007,SANTAREM,CORUCHE,BRANCA,0,0.5,7,,,1995-08-19,17:15:00,,1995-08-19 18:25:00,18:25:00
RO3661,,RC13400007,SANTAREM,OUREM,FREIXIANDA,0,0.01,7,,,1995-08-19,17:45:00,,1995-08-19 18:26:00,18:26:00
RO1355,,RC13100001,LEIRIA,ALCOBAÇA,PRAZERES,0.5,0,7,,,1995-08-19,18:15:00,,1995-08-19 19:30:00,19:30:00
RO1920,,RC13300009,SETÚBAL,SETUBAL,SADO,0.5,0,7,,,1995-08-19,19:15:00,,1995-08-19 19:42:00,19:42:00
RO2784,,RC13100011,LISBOA,ALENQUER,A.GAVINHA,0,0.03,7,,,1995-08-19,19:10:00,,1995-08-19 19:45:00,19:45:00
RO3996,,RC13300006,SETÚBAL,PALMELA,QUINTA ANJO,0,0.25,7,,,1995-08-19,17:10:00,,1995-08-19 19:45:00,19:45:00
RO3662,,RC13400006,SANTAREM,TOMAR,S.MARIA OLIVAIS,0.004,0,7,,,1995-08-19,19:03:00,,1995-08-19 19:52:00,19:52:00
RO3997,,RC13300005,SETÚBAL,MONTIJO,CANHA,0,3,7,,,1995-08-19,14:30:00,,1995-08-19 20:00:00,20:00:00
RO3663,,RC13400001,SANTAREM,ALCANENA,LOURICEIRA,0.03,0,7,,,1995-08-19,19:19:00,,1995-08-19 20:16:00,20:16:00
RO2786,,RC13100011,LISBOA,ALENQUER,TRIANA,0,0.01,7,,,1995-08-19,19:45:00,,1995-08-19 20:25:00,20:25:00
RO2334,,RC13500008,SANTAREM,S.MAGOS,MARINHAIS,0,0.05,7,,,1995-08-19,18:55:00,,1995-08-19 20:30:00,20:30:00
RO4452,,RC13200004,LISBOA,LOURES,LOUSA,10.25,0,7,,,1995-08-19,17:55:00,,1995-08-19 20:50:00,20:50:00
RO2785,,RC13100009,LISBOA,T.VEDRAS,TURCIFAL,0,0.5,7,,,1995-08-19,19:25:00,,1995-08-19 21:00:00,21:00:00
RO2335,,RC13500005,SANTAREM,SANTAREM,ALMOSTER,0,0.0015,7,,,1995-08-19,20:05:00,,1995-08-19 21:25:00,21:25:00
RO3999,,RC13300009,SETÚBAL,SETUBAL,S.LOURENÇO,0,0.09,7,,,1995-08-19,18:15:00,,1995-08-19 21:25:00,21:25:00
RO2087,,RC13100001,LEIRIA,ALCOBAÇA,TURQUEL,3,0,7,,,1995-08-19,17:30:00,,1995-08-19 21:30:00,21:30:00
RO2787,,RC13500009,LISBOA,AZAMBUJA,AZAMBUJA,0,0.01,7,,,1995-08-19,22:10:00,,1995-08-19 22:40:00,22:40:00
RO3998,,RC13300005,SETÚBAL,MONTIJO,MONTIJO,0,1,7,,,1995-08-19,22:30:00,,1995-08-19 22:45:00,22:45:00
RO1507,,RC13400007,SANTAREM,OUREM,SEIÇA,31,0,7,,,1995-08-19,19:25:00,,1995-08-19 23:00:00,23:00:00
RO1939,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,0.25,0,7,,,1995-08-19,23:50:00,,1995-08-20 00:30:00,00:30:00
RO1271,,RC13200006,LISBOA,SINTRA,AL.-M.MARTINS,0,0.02,1,,,1995-08-20,00:20:00,,1995-08-20 00:38:00,00:38:00
RO1921,,RC13300006,SETÚBAL,PALMELA,POCEIRÃO,0,0.5,1,,,1995-08-20,01:00:00,,1995-08-20 01:26:00,01:26:00
RO4255,,RC13300008,SETÚBAL,SESIMBRA,CASTELO,0,0.25,7,,,1995-08-19,23:45:00,,1995-08-20 01:45:00,01:45:00
RO1724,,RC13100013,LISBOA,CADAVAL,CERCAL,2,2,7,,,1995-08-19,23:49:00,,1995-08-20 01:50:00,01:50:00
RO1725,,RC13100010,LISBOA,MAFRA,V.PINHEIRO,0.4,0.3,1,,,1995-08-20,02:05:00,,1995-08-20 02:30:00,02:30:00
RO2788,,RC13100011,LISBOA,ALENQUER,ABRIGADA,0,0.05,1,,,1995-08-20,01:15:00,,1995-08-20 02:45:00,02:45:00
RO1508,,RC13400007,SANTAREM,OUREM,SEIÇA,2,0,1,,,1995-08-20,02:50:00,,1995-08-20 03:25:00,03:25:00
RO4256,,RC13300002,SETÚBAL,ALMADA,CH.CAPARICA,0,0.005,1,,,1995-08-20,02:10:00,,1995-08-20 03:25:00,03:25:00
RO2791,,RC13100011,LISBOA,ALENQUER,TRIANA,0,0.01,1,,,1995-08-20,03:15:00,,1995-08-20 04:00:00,04:00:00
RO2792,,RC13100008,LISBOA,SOBRAL M.A.,S.QUINTINO,0,0.01,1,,,1995-08-20,03:20:00,,1995-08-20 04:10:00,04:10:00
RO3664,,RC13400009,SANTAREM,SARDOAL,SARDOAL,0.02,0,1,,,1995-08-20,03:09:00,,1995-08-20 04:18:00,04:18:00
RO2793,,RC13100007,LISBOA,LOURINHÃ,LOURINHÃ,0.01,0,1,,,1995-08-20,03:50:00,,1995-08-20 05:00:00,05:00:00
RO2789,,RC13500009,LISBOA,AZAMBUJA,MANIQUE INT.,0,1,1,,,1995-08-20,02:25:00,,1995-08-20 05:05:00,05:05:00
RO2790,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,0,2,1,,,1995-08-20,03:05:00,,1995-08-20 05:35:00,05:35:00
RO2794,,RC13100011,LISBOA,ALENQUER,CARNOTA,0.01,0,1,,,1995-08-20,04:45:00,,1995-08-20 06:30:00,06:30:00
RO1726,,RC13100010,LISBOA,MAFRA,MILHARADO,0,1.1,1,,,1995-08-20,07:40:00,,1995-08-20 08:20:00,08:20:00
RO2088,,RC13100001,LEIRIA,ALCOBAÇA,EVORA,0,0.1,1,,,1995-08-20,08:15:00,,1995-08-20 10:15:00,10:15:00
RO2089,,RC13100003,LEIRIA,C.RAINHA,ALVORNINHA,1,0,1,,,1995-08-20,12:18:00,,1995-08-20 14:13:00,14:13:00
RO4257,,RC13300007,SETÚBAL,SEIXAL,ARRENTELA,0,0.5,1,,,1995-08-20,13:55:00,,1995-08-20 15:08:00,15:08:00
RO1270,,RC13200006,LISBOA,SINTRA,ALM.BISPO,0,0.05,1,,,1995-08-20,14:54:00,,1995-08-20 15:15:00,15:15:00
RO2336,,RC13500004,SANTAREM,RIO MAIOR,ALCOBERTAS,0,0.05,1,,,1995-08-20,14:20:00,,1995-08-20 15:20:00,15:20:00
RO1859,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,0.25,0,1,,,1995-08-20,14:40:00,,1995-08-20 16:25:00,16:25:00
RO2090,,RC13100006,LEIRIA,PENICHE,FERREL,0.5,0,1,,,1995-08-20,14:35:00,,1995-08-20 16:40:00,16:40:00
RO1860,,RC13500004,SANTAREM,RIO MAIOR,S.J.RIBEIRA,8,0,1,,,1995-08-20,16:00:00,,1995-08-20 17:26:00,17:26:00
RO4000,,RC13300004,SETÚBAL,MOITA,MOITA,0,0.03,1,,,1995-08-20,18:10:00,,1995-08-20 18:40:00,18:40:00
RO2795,,RC13100009,LISBOA,T.VEDRAS,S.PEDRO,0,0.02,1,,,1995-08-20,18:15:00,,1995-08-20 19:00:00,19:00:00
RO4001,,RC13300004,SETÚBAL,MOITA,MOITA,0,0.01,1,,,1995-08-20,18:45:00,,1995-08-20 19:10:00,19:10:00
RO2796,,RC13100008,LISBOA,SOBRAL M.A.,S.QUINTINO,0,0.01,1,,,1995-08-20,18:50:00,,1995-08-20 19:50:00,19:50:00
RO1509,,RC13400007,SANTAREM,OUREM,SEIÇA,18,0,1,,,1995-08-20,12:50:00,,1995-08-20 20:00:00,20:00:00
RO2337,,RC13500005,SANTAREM,SANTAREM,ALMOSTER,0,0.005,1,,,1995-08-20,17:25:00,,1995-08-20 20:10:00,20:10:00
RO2797,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,0.5,0.5,1,,,1995-08-20,19:05:00,,1995-08-20 20:15:00,20:15:00
RO2339,,RC13500003,SANTAREM,CARTAXO,CARTAXO,0,0.5,1,,,1995-08-20,19:05:00,,1995-08-20 20:30:00,20:30:00
RO2091,,RC13100004,LEIRIA,NAZARE,FAMALICÃO,0,0.015,1,,,1995-08-20,19:47:00,,1995-08-20 20:45:00,20:45:00
RO1858,,RC13500004,SANTAREM,RIO MAIOR,RIO MAIOR,3,0,1,,,1995-08-20,18:42:00,,1995-08-20 21:15:00,21:15:00
RO2798,,RC13100011,LISBOA,ALENQUER,TRIANA,0,0.01,1,,,1995-08-20,20:45:00,,1995-08-20 21:45:00,21:45:00
RO2338,,RC13500005,SANTAREM,SANTAREM,ALCANEDE,0,0.5,1,,,1995-08-20,17:30:00,,1995-08-20 22:05:00,22:05:00
RO1356,,RC13100004,LEIRIA,NAZARE,FAMALICÃO,0,0.6,1,,,1995-08-20,22:16:00,,1995-08-20 23:42:00,23:42:00
RO2799,,RC13100011,LISBOA,ALENQUER,MECA,0,1,1,,,1995-08-20,22:00:00,,1995-08-20 23:55:00,23:55:00
RO4002,,RC13300005,SETÚBAL,MONTIJO,MONTIJO,0,0.01,2,,,1995-08-21,00:30:00,,1995-08-21 00:55:00,00:55:00
RO1272,,RC13200002,LISBOA,CASCAIS,ALCABIDECHE,0,2.5,2,,,1995-08-21,00:33:00,,1995-08-21 01:30:00,01:30:00
RO2800,,RC13500009,LISBOA,AZAMBUJA,AZAMBUJA,0.01,0,2,,,1995-08-21,01:25:00,,1995-08-21 01:55:00,01:55:00
RO3665,,RC13400007,SANTAREM,OUREM,FATIMA,0.01,0,2,,,1995-08-21,02:44:00,,1995-08-21 03:37:00,03:37:00
RO2801,,RC13100009,LISBOA,T.VEDRAS,S.PEDRO,0,0.01,2,,,1995-08-21,03:15:00,,1995-08-21 04:05:00,04:05:00
RO3666,,RC13400003,SANTAREM,T.NOVAS,CHANCELARIA,0,1.5,2,,,1995-08-21,02:53:00,,1995-08-21 05:55:00,05:55:00
RO3667,,RC13400001,SANTAREM,ALCANENA,LOURICEIRA,0,0.04,2,,,1995-08-21,05:17:00,,1995-08-21 07:02:00,07:02:00
RO4003,,RC13300006,SETÚBAL,PALMELA,PALMELA,0,0.005,2,,,1995-08-21,10:01:00,,1995-08-21 10:45:00,10:45:00
RO4258,,RC13300002,SETÚBAL,ALMADA,SOBREDA,0,0.01,2,,,1995-08-21,11:00:00,,1995-08-21 12:00:00,12:00:00
RO1727,,RC13100010,LISBOA,MAFRA,MALVEIRA,1,0.7,2,,,1995-08-21,13:05:00,,1995-08-21 13:55:00,13:55:00
RO3668,,RC13400010,SANTAREM,ABRANTES,S.M.R.TORTO,0,0.0005,2,,,1995-08-21,15:21:00,,1995-08-21 15:47:00,15:47:00
RO4004,,RC13300006,SETÚBAL,PALMELA,QUINTA ANJO,0,0.035,2,,,1995-08-21,14:27:00,,1995-08-21 15:50:00,15:50:00
RO1513,,RC13400011,SANTAREM,CONSTANCIA,CONSTANCIA,0,1.5,2,,,1995-08-21,15:04:00,,1995-08-21 16:00:00,16:00:00
RO2804,,RC13100011,LISBOA,ALENQUER,TRIANA,0,0.01,2,,,1995-08-21,15:20:00,,1995-08-21 16:00:00,16:00:00
RO2803,,RC13100012,LISBOA,A.VINHOS,A.VINHOS,0,0.5,2,,,1995-08-21,14:45:00,,1995-08-21 16:15:00,16:15:00
RO1514,,RC13400006,SANTAREM,TOMAR,SERRA,1.5,0,2,,,1995-08-21,15:48:00,,1995-08-21 17:10:00,17:10:00
RO2340,,RC13500004,SANTAREM,RIO MAIOR,RIO MAIOR,0,0.002,2,,,1995-08-21,16:05:00,,1995-08-21 17:10:00,17:10:00
RO2341,,RC13500006,SANTAREM,BENAVENTE,S.CORREIA,0,0.01,2,,,1995-08-21,16:45:00,,1995-08-21 17:20:00,17:20:00
RO2802,,RC13100009,LISBOA,T.VEDRAS,MATACÃES,0,1,2,,,1995-08-21,13:55:00,,1995-08-21 17:55:00,17:55:00
RO3669,,RC13400007,SANTAREM,OUREM,FREIXIANDA,6,0,2,,,1995-08-21,15:04:00,,1995-08-21 18:33:00,18:33:00
RO3671,,RC13400002,SANTAREM,ENTRONCAM.,ENTRONCAM.,0,0.02,2,,,1995-08-21,18:51:00,,1995-08-21 19:12:00,19:12:00
RO2092,,RC13100001,LEIRIA,ALCOBAÇA,PRAZERES,0,0.2,2,,,1995-08-21,17:30:00,,1995-08-21 19:15:00,19:15:00
RO3670,,RC13400010,SANTAREM,ABRANTES,S.M.R.TORTO,0,0.015,2,,,1995-08-21,18:32:00,,1995-08-21 19:33:00,19:33:00
RO2805,,RC13100013,LISBOA,CADAVAL,CADAVAL,0,0.01,2,,,1995-08-21,19:15:00,,1995-08-21 20:05:00,20:05:00
RO2806,,RC13100008,LISBOA,SOBRAL M.A.,SOBRAL M.A.,0,0.01,2,,,1995-08-21,20:00:00,,1995-08-21 20:30:00,20:30:00
RO3673,,RC13400007,SANTAREM,OUREM,SEIÇA,0,0.05,2,,,1995-08-21,19:41:00,,1995-08-21 20:31:00,20:31:00
RO4005,,RC13300001,SETÚBAL,ALCOCHETE,ALCOCHETE,0,2,2,,,1995-08-21,19:21:00,,1995-08-21 20:55:00,20:55:00
RO1728,,RC13100010,LISBOA,MAFRA,S.E.GALES,3.2,0.4,2,,,1995-08-21,19:15:00,,1995-08-21 21:40:00,21:40:00
RO3672,,RC13400003,SANTAREM,T.NOVAS,OLAIA,0,1.5,2,,,1995-08-21,19:12:00,,1995-08-21 22:01:00,22:01:00
RO4259,,RC13300008,SETÚBAL,SESIMBRA,CASTELO,0,0.03,2,,,1995-08-21,22:00:00,,1995-08-21 22:40:00,22:40:00
RO2342,,RC13500004,SANTAREM,RIO MAIOR,RIO MAIOR,0,0.005,2,,,1995-08-21,20:30:00,,1995-08-21 23:40:00,23:40:00
RO3674,,RC13400007,SANTAREM,OUREM,SEIÇA,0,0.05,2,,,1995-08-21,22:46:00,,1995-08-22 00:29:00,00:29:00
RO4006,,RC13300004,SETÚBAL,MOITA,MOITA,0,0.005,3,,,1995-08-22,00:25:00,,1995-08-22 00:40:00,00:40:00
RO2808,,RC13100012,LISBOA,A.VINHOS,ARRANHO,0,0.5,3,,,1995-08-22,01:05:00,,1995-08-22 02:25:00,02:25:00
RO2343,,RC13500003,SANTAREM,CARTAXO,VALE PINTA,0,0.005,3,,,1995-08-22,01:50:00,,1995-08-22 02:30:00,02:30:00
RO2807,,RC13500009,LISBOA,AZAMBUJA,ALCOENTRE,1,0,3,,,1995-08-22,00:40:00,,1995-08-22 03:00:00,03:00:00
RO3675,,RC13400007,SANTAREM,OUREM,C.BERNARDOS,0.5,0,3,,,1995-08-22,01:32:00,,1995-08-22 04:55:00,04:55:00
RO3676,,RC13400007,SANTAREM,OUREM,FREIXIANDA,0.07,0,3,,,1995-08-22,05:07:00,,1995-08-22 06:02:00,06:02:00
RO2093,,RC13100001,LEIRIA,ALCOBAÇA,S.M.PORTO,0.03,0,3,,,1995-08-22,07:15:00,,1995-08-22 08:00:00,08:00:00
RO2094,,RC13100002,LEIRIA,BOMBARRAL,BOMBARRAL,0,1,3,,,1995-08-22,11:00:00,,1995-08-22 12:00:00,12:00:00
RO4008,,RC13300006,SETÚBAL,PALMELA,MARATECA,0,0.03,3,,,1995-08-22,11:10:00,,1995-08-22 12:10:00,12:10:00
RO4007,,RC13300009,SETÚBAL,SETUBAL,S.SEBASTIÃO,0,0.1,3,,,1995-08-22,10:23:00,,1995-08-22 12:25:00,12:25:00
RO4260,,RC13300003,SETÚBAL,BARREIRO,PENALVA,0,0.1,3,,,1995-08-22,11:15:00,,1995-08-22 12:30:00,12:30:00
RO2809,,RC13100007,LISBOA,LOURINHÃ,R.GRANDE,0,1,3,,,1995-08-22,12:20:00,,1995-08-22 13:35:00,13:35:00
RO3677,,RC13400010,SANTAREM,ABRANTES,FONTES,0.01,0,3,,,1995-08-22,13:05:00,,1995-08-22 14:09:00,14:09:00
RO2810,,RC13100009,LISBOA,T.VEDRAS,DOIS PORTOS,0,0.2,3,,,1995-08-22,13:55:00,,1995-08-22 14:55:00,14:55:00
RO3680,,RC13400001,SANTAREM,ALCANENA,MINDE,0,0.002,3,,,1995-08-22,14:48:00,,1995-08-22 15:07:00,15:07:00
RO2344,,RC13500003,SANTAREM,CARTAXO,VALADA,0,0.005,3,,,1995-08-22,14:30:00,,1995-08-22 15:20:00,15:20:00
RO3678,,RC13400010,SANTAREM,ABRANTES,FONTES,0,0.005,3,,,1995-08-22,14:24:00,,1995-08-22 15:24:00,15:24:00
RO1729,,RC13100013,LISBOA,CADAVAL,CADAVAL,0.5,0.5,3,,,1995-08-22,14:19:00,,1995-08-22 15:45:00,15:45:00
RO2811,,RC13100012,LISBOA,A.VINHOS,ARRANHO,0,0.5,3,,,1995-08-22,15:15:00,,1995-08-22 16:00:00,16:00:00
RO1357,,RC13100001,LEIRIA,ALCOBAÇA,PRAZERES,1.5,0,3,,,1995-08-22,13:23:00,,1995-08-22 16:32:00,16:32:00
RO2812,,RC13100012,LISBOA,A.VINHOS,SANT.VELHOS,0,0.5,3,,,1995-08-22,16:00:00,,1995-08-22 16:35:00,16:35:00
RO2813,,RC13100008,LISBOA,SOBRAL M.A.,S.QUINTINO,0,0.5,3,,,1995-08-22,16:40:00,,1995-08-22 17:10:00,17:10:00
RO1730,,RC13100010,LISBOA,MAFRA,MALVEIRA,1.8,0.3,3,,,1995-08-22,16:45:00,,1995-08-22 17:56:00,17:56:00
RO1861,,RC13500004,SANTAREM,RIO MAIOR,R.S.JOÃO,0.5,0,3,,,1995-08-22,17:41:00,,1995-08-22 18:00:00,18:00:00
RO2345,,RC13500008,SANTAREM,S.MAGOS,S.MAGOS,0.3,0,3,,,1995-08-22,15:15:00,,1995-08-22 18:00:00,18:00:00
RO1731,,RC13100010,LISBOA,MAFRA,S.M.ALCAINÇA,2.7,0.3,3,,,1995-08-22,16:55:00,,1995-08-22 18:10:00,18:10:00
RO2816,,RC13100013,LISBOA,CADAVAL,LAMAS,0,0.5,3,,,1995-08-22,17:20:00,,1995-08-22 18:20:00,18:20:00
RO2815,,RC13100008,LISBOA,SOBRAL M.A.,S.QUINTINO,0,0.5,3,,,1995-08-22,17:05:00,,1995-08-22 18:25:00,18:25:00
RO2817,,RC13500009,LISBOA,AZAMBUJA,AZAMBUJA,0,0.01,3,,,1995-08-22,17:45:00,,1995-08-22 18:30:00,18:30:00
RO2814,,RC13100012,LISBOA,A.VINHOS,A.VINHOS,0,2,3,,,1995-08-22,16:55:00,,1995-08-22 18:40:00,18:40:00
RO2346,,RC13500004,SANTAREM,RIO MAIOR,RIO MAIOR,0,0.01,3,,,1995-08-22,17:35:00,,1995-08-22 18:45:00,18:45:00
RO2818,,RC13100009,LISBOA,T.VEDRAS,A.CUNHADOS,0.2,0,3,,,1995-08-22,18:10:00,,1995-08-22 19:30:00,19:30:00
RO2347,,RC13500003,SANTAREM,CARTAXO,PONTEVEL,0,0.005,3,,,1995-08-22,18:49:00,,1995-08-22 19:49:00,19:49:00
RO4261,,RC13300008,SETÚBAL,SESIMBRA,QTA.CONDE,0,0.02,3,,,1995-08-22,18:35:00,,1995-08-22 20:00:00,20:00:00
RO2819,,RC13100011,LISBOA,ALENQUER,VENTOSA,0,1,3,,,1995-08-22,19:30:00,,1995-08-22 20:15:00,20:15:00
RO3681,,RC13400007,SANTAREM,OUREM,C.BERNARDOS,0,0.01,3,,,1995-08-22,19:24:00,,1995-08-22 20:30:00,20:30:00
RO3679,,RC13400007,SANTAREM,OUREM,C.BERNARDOS,1.5,0,3,,,1995-08-22,14:30:00,,1995-08-22 21:06:00,21:06:00
RO1732,,RC13100010,LISBOA,MAFRA,GRADIL,0.8,0,3,,,1995-08-22,20:49:00,,1995-08-22 21:39:00,21:39:00
RO3682,,RC13400007,SANTAREM,OUREM,N.S.PIEDADE,0,0.01,3,,,1995-08-22,21:29:00,,1995-08-22 21:50:00,21:50:00
RO2820,,RC13100008,LISBOA,SOBRAL M.A.,S.QUINTINO,0,0.05,3,,,1995-08-22,20:45:00,,1995-08-22 21:50:00,21:50:00
RO2821,,RC13100011,LISBOA,ALENQUER,VENTOSA,0,0.5,3,,,1995-08-22,22:00:00,,1995-08-22 22:40:00,22:40:00
RO4262,,RC13300003,SETÚBAL,BARREIRO,S.ANTONIO,0,1,3,,,1995-08-22,20:00:00,,1995-08-22 22:48:00,22:48:00
RO4009,,RC13300004,SETÚBAL,MOITA,MOITA,0,0.02,3,,,1995-08-22,22:21:00,,1995-08-22 22:52:00,22:52:00
RO4010,,RC13300001,SETÚBAL,ALCOCHETE,ALCOCHETE,0.03,0,3,,,1995-08-22,23:25:00,,1995-08-23,00:00:00
RO3683,,RC13400007,SANTAREM,OUREM,N.S.PIEDADE,0,0.01,3,,,1995-08-22,23:50:00,,1995-08-23 00:34:00,00:34:00
RO1733,,RC13100009,LISBOA,T.VEDRAS,RUNA,0,0.5,4,,,1995-08-23,00:05:00,,1995-08-23 00:45:00,00:45:00
RO1273,,RC13200002,LISBOA,CASCAIS,ALCABIDECHE,0,0.005,4,,,1995-08-23,02:02:00,,1995-08-23 02:17:00,02:17:00
RO1274,,RC13200002,LISBOA,CASCAIS,ALCABIDECHE,0,0.5,4,,,1995-08-23,02:17:00,,1995-08-23 02:45:00,02:45:00
RO1734,,RC13100009,LISBOA,T.VEDRAS,MATACÃES,0.5,1.5,4,,,1995-08-23,00:56:00,,1995-08-23 03:51:00,03:51:00
RO2348,,RC13500005,SANTAREM,SANTAREM,ALMOSTER,0,2,4,,,1995-08-23,03:05:00,,1995-08-23 05:10:00,05:10:00
RO4012,,RC13300006,SETÚBAL,PALMELA,PALMELA,0,0.02,4,,,1995-08-23,05:30:00,,1995-08-23 06:10:00,06:10:00
RO3684,,RC13400009,SANTAREM,SARDOAL,SARDOAL,0,0.01,4,,,1995-08-23,06:28:00,,1995-08-23 07:34:00,07:34:00
RO4011,,RC13300009,SETÚBAL,SETUBAL,S.SEBASTIÃO,0,0.2,4,,,1995-08-23,05:26:00,,1995-08-23 07:35:00,07:35:00
RO2822,,RC13100009,LISBOA,T.VEDRAS,RAMALHAL,0,0.5,4,,,1995-08-23,07:10:00,,1995-08-23 08:30:00,08:30:00
RO2349,,RC13500005,SANTAREM,SANTAREM,V.SANTAREM,0,0.005,4,,,1995-08-23,10:15:00,,1995-08-23 10:55:00,10:55:00
RO2823,,RC13100012,LISBOA,A.VINHOS,A.VINHOS,0,3,4,,,1995-08-23,10:45:00,,1995-08-23 11:50:00,11:50:00
RO4013,,RC13300004,SETÚBAL,MOITA,A.VEDROS,0,0.01,4,,,1995-08-23,11:15:00,,1995-08-23 12:10:00,12:10:00
