ano,codigo_sgif,observ,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,area_arborizada,area_nao_arborizada,area_total,causa
1980,,,VILA POUCA DE AGUIAR,BORNES DE AGUIAR,1980-12-28,15:00,1980-12-28,17:00,0.5,0,0.5,12
1980,,,MONÇÃO,TRUTE,1980-12-24,17:05,1980-12-24,18:50,0.5,0,0.5,10
1980,,,AVIS,FIGUEIRA E BARROS,1980-12-13,22:00,1980-12-14,2:05,5,0,5,10
1980,,,VILA POUCA DE AGUIAR,TRESMINAS,1980-12-12,10:45,1980-12-12,12:10,2.5,0,2.5,12
1980,,,VIEIRA DO MINHO,ANJOS,1980-12-12,20:00,1980-12-12,24:00,1.5,0,1.5,12
1980,,,TORRES VEDRAS,A DOS CUNHADOS,1980-12-10,20:00,1980-12-10,21:30,0,1,1,12
1980,,,ARGANIL,OUTRAS,1980-12-10,18:30,1980-12-10,20:30,0.2,0,0.2,12
1980,,,ARGANIL,OUTRAS,1980-12-09,13:00,1980-12-09,15:00,0.4,0,0.4,12
1980,,,REDONDO,REDONDO,1980-12-01,18:30,1980-12-01,21:00,0,5,5,1
1980,,,AVIS,ERVEDAL,1980-11-26,8:00,1980-11-26,13:50,5,0,5,10
1980,,,MAFRA,MALVEIRA,1980-10-30,13:00,1980-10-30,14:30,0.1,0,0.1,1
1980,,,BARRANCOS,BARRANCOS,1980-10-30,11:00,1980-10-30,13:30,2.5,2.5,5,12
1980,,,AVIS,ALCORREGO,1980-10-30,13:10,1980-10-30,15:20,3,0,3,12
1980,,,SANTIAGO DO CACEM,CERCAL,1980-10-30,15:00,1980-10-30,15:45,0.2,0,0.2,2
1980,,,MAFRA,AZUEIRA,1980-10-30,12:00,1980-10-30,13:05,0.2,0,0.2,10
1980,,,TORRES VEDRAS,A DOS CUNHADOS,1980-10-30,15:00,1980-10-30,17:00,1.5,0,1.5,12
1980,,,TORRES VEDRAS,MATACÃES,1980-10-29,5:00,1980-10-29,7:30,0.5,0.5,1,12
1980,,,VILA REAL ST ANTONIO,VILA REAL DE STO ANTONIO,1980-10-29,15:30,1980-10-29,17:00,0.1,0,0.1,10
1980,,,TORRES VEDRAS,SÃO PEDRO E SANTIAGO,1980-10-27,13:30,1980-10-27,15:00,0.1,0.1,0.2,1
1980,,,SANTIAGO DO CACEM,OUTRAS,1980-10-26,22:20,1980-10-26,23:20,0,1,1,12
1980,,,SANTIAGO DO CACEM,OUTRAS,1980-10-22,19:20,1980-10-22,20:00,0,0.1,0.1,12
1980,,,GOIS,GOIS,1980-10-21,19:00,1980-10-21,24:00,0,3,3,12
1980,,,MAFRA,MILHARADO,1980-10-19,19:00,1980-10-19,19:35,0,0.1,0.1,10
1980,,,MAFRA,MALVEIRA,1980-10-19,17:00,1980-10-19,18:10,0.2,0,0.2,10
1980,,,SABUGAL,FOIOS,1980-10-18,10:20,1980-10-19,6:00,80,0,80,10
1980,,,TORRES VEDRAS,MATACÃES,1980-10-14,19:15,1980-10-14,20:30,0,1,1,1
1980,,,AVIS,MARANHÃO,1980-10-13,19:30,1980-10-13,22:30,2,0,2,1
1980,,,AVIS,ALDEIA VELHA,1980-10-12,13:30,1980-10-12,15:40,1.1,0,1.1,12
1980,,,SANTIAGO DO CACEM,CERCAL,1980-10-12,19:00,1980-10-12,19:30,0,0.1,0.1,12
1980,,,MAFRA,IGREJA NOVA,1980-10-12,15:00,1980-10-12,17:05,2.5,0,2.5,10
1980,,,MERTOLA,CORTE DO PINTO,1980-10-12,13:30,1980-10-12,16:00,0,30,30,12
1980,,,EVORA,OUTRAS,1980-10-12,14:10,1980-10-12,17:25,0,12,12,10
1980,,,MERTOLA,CORTE DO PINTO,1980-10-12,16:30,1980-10-12,22:00,80,0,80,12
1980,,,MAFRA,IGREJA NOVA,1980-10-12,15:00,1980-10-12,19:00,1,0,1,10
1980,,,REDONDO,REDONDO,1980-10-12,15:00,1980-10-12,17:30,0,5,5,1
1980,,,LOURES,BUCELAS,1980-10-11,2:03,1980-10-11,22:55,7,2,9,12
1980,,,AVIS,AVIS,1980-10-11,14:45,1980-10-11,18:00,5,0,5,1
1980,,,SANTAREM,SANTAREM (MARVILA),1980-10-11,21:20,1980-10-12,2:00,4,0,4,12
1980,,,SANTIAGO DO CACEM,CERCAL,1980-10-10,16:00,1980-10-10,16:30,0,0.1,0.1,12
1980,,,ALJEZUR,ALJEZUR,1980-10-09,12:00,1980-10-09,20:00,31,70,101,1
1980,,,MAFRA,MILHARADO,1980-10-09,19:00,1980-10-09,19:45,0.2,0,0.2,10
1980,,,TORRES VEDRAS,MAXIAL,1980-10-08,19:15,1980-10-08,20:15,0,0.2,0.2,12
1980,,,VILA POUCA DE AGUIAR,SANTA MARTA DA MONTANHA,1980-10-06,0:30,1980-10-06,4:00,0.1,0,0.1,12
1980,,,TORRES VEDRAS,DOIS PORTOS,1980-10-05,22:00,1980-10-05,24:00,1,0,1,12
1980,,,MONDIM DE BASTO,VILAR DE FERREIROS,1980-10-04,2:00,1980-10-04,3:00,0.1,0,0.1,12
1980,,,ARRUDA DOS VINHOS,OUTRAS,1980-10-04,21:30,1980-10-04,23:30,4,0,4,12
1980,,,MAFRA,MILHARADO,1980-10-04,18:00,1980-10-04,18:20,0.1,0,0.1,10
1980,,,ALMADA,CAPARICA,1980-10-04,10:00,1980-10-04,23:00,4,0,4,12
1980,,,MONDIM DE BASTO,BILHO,1980-10-03,1:00,1980-10-03,5:00,4,0,4,12
1980,,,GOIS,CADAFAZ,1980-10-03,10:50,1980-10-03,11:20,0,0.4,0.4,12
1980,,,TORRES VEDRAS,MATACÃES,1980-10-03,1:30,1980-10-03,3:30,0.5,1,1.5,12
1980,,,GOIS,VILA NOVA DO CEIRA,1980-10-03,15:10,1980-10-03,15:40,0,0.5,0.5,12
1980,,,MONÇÃO,MERUFE,1980-10-03,19:30,1980-10-03,22:30,1.5,0,1.5,10
1980,,,MACEDO DE CAVALEIROS,EDROSO,1980-10-03,19:00,1980-10-03,23:00,0,2,2,12
1980,,,CABECEIRAS DE BASTO,GONDIAES,1980-10-03,8:30,1980-10-03,12:30,0.4,0,0.4,12
1980,,,MACEDO DE CAVALEIROS,EDROSO,1980-10-03,20:00,1980-10-03,24:00,1,0,1,12
1980,,,SERTÃ,SERTÃ,1980-10-03,14:00,1980-10-03,17:00,4,2,6,12
1980,,,SINES,OUTRAS,1980-10-02,20:00,1980-10-03,2:00,15,0,15,12
1980,,,ALMADA,CAPARICA,1980-10-02,15:00,1980-10-02,16:40,0,3,3,12
1980,,,ARRUDA DOS VINHOS,ARRANHO,1980-10-02,19:30,1980-10-02,21:30,0,1.5,1.5,12
1980,,,LAMEGO,OUTRAS,1980-10-02,14:11,1980-10-02,18:00,0,2,2,12
1980,,,CASTRO DAIRE,PARADA DE ESTER,1980-10-02,18:30,1980-10-02,19:00,0,0.3,0.3,12
1980,,,VILA DO BISPO,VILA DO BISPO,1980-10-02,15:00,1980-10-02,24:00,0,30,30,12
1980,,,GOUVEIA,GOUVEIA (SÃO JULIÃO),1980-10-02,14:30,1980-10-03,10:00,5,50,55,12
1980,,,ALMADA,CAPARICA,1980-10-02,18:00,1980-10-02,20:00,0,2,2,12
1980,,,GOUVEIA,GOUVEIA (SÃO JULIÃO),1980-10-02,14:30,1980-10-02,18:00,15,15,30,12
1980,,,CASTRO DAIRE,CABRIL,1980-10-02,20:00,1980-10-02,20:45,0,0.2,0.2,12
1980,,,VISEU,SÃO SALVADOR,1980-10-02,23:00,1980-10-03,1:00,0.5,0,0.5,12
1980,,,MAFRA,MILHARADO,1980-10-02,15:00,1980-10-02,16:05,0.1,0,0.1,10
1980,,,TORRES VEDRAS,DOIS PORTOS,1980-10-02,22:15,1980-10-03,0:30,0,1.2,1.2,10
1980,,,PEDROGÃO GRANDE,PEDROGÃO GRANDE,1980-10-02,11:55,1980-10-02,12:20,0,0.1,0.1,12
1980,,,GOIS,CADAFAZ,1980-10-02,8:00,1980-10-03,8:00,0,20,20,12
1980,,,ALJEZUR,BORDEIRA,1980-10-02,15:00,1980-10-02,24:00,2,25,27,12
1980,,,RIBEIRA DE PENA,SANTO ALEIXO DE ALEM TAMEGA,1980-10-02,19:00,1980-10-03,19:15,40,0,40,12
1980,,,CABECEIRAS DE BASTO,GONDIAES,1980-10-02,8:30,1980-10-02,10:00,1,0,1,12
1980,,,VILA REAL,VILARINHO DE SAMARDÃ,1980-10-02,15:00,1980-10-02,20:00,5,0,5,12
1980,,,RIBEIRA DE PENA,CERVA,1980-10-02,21:00,1980-10-03,3:00,0,15,15,12
1980,,,SANTAREM,SANTAREM (MARVILA),1980-10-01,22:15,1980-10-01,23:00,0,0.5,0.5,12
1980,,,RIBEIRA DE PENA,RIBEIRA DE PENA (SALVADOR),1980-10-01,20:00,1980-10-01,23:00,1.5,0,1.5,12
1980,,,MAFRA,MAFRA,1980-10-01,15:00,1980-10-01,16:10,0.3,0.5,0.8,10
1980,,,RIBEIRA DE PENA,CANEDO,1980-10-01,15:00,1980-10-01,18:00,4,0,4,12
1980,,,MAFRA,MAFRA,1980-10-01,23:00,1980-10-02,7:00,5,5,10,10
1980,,,GRANDOLA,OUTRAS,1980-10-01,16:00,1980-10-01,21:30,26,0,26,12
1980,,,TORRES VEDRAS,MAXIAL,1980-10-01,3:00,1980-10-01,6:00,1.5,0,1.5,12
1980,,,MAFRA,MILHARADO,1980-10-01,15:00,1980-10-01,15:45,0.1,0,0.1,10
1980,,,PENACOVA,PARADELA,1980-10-01,11:30,1980-10-03,17:00,350,150,500,12
1980,,,AROUCA,SANTA EULALIA,1980-10-01,23:15,1980-10-02,15:50,10,0,10,12
1980,,,BELMONTE,MAÇAINHAS,1980-10-01,18:30,1980-10-02,22:00,70,30,100,12
1980,,,BENAVENTE,BENAVENTE,1980-10-01,16:40,1980-10-01,20:00,10,0,10,12
1980,,,SÃO PEDRO DO SUL,COVAS DO RIO,1980-10-01,14:15,1980-10-01,22:00,3,7,10,12
1980,,,MANTEIGAS,MANTEIGAS (SÃO PEDRO),1980-10-01,11:30,1980-10-01,13:00,0.5,0.5,1,12
1980,,,MAFRA,IGREJA NOVA,1980-10-01,16:30,1980-10-01,17:30,0.3,0,0.3,10
1980,,,ARGANIL,CERDEIRA,1980-09-30,14:05,1980-09-30,14:40,0.3,0,0.3,12
1980,,,CASCAIS,OUTRAS,1980-09-30,17:00,1980-09-30,21:00,5,0,5,12
1980,,,TORRES VEDRAS,CARVOEIRA,1980-09-30,12:30,1980-09-30,14:30,1.5,1,2.5,12
1980,,,RIBEIRA DE PENA,CANEDO,1980-09-30,14:00,1980-09-30,17:00,0,6,6,12
1980,,,RIBEIRA DE PENA,CANEDO,1980-09-30,14:00,1980-09-30,19:00,1,1,2,12
1980,,,VILA POUCA DE AGUIAR,TRESMINAS,1980-09-30,14:30,1980-09-30,15:30,5,1.5,6.5,12
1980,,,LOUSÃ,OUTRAS,1980-09-30,0:15,1980-09-30,2:00,0,0.2,0.2,12
1980,,,SINES,OUTRAS,1980-09-30,14:25,1980-09-30,16:00,0,2,2,12
1980,,,IDANHA-A-NOVA,OLEDO,1980-09-30,11:00,1980-10-01,4:00,2,3,5,12
1980,,,SANTAREM,SANTAREM (SÃO SALVADOR),1980-09-30,23:00,1980-09-30,23:50,0,0.5,0.5,12
1980,,,LOUSÃ,FOZ DE AROUCE,1980-09-30,11:00,1980-09-30,13:00,0,0.1,0.1,12
1980,,,OLIVEIRA DO HOSPITAL,AVO,1980-09-29,13:30,1980-09-29,16:50,0,3,3,12
1980,,,GOUVEIA,FOLGOSINHO,1980-09-29,23:30,1980-09-30,3:00,1,0,1,12
1980,,,VINHAIS,TUIZELO,1980-09-28,14:00,1980-09-28,17:00,3.5,0,3.5,12
1980,,,SINES,OUTRAS,1980-09-28,16:30,1980-09-28,18:00,2,0,2,12
1980,,,PENAFIEL,OUTRAS,1980-09-28,14:00,1980-09-28,15:00,0.1,0,0.1,1
