codigo_sgif,distrito,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,reacendimento,area_povoamento,area_mato,area_total,causa
RO2916,Setúbal,Setúbal,São Sebastião,1999-01-13,21:25:00,1999-01-13,22:00:00,,0,0,0,
AG    5-99,Faro,Tavira,Santa Maria,1999-01-14,17:05:00,1999-01-14,18:45:00,,1,0,1,
AG    6-99,Faro,Lagos,Luz (Lagos),1999-01-14,19:40:00,1999-01-14,21:40:00,,0,0.5,0.5,
AG  245-99,Faro,Tavira,Santiago,1999-01-14,15:47:00,1999-01-14,16:38:00,,0,0,0,DES
BL03000048,Viseu,Castro Daire,Cabril,1999-01-14,21:30:00,1999-01-14,00:30:00,,0,3,3,
EDM000754,Viana do Castelo,Viana do Castelo,Montaria,1999-01-14,17:40:00,1999-01-14,17:40:00,,0,0.05,0.05,
EDM000956,Porto,Baião,Ancede,1999-01-14,15:45:00,1999-01-14,17:00:00,,0,0.5,0.5,
EDM001796,Braga,Terras de Bouro,Cibões,1999-01-14,19:40:00,1999-01-14,20:45:00,,0,0.05,0.05,
RO2917,Setúbal,Setúbal,Nossa Senhora da Anunciada,1999-01-14,20:05:00,1999-01-14,21:00:00,,0,0.001,0.001,
RO2918,Setúbal,Almada,Trafaria,1999-01-14,22:25:00,1999-01-14,22:58:00,,0.005,0,0.005,
BI07000906,Guarda,Guarda,Ramela,1999-01-15,16:02:00,1999-01-15,17:30:00,,0,0.5,0.5,
BL03000008,Aveiro,Oliveira do Bairro,Troviscal,1999-01-15,10:53:00,1999-01-15,11:21:00,,0.05,0,0.05,
BL03000010,Aveiro,Sever do Vouga,Cedrim,1999-01-15,02:35:00,1999-01-15,04:31:00,,0,0.03,0.03,
BL0500023,Leiria,Pedrógão Grande,Pedrógão Grande,1999-01-15,23:20:00,1999-01-16,23:55:00,,0.01,0,0.01,
EDM001864,Braga,Vila Nova de Famalicão,Vale (São Martinho),1999-01-15,11:53:00,1999-01-15,12:35:00,,0,0.01,0.01,
EDM001961,Braga,Barcelos,Mariz,1999-01-15,23:19:00,1999-01-16,00:00:00,,0,0.03,0.03,
EDM002782,Porto,Vila Nova de Gaia,Sermonde,1999-01-15,15:00:00,1999-01-15,16:02:00,,0.05,0,0.05,
RO0003,Santarém,Almeirim,Raposa,1999-01-15,16:06:00,1999-01-15,16:48:00,,0,0.002,0.002,
RO2023,Lisboa,Alenquer,Vila Verde dos Francos,1999-01-15,18:05:00,1999-01-15,19:30:00,,0,1,1,
BI07000940,Guarda,Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,1999-01-16,10:23:00,1999-01-16,16:25:00,,0,0,0,
BL0500021,Coimbra,Condeixa-a-Nova,Sebal,1999-01-16,10:29:00,1999-01-16,11:34:00,,0,0.01,0.01,
RO2551,Lisboa,Sintra,São Pedro de Penaferrim,1999-01-16,12:30:00,1999-01-16,13:20:00,,0,0.03,0.03,
RO2919,Setúbal,Palmela,Pinhal Novo,1999-01-16,18:05:00,1999-01-16,18:29:00,,0,0.02,0.02,
RO0004,Santarém,Salvaterra de Magos,Salvaterra de Magos,1999-01-19,23:08:00,1999-01-19,23:33:00,,0.005,0,0.005,
AG    7-99,Faro,São Brás Alportel,São Brás Alportel,1999-01-23,17:30:00,1999-01-23,18:35:00,,0,0.01,0.01,
RO0995,Lisboa,Odivelas,Pontinha,1999-01-23,12:50:00,1999-01-23,13:20:00,,0,0.25,0.25,
RO0996,Lisboa,Vila Franca de Xira,Vialonga,1999-01-23,17:50:00,1999-01-23,18:20:00,,0,0.5,0.5,
RO0005,Santarém,Coruche,Coruche,1999-01-24,15:57:00,1999-01-24,16:38:00,,0,0.03,0.03,
BI013000001,Castelo Branco,Penamacor,Penamacor,1999-01-25,16:25:00,1999-01-25,17:45:00,,0,0.5,0.5,
EDM003375,Braga,Vila Nova de Famalicão,Calendário,1999-01-25,16:26:00,1999-01-25,16:55:00,,0,0.05,0.05,
RO2920,Setúbal,Seixal,Amora,1999-01-25,12:48:00,1999-01-25,13:31:00,,0,0.001,0.001,
BI07001575,Guarda,Seia,Seia,1999-01-26,18:15:00,1999-01-26,18:40:00,,0,0,0,
AG    8-99,Faro,Silves,Silves,1999-01-27,16:10:00,1999-01-27,17:00:00,,0,0.1,0.1,
AG    9-99,Faro,Monchique,Monchique,1999-01-27,12:10:00,1999-01-27,12:50:00,,0,0,0,
BL03000012,Aveiro,Sever do Vouga,Silva Escura,1999-01-28,19:15:00,1999-01-28,19:56:00,,0.01,0,0.01,
BL03000014,Aveiro,Ílhavo,Gafanha da Nazaré,1999-01-28,14:15:00,1999-01-28,15:09:00,,0.04,0,0.04,
EDM001612,Braga,Cabeceiras de Basto,Basto,1999-01-28,17:41:00,1999-01-28,18:40:00,,0,0.02,0.02,
RO2921,Setúbal,Almada,Cacilhas,1999-01-28,15:33:00,1999-01-28,16:25:00,,0,0.002,0.002,
TM000012,Vila Real,Montalegre,Tourém,1999-01-28,18:52:00,1999-01-28,21:00:00,,0,2,2,DES
BI013000002,Castelo Branco,Idanha-a-Nova,Monsanto,1999-01-29,17:35:00,1999-01-29,19:10:00,,0,0.5,0.5,
BL03000018,Aveiro,Estarreja,Beduído,1999-01-29,17:59:00,1999-01-29,18:35:00,,0,0.01,0.01,
BL03000022,Aveiro,Sever do Vouga,Rocas do Vouga,1999-01-29,18:00:00,1999-01-29,20:23:00,,0.5,0,0.5,
TM000013,Vila Real,Santa Marta de Penaguião,Sanhoane,1999-01-29,15:29:00,1999-01-29,16:00:00,,0,1,1,DES
AG   10-99,Faro,Monchique,Monchique,1999-01-30,13:40:00,1999-01-30,15:25:00,,0.03,0,0.03,
BI013000003,Castelo Branco,Covilhã,Casegas,1999-01-30,14:35:00,1999-01-30,17:20:00,,0,0.5,0.5,
BI07001785,Guarda,Guarda,Vale Amoreira,1999-01-30,15:13:00,1999-01-30,16:30:00,,0,0,0,
BI07001787,Guarda,Sabugal,Bendada,1999-01-30,15:56:00,1999-01-30,17:49:00,,0,33,33,
BI07001790,Guarda,Sabugal,Sabugal,1999-01-30,16:07:00,1999-01-30,17:00:00,,1,1,2,
BI07001791,Guarda,Guarda,Alvendre,1999-01-30,16:40:00,1999-01-30,18:30:00,,0,0,0,
BL03000016,Aveiro,Águeda,Aguada de Cima,1999-01-30,15:49:00,1999-01-30,16:20:00,,0.15,0,0.15,
BL03000050,Viseu,Castro Daire,Castro Daire,1999-01-30,19:15:00,1999-01-30,20:00:00,,0,0.01,0.01,
BL03000052,Viseu,Tondela,Lobão da Beira,1999-01-30,18:08:00,1999-01-30,19:00:00,,0,0.2,0.2,
BL03000054,Viseu,Santa Comba Dão,Treixedo,1999-01-30,14:20:00,1999-01-30,15:30:00,,0,0.01,0.01,
BL03000056,Viseu,Oliveira de Frades,Oliveira de Frades,1999-01-30,14:03:00,1999-01-30,14:35:00,,0,0.01,0.01,
BL03000060,Viseu,Vouzela,Alcofra,1999-01-30,12:45:00,1999-01-30,16:10:00,,0,0.5,0.5,
BL0500027,Coimbra,Coimbra,Lamarosa,1999-01-30,11:59:00,1999-01-30,13:30:00,,0.01,0,0.01,
EDM001747,Braga,Guimarães,Nespereira,1999-01-30,18:38:00,1999-01-30,19:25:00,,0,0.1,0.1,
EDM004094,Braga,Terras de Bouro,Balança,1999-01-30,19:35:00,1999-01-30,21:10:00,,0,0.05,0.05,
EDM004111,Braga,Vila Verde,Rio Mau,1999-01-30,20:49:00,1999-01-30,21:40:00,,0,2,2,
EDM006017,Porto,Vila Nova de Gaia,Pedroso,1999-01-30,13:05:00,1999-01-30,14:00:00,,0,0.02,0.02,
RO0006,Santarém,Alpiarça,Alpiarça,1999-01-30,15:40:00,1999-01-30,16:45:00,,0,0.045,0.045,
RO0997,Lisboa,Odivelas,Caneças,1999-01-30,18:30:00,1999-01-30,19:00:00,,0,0.001,0.001,
RO2024,Lisboa,Mafra,Enxara do Bispo,1999-01-30,14:10:00,1999-01-30,17:00:00,,0,0.5,0.5,
RO2025,Lisboa,Azambuja,Alcoentre,1999-01-30,15:07:00,1999-01-30,15:30:00,,0,0.01,0.01,
RO2026,Lisboa,Mafra,Malveira,1999-01-30,18:45:00,1999-01-30,19:10:00,,0.05,0,0.05,
RO2027,Lisboa,Mafra,Mafra,1999-01-30,19:15:00,1999-01-30,20:15:00,,0,0.5,0.5,
RO2552,Lisboa,Cascais,Cascais,1999-01-30,18:05:00,1999-01-30,18:30:00,,0,0.001,0.001,
TM000016,Viseu,Lamego,Lamego (Almacave),1999-01-30,15:48:00,1999-01-30,17:40:00,,0,2,2,DES
AG  246-99,Faro,Monchique,Monchique,1999-01-31,13:50:00,1999-01-31,14:52:00,,0,0,0,DES
AT1,Portalegre,Portalegre,Alegrete,1999-01-31,16:10:00,1999-01-31,19:25:00,,0,2.5,2.5,
AT2,Portalegre,Ponte de Sor,Montargil,1999-01-31,16:20:00,1999-01-31,18:15:00,,0,0.001,0.001,
BI013000004,Castelo Branco,Sertã,Sertã,1999-01-31,13:03:00,1999-01-31,15:55:00,,0.4,0,0.4,
BI013000005,Santarém,Mação,Aboboreira,1999-01-31,13:20:00,1999-01-31,14:20:00,,0,1,1,
BI013000006,Castelo Branco,Covilhã,Unhais da Serra,1999-01-31,13:40:00,1999-01-31,16:50:00,,3,0,3,
BI013000007,Castelo Branco,Belmonte,Inguias,1999-01-31,14:00:00,1999-01-31,16:28:00,,0,5,5,
BI013000008,Castelo Branco,Idanha-a-Nova,Rosmaninhal,1999-01-31,15:01:00,1999-01-31,18:35:00,,0,1.5,1.5,
BI013000009,Castelo Branco,Vila Velha de Rodão,Perais,1999-01-31,15:36:00,1999-01-31,17:20:00,,0,0.5,0.5,
BI013000010,Santarém,Mação,Envendos,1999-01-31,15:50:00,1999-01-31,19:10:00,,0,3,3,
BI013000011,Castelo Branco,Belmonte,Belmonte,1999-01-31,15:59:00,1999-01-31,16:53:00,,0,1,1,
BI013000012,Castelo Branco,Penamacor,Benquerença,1999-01-31,17:15:00,1999-01-31,19:25:00,,0.5,0,0.5,
BI013000013,Castelo Branco,Penamacor,Vale da Srª da Póvoa,1999-01-31,18:05:00,1999-01-31,19:25:00,,0.02,0,0.02,
BI013000014,Castelo Branco,Fundão,Mata da Rainha,1999-01-31,18:35:00,1999-01-31,21:00:00,,0,2,2,
BI013000015,Castelo Branco,Castelo Branco,Cafede,1999-01-31,18:55:00,1999-01-31,21:25:00,,3,0,3,
BI07001814,Guarda,Sabugal,Rendo,1999-01-31,10:55:00,1999-01-31,12:05:00,,0,2,2,
BI07001822,Guarda,Seia,Girabolhos,1999-01-31,12:32:00,1999-01-31,14:45:00,,0.5,1,1.5,
BI07001828,Guarda,Guarda,Vela,1999-01-31,14:55:00,1999-01-31,19:00:00,,1,5.2,6.2,
BI07001829,Guarda,Sabugal,Rendo,1999-01-31,15:05:00,1999-01-31,17:45:00,,0,3,3,
BI07001840,Guarda,Gouveia,São Pedro,1999-01-31,18:56:00,1999-01-31,19:30:00,,0,1,1,
BI07001843,Guarda,Gouveia,São Pedro,1999-01-31,19:30:00,1999-01-31,20:00:00,,0,0,0,
BI07001847,Guarda,Celorico da Beira,Cortiçô da Serra,1999-01-31,21:10:00,1999-01-31,21:45:00,,0,0,0,
BI07001849,Guarda,Pinhel,Vascoveiro,1999-01-31,22:40:00,1999-01-31,23:15:00,,0,2,2,
BL03000052,Viseu,Tondela,Lobão da Beira,1999-01-31,14:55:00,1999-01-31,16:00:00,S,0.8,0,0.8,REAC
BL03000062,Viseu,Vila Nova de Paiva,Vila Cova-à-Coelheira,1999-01-31,19:05:00,1999-01-31,21:30:00,,0,0.5,0.5,
BL03000064,Viseu,Castro Daire,Parada de Ester,1999-01-31,18:35:00,1999-01-31,21:20:00,,0,3,3,
BL03000066,Viseu,Vila Nova de Paiva,Pendilhe,1999-01-31,19:40:00,1999-01-31,20:25:00,,0,0.02,0.02,
BL03000068,Viseu,Viseu,São João de Lourosa,1999-01-31,19:00:00,1999-01-31,19:45:00,,0,0.01,0.01,
BL03000070,Viseu,Santa Comba Dão,Pinheiro de Ázere,1999-01-31,16:15:00,1999-01-31,17:00:00,,0,0.01,0.01,
BL03000074,Viseu,Viseu,Rio de Loba,1999-01-31,15:03:00,1999-01-31,16:30:00,,2.5,0,2.5,
BL03000076,Viseu,Nelas,Nelas,1999-01-31,14:18:00,1999-01-31,15:25:00,,0,0.5,0.5,
BL03000078,Viseu,Tondela,Mosteirinho,1999-01-31,08:50:00,1999-01-31,12:50:00,,6,0,6,
BL03000080,Viseu,Viseu,Campo,1999-01-31,09:40:00,1999-01-31,11:30:00,,1,1,2,
BL03000082,Viseu,Viseu,Côta,1999-01-31,10:59:00,1999-01-31,13:05:00,,3,0,3,
BL0500025,Leiria,Porto de Mós,Mendiga,1999-01-31,19:00:00,1999-01-31,21:37:00,,0,5,5,
BL0500031,Coimbra,Cantanhede,Sepins,1999-01-31,11:19:00,1999-01-31,13:35:00,,1,0,1,
EDM000942,Vila Real,Ribeira de Pena,Cerva,1999-01-31,18:49:00,1999-01-31,21:20:00,,0,5,5,
EDM001314,Viseu,Cinfães,Cinfães,1999-01-31,16:54:00,1999-01-31,17:40:00,,0,0.03,0.03,
EDM001703,Viana do Castelo,Ponte da Barca,Paço Vedro de Magalhães,1999-01-31,18:35:00,1999-01-31,18:35:00,,0.03,0.02,0.05,
EDM001786,Braga,Vieira do Minho,Vilar do Chão,1999-01-31,14:24:00,1999-01-31,18:55:00,,2,0,2,
EDM001800,Braga,Vieira do Minho,Mosteiro,1999-01-31,16:34:00,1999-01-31,19:00:00,,3,0,3,
EDM001815,Braga,Póvoa de Lanhoso,Brunhais,1999-01-31,18:45:00,1999-01-31,20:25:00,,0,1,1,
EDM001821,Braga,Vieira do Minho,Louredo,1999-01-31,20:38:00,1999-01-31,21:45:00,,0,0.1,0.1,
