codigo_sgif,distrito,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,reacendimento,area_povoamento,area_mato,area_total,causa
DM01017554,Porto,Felgueiras,Penacova,1998-07-29,15:25:00,1998-07-29,19:10:00,,0,1,1,
DM01017559,Porto,Paredes,Sobrosa,1998-07-29,16:00:00,1998-07-29,21:00:00,,2,8,10,
DM01017560,Porto,Felgueiras,Sernande,1998-07-29,16:05:00,1998-07-29,17:55:00,,0,0.1,0.1,
DM01017561,Porto,Marco de Canavezes,Penha Longa,1998-07-29,16:15:00,1998-07-29,17:25:00,,0,0.02,0.02,
DM01017562,Porto,Penafiel,Penafiel,1998-07-29,16:25:00,1998-07-29,17:55:00,,0.5,0.5,1,
DM01017563,Porto,Penafiel,Fonte Arcada,1998-07-29,16:40:00,1998-07-29,19:55:00,,0,0.5,0.5,
DM01017564,Porto,Amarante,Louredo,1998-07-29,16:50:00,1998-07-30,01:35:00,,12.5,12.5,25,
DM01017565,Porto,Felgueiras,Aião,1998-07-29,16:50:00,1998-07-29,17:35:00,,0,0.05,0.05,
DM01017566,Porto,Paredes,Cete,1998-07-29,16:45:00,1998-07-29,19:35:00,,0,0.1,0.1,
DM01017567,Porto,Baião,Campelo,1998-07-29,16:55:00,1998-07-29,18:45:00,,0,0.5,0.5,
DM01017568,Porto,Paredes,Louredo,1998-07-29,17:15:00,1998-07-29,21:00:00,,2,2,4,
DM01017569,Porto,Paços de Ferreira,Freamunde,1998-07-29,17:15:00,1998-07-29,18:00:00,,0,0.01,0.01,
DM01017571,Porto,Marco de Canavezes,Constance,1998-07-29,17:25:00,1998-07-29,18:10:00,,0,0.03,0.03,
DM01017573,Porto,Felgueiras,Vila Verde,1998-07-29,17:35:00,1998-07-29,18:20:00,,0,0.05,0.05,
DM01017574,Porto,Lousada,Cristelos,1998-07-29,17:50:00,1998-07-29,19:20:00,,0,0.1,0.1,
DM01017575,Porto,Paredes,Cete,1998-07-29,17:50:00,1998-07-29,19:35:00,,0,0.2,0.2,
DM01017578,Porto,Paços de Ferreira,Raimonda,1998-07-29,18:15:00,1998-07-29,18:50:00,,0,0.01,0.01,
DM01017579,Porto,Amarante,Real,1998-07-29,18:25:00,1998-07-29,22:30:00,,1,6,7,
DM01017587,Porto,Lousada,Aveleda,1998-07-29,19:20:00,1998-07-29,20:20:00,,0,0.05,0.05,
DM01017592,Porto,Marco de Canavezes,Manhuncelos,1998-07-29,19:55:00,1998-07-29,22:10:00,,0.5,1.5,2,
DM01017598,Porto,Penafiel,Marecos,1998-07-29,21:10:00,1998-07-29,21:35:00,,0,0.01,0.01,
DM01017602,Porto,Paços de Ferreira,Ferreira,1998-07-29,21:25:00,1998-07-29,22:50:00,,0,0.1,0.1,
DM01017605,Porto,Marco de Canavezes,Alpendurada e Matos,1998-07-29,21:30:00,1998-07-30,02:00:00,,2,5,7,
DM01017607,Porto,Paços de Ferreira,Penamaior,1998-07-29,21:40:00,1998-07-29,22:10:00,,0,0.03,0.03,
DM01017608,Porto,Felgueiras,Jugueiros,1998-07-29,21:20:00,1998-07-29,23:25:00,,0,0.1,0.1,
DM01017610,Porto,Penafiel,Penafiel,1998-07-29,22:07:00,1998-07-29,22:40:00,,0,0.05,0.05,
DM01017612,Porto,Baião,Santa Marinha do Zêzere,1998-07-29,22:25:00,1998-07-30,00:30:00,,0,0.05,0.05,
DM01017613,Porto,Paredes,Sobrosa,1998-07-29,22:35:00,1998-07-29,23:55:00,,0,0.02,0.02,
DM01017614,Porto,Lousada,Torno,1998-07-29,22:35:00,1998-07-29,23:45:00,,0,0.05,0.05,
DM01017615,Porto,Paços de Ferreira,Sandins,1998-07-29,23:10:00,1998-07-30,00:00:00,,0,0.05,0.05,
DM01017616,Porto,Penafiel,Novelas,1998-07-29,23:16:00,1998-07-30,00:25:00,,0,0.1,0.1,
DM01017617,Porto,Baião,Campelo,1998-07-29,23:20:00,1998-07-30,00:20:00,,0,0.5,0.5,
DM01017621,Porto,Paredes,Sobrosa,1998-07-29,23:55:00,1998-07-30,01:10:00,,0,0.15,0.15,
DM01041414,Porto,Santo Tirso,Alvarelhos,1998-07-29,01:35:00,1998-07-29,08:07:00,,0.7,0,0.7,
DM01041419,Porto,Santo Tirso,Santo Tirso,1998-07-29,02:15:00,1998-07-29,02:55:00,,0,0.3,0.3,
DM01041423,Porto,Vila Nova de Gaia,Grijó,1998-07-29,02:30:00,1998-07-29,03:20:00,,0.02,0,0.02,
DM01041424,Porto,Santo Tirso,Água Longa,1998-07-29,02:40:00,1998-07-29,03:50:00,,0,0.1,0.1,
DM01041427,Porto,Matosinhos,Guifões,1998-07-29,02:55:00,1998-07-29,03:50:00,,0,0.1,0.1,
DM01041430,Porto,Gondomar,Melres,1998-07-29,03:55:00,1998-07-29,06:45:00,,0.2,0,0.2,
DM01041464,Porto,Gondomar,Gondomar (São Cosme),1998-07-29,10:20:00,1998-07-29,11:10:00,,0,0.05,0.05,
DM01041480,Porto,Vila do Conde,Vilar de Pinheiro,1998-07-29,11:50:00,1998-07-29,12:55:00,,0.1,0,0.1,
DM01041482,Porto,Maia,Moreira,1998-07-29,11:55:00,1998-07-29,13:35:00,,0.1,0,0.1,
DM01041500,Porto,Vila do Conde,Tougues,1998-07-29,13:20:00,1998-07-29,14:40:00,,0.1,0,0.1,
DM01041504,Porto,Gondomar,Melres,1998-07-29,13:55:00,1998-07-29,17:25:00,,0.05,0,0.05,
DM01041509,Porto,Vila do Conde,Mindelo,1998-07-29,14:07:00,1998-07-29,18:20:00,,2,0,2,
DM01041512,Porto,Santo Tirso,Refojos de Riba de Ave,1998-07-29,14:25:00,1998-07-29,15:55:00,,0,0.2,0.2,
DM01041513,Porto,Matosinhos,Matosinhos,1998-07-29,14:30:00,1998-07-29,15:20:00,,0.05,0,0.05,
DM01041523,Porto,Vila do Conde,Vila Chã,1998-07-29,14:40:00,1998-07-29,17:55:00,,3,0,3,
DM01041524,Porto,Vila Nova de Gaia,Vilar do Paraíso,1998-07-29,14:45:00,1998-07-29,15:40:00,,0,0.01,0.01,
DM01041526,Porto,Gondomar,Gondomar (São Cosme),1998-07-29,14:55:00,1998-07-29,15:50:00,,0,0.05,0.05,
DM01041537,Porto,Vila do Conde,Árvore,1998-07-29,15:20:00,1998-07-29,19:25:00,,3,2,5,
DM01041543,Porto,Gondomar,Fânzeres,1998-07-29,15:55:00,1998-07-29,16:50:00,,0.05,0,0.05,
DM01041548,Porto,Vila Nova de Gaia,Vila Nova de Gaia (Sta Marinha),1998-07-29,16:15:00,1998-07-29,17:30:00,,0,0.05,0.05,
DM01041550,Porto,Gondomar,Melres,1998-07-29,16:20:00,1998-07-29,16:45:00,,0.01,0,0.01,
DM01041554,Porto,Vila do Conde,Modivas,1998-07-29,16:39:00,1998-07-30,03:55:00,,2,0,2,
DM01041560,Porto,Vila do Conde,Mindelo,1998-07-29,17:05:00,1998-07-29,17:55:00,,0,0.05,0.05,
DM01041563,Porto,Maia,Moreira,1998-07-29,17:20:00,1998-07-29,21:00:00,,0,0.2,0.2,
DM01041564,Porto,Santo Tirso,Roriz,1998-07-29,17:20:00,1998-07-29,18:00:00,,0,0.05,0.05,
DM01041566,Porto,Gondomar,Medas,1998-07-29,17:25:00,1998-07-29,21:20:00,,1,0,1,
DM01041568,Porto,Gondomar,Gondomar (São Cosme),1998-07-29,17:35:00,1998-07-29,18:55:00,,0,0.05,0.05,
DM01041569,Porto,Vila Nova de Gaia,Pedroso,1998-07-29,17:35:00,1998-07-29,18:25:00,,0,0.01,0.01,
DM01041576,Porto,Santo Tirso,Guimarei,1998-07-29,18:15:00,1998-07-29,21:15:00,,0,1,1,
DM01041579,Porto,Gondomar,Melres,1998-07-29,18:25:00,1998-07-30,00:15:00,,3,0,3,
DM01041580,Porto,Santo Tirso,Alvarelhos,1998-07-29,18:25:00,1998-07-29,20:10:00,,0.2,0,0.2,
DM01041583,Porto,Gondomar,São Pedro da Cova,1998-07-29,18:35:00,1998-07-29,19:30:00,,0.05,0,0.05,
DM01041589,Porto,Gondomar,São Pedro da Cova,1998-07-29,18:55:00,1998-07-29,19:55:00,,0.1,0,0.1,
DM01041591,Porto,Gondomar,São Pedro da Cova,1998-07-29,19:10:00,1998-07-29,21:05:00,,0.6,0,0.6,
DM01041592,Porto,Santo Tirso,Lamelas,1998-07-29,19:20:00,1998-07-29,19:50:00,,0.15,0,0.15,
DM01041594,Porto,Gondomar,Foz do Sousa,1998-07-29,19:25:00,1998-07-29,20:35:00,,0.1,0,0.1,
DM01041598,Porto,Gondomar,Baguim do Monte (Rio Tinto),1998-07-29,19:40:00,1998-07-29,20:40:00,,0.05,0,0.05,
DM01041602,Porto,Gondomar,São Pedro da Cova,1998-07-29,19:45:00,1998-07-29,21:45:00,,0.1,0,0.1,
DM01041605,Porto,Gondomar,São Pedro da Cova,1998-07-29,20:00:00,1998-07-29,21:45:00,,0.3,0,0.3,
DM01041606,Porto,Gondomar,Foz do Sousa,1998-07-29,19:55:00,1998-07-29,21:10:00,,0.1,0,0.1,
DM01041608,Porto,Santo Tirso,Aves,1998-07-29,20:05:00,1998-07-29,21:00:00,,0,0.1,0.1,
DM01041624,Porto,Santo Tirso,Couto (Sta Cristina),1998-07-29,20:50:00,1998-07-29,21:15:00,,0,0.1,0.1,
DM01041625,Porto,Gondomar,São Pedro da Cova,1998-07-29,20:55:00,1998-07-29,21:30:00,,0.05,0,0.05,
DM01041631,Porto,Santo Tirso,Reguenga,1998-07-29,21:15:00,1998-07-29,22:40:00,,0,0.5,0.5,
DM01041633,Porto,Vila do Conde,Labruje,1998-07-29,21:30:00,1998-07-29,23:55:00,,3,0,3,
DM01041637,Porto,Valongo,Alfena,1998-07-29,21:47:00,1998-07-29,23:45:00,,0,1,1,
DM01041651,Porto,Maia,Moreira,1998-07-29,22:40:00,1998-07-30,00:30:00,,0,0.01,0.01,
DM01041657,Porto,Maia,Águas Santas,1998-07-29,23:35:00,1998-07-30,00:25:00,,0,0.02,0.02,
DM01041659,Porto,Vila do Conde,Mindelo,1998-07-29,23:30:00,1998-07-30,01:15:00,,0,0.3,0.3,
DM02011456,Braga,Póvoa de Lanhoso,Ajude,1998-07-29,00:15:00,1998-07-29,02:30:00,,0,1,1,
DM02011457,Braga,Guimarães,Prazins (Sta Eufémia),1998-07-29,00:15:00,1998-07-29,01:30:00,,0,0.2,0.2,
DM02011459,Braga,Guimarães,Prazins (Sta Eufémia),1998-07-29,02:00:00,1998-07-29,02:45:00,,0,0.03,0.03,
DM02011460,Braga,Celorico de Basto,Infesta,1998-07-29,02:00:00,1998-07-29,03:20:00,,0,0.1,0.1,
DM02011462,Braga,Fafe,Silvares (São Martinho),1998-07-29,02:35:00,1998-07-29,03:25:00,,0,0.02,0.02,
DM02011463,Braga,Guimarães,Sande (São Lourenço),1998-07-29,03:20:00,1998-07-29,06:00:00,,0,2,2,
DM02011464,Braga,Celorico de Basto,Arnóia,1998-07-29,03:35:00,1998-07-29,05:00:00,,0.02,0,0.02,
DM02011466,Braga,Póvoa de Lanhoso,Esperança,1998-07-29,04:15:00,1998-07-29,05:30:00,,0,0.1,0.1,
DM02011469,Braga,Celorico de Basto,Carvalho,1998-07-29,07:05:00,1998-07-29,08:45:00,,0,0.1,0.1,
DM02011474,Braga,Celorico de Basto,Carvalho,1998-07-29,09:40:00,1998-07-29,14:15:00,,0,3,3,
DM02011479,Braga,Guimarães,Caldas de Vizela (São João),1998-07-29,10:10:00,1998-07-29,15:45:00,,0,10,10,
DM02011485,Braga,Celorico de Basto,Ribas,1998-07-29,10:50:00,1998-07-29,12:15:00,,0,0.02,0.02,
DM02011489,Braga,Fafe,Moreira de Rei,1998-07-29,12:10:00,1998-07-29,13:35:00,,0,0.5,0.5,
DM02011490,Braga,Celorico de Basto,Infesta,1998-07-29,12:15:00,1998-07-29,13:00:00,,0.05,0,0.05,
DM02011494,Braga,Guimarães,Lordelo,1998-07-29,13:05:00,1998-07-29,14:15:00,,0,0.1,0.1,
DM02011495,Braga,Guimarães,Serzedelo,1998-07-29,13:20:00,1998-07-29,13:45:00,,0,0.05,0.05,
DM02011496,Braga,Guimarães,Souto (Sta Maria),1998-07-29,13:30:00,1998-07-29,14:40:00,,0,0.07,0.07,
DM02011497,Braga,Guimarães,Gandarela,1998-07-29,13:35:00,1998-07-29,14:25:00,,0,1,1,
DM02011498,Braga,Fafe,Fafe,1998-07-29,13:40:00,1998-07-29,14:35:00,,0,0.01,0.01,
DM02011500,Braga,Guimarães,Fermentões,1998-07-29,14:01:00,1998-07-29,15:30:00,,0,0.2,0.2,
DM02011502,Braga,Guimarães,Briteiros (Sta Leocádia),1998-07-29,14:10:00,1998-07-29,17:25:00,,1.5,0,1.5,
DM02011503,Braga,Celorico de Basto,Carvalho,1998-07-29,14:15:00,1998-07-29,22:00:00,,0,3,3,
DM02011504,Braga,Póvoa de Lanhoso,Póvoa de Lanhoso (N Sra do Amparo),1998-07-29,14:25:00,1998-07-29,15:20:00,,0,0.02,0.02,
DM02011505,Braga,Guimarães,Sande (São Clemente),1998-07-29,14:30:00,1998-07-29,21:30:00,,8,0,8,
DM02011506,Braga,Celorico de Basto,Basto (São Clemente),1998-07-29,14:45:00,1998-07-29,15:45:00,,0,0.01,0.01,
DM02011509,Braga,Guimarães,Gondomar,1998-07-29,14:40:00,1998-07-29,15:35:00,,0,0.15,0.15,
DM02011511,Braga,Fafe,Fornelos,1998-07-29,14:50:00,1998-07-29,15:35:00,,0,0.01,0.01,
DM02011512,Braga,Fafe,Fafe,1998-07-29,14:50:00,1998-07-29,15:35:00,,0.05,0,0.05,
DM02011513,Braga,Fafe,Freitas,1998-07-29,14:51:00,1998-07-29,22:10:00,,0,1,1,
DM02011514,Braga,Guimarães,Sande (São Clemente),1998-07-29,15:00:00,1998-07-29,17:40:00,,0,1,1,
DM02011515,Braga,Guimarães,Moreira de Cónegos,1998-07-29,15:25:00,1998-07-29,16:50:00,,0,1,1,
DM02011516,Braga,Celorico de Basto,Infesta,1998-07-29,15:45:00,1998-07-29,16:50:00,,0,0.01,0.01,
DM02011517,Braga,Guimarães,Pinheiro,1998-07-29,15:46:00,1998-07-29,16:50:00,,0,0.2,0.2,
DM02011519,Braga,Fafe,Fafe,1998-07-29,16:35:00,1998-07-29,17:00:00,,0,0.01,0.01,
DM02011520,Braga,Póvoa de Lanhoso,Póvoa de Lanhoso (N Sra do Amparo),1998-07-29,16:46:00,1998-07-29,17:05:00,,0,0.02,0.02,
DM02011521,Braga,Guimarães,Serzedelo,1998-07-29,16:51:00,1998-07-29,17:50:00,,0,0.1,0.1,
DM02011523,Braga,Guimarães,Sande (São Lourenço),1998-07-29,17:05:00,1998-07-29,22:30:00,,4,4,8,
DM02011524,Braga,Póvoa de Lanhoso,Lanhoso,1998-07-29,17:05:00,1998-07-29,22:00:00,,2,12,14,
DM02011525,Braga,Celorico de Basto,Arnóia,1998-07-29,17:10:00,1998-07-29,18:40:00,,0,0.01,0.01,
DM02011527,Braga,Guimarães,Gondomar,1998-07-29,17:55:00,1998-07-29,21:25:00,,0,2.5,2.5,
DM02011529,Braga,Guimarães,Brito,1998-07-29,18:16:00,1998-07-29,18:55:00,,0,0.05,0.05,
DM02011530,Braga,Guimarães,Serzedelo,1998-07-29,18:20:00,1998-07-29,19:05:00,,0,0.1,0.1,
DM02011531,Braga,Celorico de Basto,Gémeos,1998-07-29,18:40:00,1998-07-29,19:25:00,,0.01,0,0.01,
DM02011532,Braga,Fafe,Medelo,1998-07-29,18:50:00,1998-07-29,19:50:00,,1,0,1,
DM02011534,Braga,Guimarães,Selho (São Lourenço),1998-07-29,19:06:00,1998-07-29,22:50:00,,0.2,0.8,1,
DM02011537,Braga,Guimarães,Caldas de Vizela (São Miguel),1998-07-29,19:50:00,1998-07-29,20:45:00,,0.05,0.05,0.1,
DM02011538,Braga,Fafe,Silvares (São Clemente),1998-07-29,20:10:00,1998-07-29,22:30:00,,2,0,2,
DM02011539,Braga,Cabeceiras de Basto,Cavês,1998-07-29,20:15:00,1998-07-29,21:00:00,,0,0.01,0.01,
DM02011541,Braga,Celorico de Basto,Arnóia,1998-07-29,20:50:00,1998-07-29,22:10:00,,0,0.01,0.01,
DM02011544,Braga,Guimarães,Abação (São Tomé),1998-07-29,21:20:00,1998-07-29,22:15:00,,0,0.2,0.2,
DM02011545,Braga,Fafe,Vinhós,1998-07-29,21:20:00,1998-07-30,00:20:00,,2,0,2,
DM02011547,Braga,Guimarães,Souto (Sta Maria),1998-07-29,21:25:00,1998-07-29,21:55:00,,0,0.03,0.03,
DM02011548,Braga,Celorico de Basto,Caçarilhe,1998-07-29,21:30:00,1998-07-30,00:35:00,,1.5,0,1.5,
DM02011549,Braga,Celorico de Basto,Gémeos,1998-07-29,21:35:00,1998-07-29,22:30:00,,0.02,0,0.02,
DM02011551,Braga,Guimarães,Donim,1998-07-29,22:00:00,1998-07-29,23:35:00,,0,0.12,0.12,
DM02011552,Braga,Fafe,Moreira de Rei,1998-07-29,22:00:00,1998-07-30,06:00:00,,0,1,1,
DM02011553,Braga,Póvoa de Lanhoso,Santo Emilião,1998-07-29,22:15:00,1998-07-29,23:15:00,,0,0.01,0.01,
DM02011559,Braga,Póvoa de Lanhoso,Póvoa de Lanhoso (N Sra do Amparo),1998-07-29,23:00:00,1998-07-30,00:00:00,,0,0.5,0.5,
DM02011560,Braga,Guimarães,Donim,1998-07-29,22:45:00,1998-07-29,23:30:00,,0,0.03,0.03,
DM02011562,Braga,Celorico de Basto,Ourilhe,1998-07-29,23:30:00,1998-07-30,00:20:00,,0,0.05,0.05,
DM02011564,Braga,Póvoa de Lanhoso,Lanhoso,1998-07-29,23:35:00,1998-07-29,23:55:00,,0,0.1,0.1,
DM02011566,Braga,Fafe,Freitas,1998-07-29,23:45:00,1998-07-30,03:20:00,,1,0,1,
DM02025445,Braga,Esposende,Forjães,1998-07-29,03:16:00,1998-07-29,06:16:00,,0,0.2,0.2,
DM02025450,Braga,Esposende,Gemeses,1998-07-29,06:55:00,1998-07-29,08:30:00,,0,0.05,0.05,
DM02025456,Braga,Vila Verde,Barros,1998-07-29,07:45:00,1998-07-29,12:00:00,,0,0.9,0.9,
DM02025458,Braga,Esposende,Forjães,1998-07-29,08:00:00,1998-07-29,11:10:00,,0,0.1,0.1,
DM02025492,Braga,Barcelos,Pousa,1998-07-29,13:00:00,1998-07-29,14:25:00,,0,0.2,0.2,
DM02025494,Braga,Braga,Pedralva,1998-07-29,13:05:00,1998-07-29,15:45:00,,0,0.1,0.1,
DM02025501,Braga,Vila Verde,Arcozelo,1998-07-29,13:36:00,1998-07-29,15:00:00,,0.3,0,0.3,
DM02025511,Braga,Barcelos,Rio Covo (Sta Eugénia),1998-07-29,14:08:00,1998-07-29,19:00:00,,1,3,4,
DM02025525,Braga,Braga,Morreira,1998-07-29,15:20:00,1998-07-29,19:00:00,,0,0.08,0.08,
DM02025528,Braga,Barcelos,Tamel (São Pedro Fins),1998-07-29,15:50:00,1998-07-29,16:57:00,,0,0.05,0.05,
DM02025535,Braga,Esposende,Gemeses,1998-07-29,16:20:00,1998-07-29,19:00:00,,0.05,0.15,0.2,
DM02025541,Braga,Vila Nova de Famalicão,Lemenhe,1998-07-29,16:50:00,1998-07-29,19:40:00,,0,0.35,0.35,
DM02025547,Braga,Barcelos,Tamel (São Veríssimo),1998-07-29,17:25:00,1998-07-29,18:10:00,,0,0.02,0.02,
DM02025548,Braga,Vila Nova de Famalicão,Brufe,1998-07-29,17:30:00,1998-07-29,19:00:00,,0,0.1,0.1,
DM02025549,Braga,Terras de Bouro,Moimenta,1998-07-29,17:39:00,1998-07-29,18:25:00,,0,0.04,0.04,
DM02025550,Braga,Barcelos,Vila Seca,1998-07-29,17:35:00,1998-07-29,19:35:00,,0,0.08,0.08,
DM02025553,Braga,Braga,Escudeiros,1998-07-29,18:00:00,1998-07-29,18:45:00,,0.3,0.2,0.5,
DM02025557,Braga,Vila Nova de Famalicão,Brufe,1998-07-29,18:30:00,1998-07-29,19:50:00,,0,0.05,0.05,
DM02025565,Braga,Vila Nova de Famalicão,Gavião,1998-07-29,19:25:00,1998-07-29,20:05:00,,0,0.05,0.05,
DM02025566,Braga,Vila Nova de Famalicão,Carreira,1998-07-29,19:25:00,1998-07-29,20:20:00,,0,0.1,0.1,
DM02025567,Braga,Barcelos,Galegos (São Martinho),1998-07-29,19:40:00,1998-07-29,20:20:00,,0,0.03,0.03,
DM02025568,Braga,Braga,Braga (Maximinos),1998-07-29,19:35:00,1998-07-29,20:10:00,,0,0.01,0.01,
DM02025569,Braga,Vila Verde,Freiriz,1998-07-29,19:42:00,1998-07-29,21:30:00,,0.1,0,0.1,
DM02025577,Braga,Barcelos,Manhente,1998-07-29,20:40:00,1998-07-29,21:20:00,,0,0.02,0.02,
DM02025592,Braga,Barcelos,Adães,1998-07-29,23:25:00,1998-07-30,00:20:00,,0,0.05,0.05,
DM02025596,Braga,Vila Nova de Famalicão,Ribeirão,1998-07-29,23:25:00,1998-07-30,00:25:00,,0,0.15,0.15,
DM02025597,Braga,Vila Nova de Famalicão,Ruivães,1998-07-29,23:25:00,1998-07-30,01:15:00,,0,0.15,0.15,
DM02025599,Braga,Braga,Pousada,1998-07-29,23:55:00,1998-07-30,01:15:00,,0,0.01,0.01,
DM03010404,Viana do Castelo,Viana do Castelo,Areosa,1998-07-29,01:45:00,1998-07-29,04:30:00,,1.5,0,1.5,
DM03010422,Viana do Castelo,Arcos de Valdevez,Rio Frio,1998-07-29,10:05:00,1998-07-29,12:45:00,,0.5,0,0.5,
DM03010430,Viana do Castelo,Arcos de Valdevez,Cabana Maior,1998-07-29,12:45:00,1998-07-29,14:00:00,,0,0.01,0.01,
DM03010433,Viana do Castelo,Arcos de Valdevez,Rio Cabrão,1998-07-29,13:00:00,1998-07-29,15:25:00,,0,0.5,0.5,
DM03010434,Viana do Castelo,Arcos de Valdevez,Gondoriz,1998-07-29,13:20:00,1998-07-29,23:05:00,,4,1,5,
DM03010442,Viana do Castelo,Ponte da Barca,Bravães,1998-07-29,14:20:00,1998-07-29,16:00:00,,0,0.08,0.08,
DM03010449,Viana do Castelo,Ponte de Lima,Gemieira,1998-07-29,16:00:00,1998-07-29,19:00:00,,3,0,3,
DM03010451,Viana do Castelo,Viana do Castelo,Neiva,1998-07-29,16:30:00,1998-07-29,18:30:00,,0.2,0,0.2,
DM03010453,Viana do Castelo,Vila Nova de Cerveira,Nogueira,1998-07-29,17:00:00,1998-07-29,18:00:00,,0,0.03,0.03,
DM03010455,Viana do Castelo,Arcos de Valdevez,Cabana Maior,1998-07-29,17:05:00,1998-07-29,21:45:00,,1,5,6,
DM03010457,Viana do Castelo,Ponte da Barca,Oleiros,1998-07-29,17:40:00,1998-07-29,18:50:00,,0,0.02,0.02,
DM03010460,Viana do Castelo,Vila Nova de Cerveira,Cornes,1998-07-29,18:00:00,1998-07-29,23:50:00,,4,2,6,
DM03010469,Viana do Castelo,Viana do Castelo,Meadela,1998-07-29,21:10:00,1998-07-29,23:00:00,,0.1,0,0.1,
DM04007249,Viseu,Cinfães,Santiago de Piães,1998-07-29,00:20:00,1998-07-29,01:45:00,,0,0.05,0.05,
DM04007250,Viseu,Cinfães,Cinfães,1998-07-29,01:05:00,1998-07-29,02:20:00,,0,1,1,
DM04007271,Viseu,Cinfães,São Cristovão de Nogueira,1998-07-29,12:05:00,1998-07-29,13:15:00,,0,0.03,0.03,
DM04007281,Viseu,Resende,Barrô,1998-07-29,13:35:00,1998-07-29,16:00:00,,0,2,2,
DM04007286,Viseu,Resende,Anreade,1998-07-29,14:30:00,1998-07-29,15:50:00,,0,0.1,0.1,
DM04007293,Viseu,Resende,Resende,1998-07-29,15:35:00,1998-07-29,17:40:00,,0,0.5,0.5,
DM04007310,Viseu,Resende,Anreade,1998-07-29,17:52:00,1998-07-29,18:25:00,,0,0.01,0.01,
DM04007333,Viseu,Cinfães,São Cristovão de Nogueira,1998-07-29,22:55:00,1998-07-30,01:10:00,,0.05,0.02,0.07,
DM05011862,Aveiro,Vale de Cambra,Codal,1998-07-29,02:35:00,1998-07-29,03:30:00,,0.06,0,0.06,
DM05011863,Aveiro,Vale de Cambra,Macieira de Cambra,1998-07-29,03:30:00,1998-07-29,04:30:00,,0.06,0,0.06,
DM05011868,Aveiro,Feira,Louredo,1998-07-29,08:35:00,1998-07-29,10:45:00,,0,0.05,0.05,
DM05011870,Aveiro,Vale de Cambra,Macieira de Cambra,1998-07-29,09:00:00,1998-07-29,09:30:00,,0.03,0,0.03,
DM05011872,Aveiro,Oliveira de Azeméis,Ossela,1998-07-29,09:30:00,1998-07-29,11:25:00,,0.35,0,0.35,
DM05011882,Aveiro,Oliveira de Azeméis,Ossela,1998-07-29,12:00:00,1998-07-29,13:45:00,,0.2,0,0.2,
DM05011887,Aveiro,Arouca,Urrô,1998-07-29,13:45:00,1998-07-29,15:20:00,,0,0.01,0.01,
DM05011892,Aveiro,Feira,Santa Maria de Lamas,1998-07-29,14:45:00,1998-07-29,15:15:00,,0,0.01,0.01,
DM05011896,Aveiro,Feira,Romariz,1998-07-29,15:15:00,1998-07-29,19:30:00,,0,0.7,0.7,
DM05011899,Aveiro,Oliveira de Azeméis,Oliveira de Azeméis,1998-07-29,15:15:00,1998-07-29,18:10:00,,0,2,2,
DM05011901,Aveiro,Feira,Paços de Brandão,1998-07-29,15:58:00,1998-07-29,17:08:00,,0,0.01,0.01,
DM05011905,Aveiro,Feira,Canedo,1998-07-29,16:15:00,1998-07-29,16:40:00,,0,0.03,0.03,
DM05011913,Aveiro,Feira,São João de Ver,1998-07-29,17:40:00,1998-07-29,19:00:00,,0,0.05,0.05,
DM05011920,Aveiro,Oliveira de Azeméis,Pinheiro da Bemposta,1998-07-29,18:35:00,1998-07-29,19:40:00,,0,0.02,0.02,
DM05011944,Aveiro,Oliveira de Azeméis,São Roque,1998-07-29,23:20:00,1998-07-29,23:55:00,,0,0.01,0.01,
DM05014101,Aveiro,Feira,Canedo,1998-07-29,11:10:00,1998-07-29,13:20:00,,0,40,40,
RO1081,Santarém,Salvaterra de Magos,Gloria do Ribatejo,1998-07-29,07:05:00,1998-07-29,19:20:00,S,0,0.0002,0.0002,
RO1096,Leiria,Caldas da Rainha,Salir de Matos,1998-07-29,01:20:00,1998-07-29,02:00:00,,0.001,0,0.001,
RO1097,Leiria,Caldas da Rainha,Tornada,1998-07-29,11:22:00,1998-07-29,13:52:00,,2.5,0,2.5,
RO1098,Leiria,Caldas da Rainha,Nossa Senhora do Populo,1998-07-29,13:22:00,1998-07-29,14:45:00,,0,2,2,
RO1099,Leiria,Nazaré,Nazaré,1998-07-29,13:14:00,1998-07-29,14:27:00,,0.3,0,0.3,
RO1100,Leiria,Peniche,Atoguia da Baleia,1998-07-29,14:48:00,1998-07-29,17:02:00,,0,2,2,
RO1101,Leiria,Caldas da Rainha,Salir de Matos,1998-07-29,14:45:00,1998-07-29,16:40:00,,0,0.5,0.5,
RO1102,Leiria,Óbidos,A dos Negros,1998-07-29,15:10:00,1998-07-29,18:20:00,,0.5,0,0.5,
RO1103,Lisboa,Cascais,São Domingos de Rana,1998-07-29,00:20:00,1998-07-29,00:55:00,,0,0.01,0.01,
RO1104,Lisboa,Cascais,Alcabideche,1998-07-29,00:45:00,1998-07-29,01:15:00,,0.25,0,0.25,
RO1105,Lisboa,Cascais,Alcabideche,1998-07-29,02:25:00,1998-07-29,03:15:00,,0,0.02,0.02,
RO1106,Lisboa,Oeiras,Queijas,1998-07-29,07:25:00,1998-07-29,08:13:00,,0,0.004,0.004,
RO1107,Lisboa,Cascais,Cascais,1998-07-29,10:20:00,1998-07-29,11:12:00,,0,0.001,0.001,
