codigo_sgif,distrito,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,reacendimento,area_povoamento,area_mato,area_total,causa
DM06333,VIANA DO CASTELO,PONTE DA BARCA,CRASTO,1996-08-15,15:05:00,1996-08-15,19:00:00,,0,5,5,
DM06477,PORTO,MARCO DE CANAVESES,BANHO E CARVALHOSA,1996-08-16,13:00:00,1996-08-16,18:30:00,,5,5,10,
DM06547,PORTO,BAIÃO,VALADARES,1996-08-16,19:00:00,1996-08-17,02:00:00,,5,5,10,
DM06559,VIANA DO CASTELO,VIANA DO CASTELO,PORTELA SUSÃ,1996-08-17,13:30:00,1996-08-18,01:25:00,S,5,5,10,REA
DM06623,BRAGA,AMARES,SERAMIL,1996-08-17,13:16:00,1996-08-17,19:00:00,,0,5,5,
DM06802,VIANA DO CASTELO,VALENÇA,TAIÃO,1996-08-18,15:45:00,1996-08-18,23:00:00,,0,5,5,
DM06926,BRAGA,VIEIRA DO MINHO,RUIVÃES,1996-08-20,12:00:00,1996-08-20,18:00:00,,0,5,5,
DM07006,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SÃO JORGE,1996-08-20,22:35:00,1996-08-21,02:40:00,,5,5,10,
DM07105,VISEU,RESENDE,FREIGIL,1996-08-21,21:26:00,1996-08-21,23:45:00,,0,5,5,
DM07132,PORTO,BAIÃO,SANTA MARINHA DO ZÊZERE,1996-08-22,04:00:00,1996-08-22,09:10:00,,1,5,6,
DM07212,PORTO,VALONGO,ALFENA,1996-08-25,16:55:00,1996-08-25,19:00:00,,0,5,5,
DM07273,PORTO,LOUSADA,BOIM,1996-08-28,13:40:00,1996-08-28,17:55:00,S,1,5,6,REA
DM07349,BRAGA,CELORICO DE BASTO,CANEDO DE BASTO,1996-08-29,18:00:00,1996-08-30,02:30:00,S,5,5,10,REA
DM07378,VISEU,CINFÃES,FERREIROS DE TENDAIS,1996-08-29,00:50:00,1996-08-29,07:00:00,S,0,5,5,REA
DM07608,PORTO,PENAFIEL,BOELHE,1996-08-30,11:05:00,1996-08-30,15:35:00,,0,5,5,
DM07764,VIANA DO CASTELO,ARCOS DE VALDEVEZ,TABAÇÔ,1996-08-30,23:30:00,1996-08-31,06:00:00,,0,5,5,
DM07777,PORTO,PENAFIEL,CABEÇA SANTA,1996-08-31,03:50:00,1996-08-31,08:15:00,S,0,5,5,REA
DM07810,BRAGA,VIEIRA DO MINHO,VIEIRA DO MINHO,1996-09-01,05:55:00,1996-09-01,12:00:00,S,17,5,22,REA
DM07907,PORTO,PAREDES,GONDALÃES,1996-08-31,14:00:00,1996-08-31,18:15:00,,0,5,5,
DM07934,VIANA DO CASTELO,ARCOS DE VALDEVEZ,ÁLVORA,1996-08-31,15:20:00,1996-08-31,20:40:00,,6,5,11,
DM07954,VIANA DO CASTELO,ARCOS DE VALDEVEZ,VALE,1996-09-03,07:50:00,1996-09-03,19:10:00,S,0,5,5,REA
DM08001,BRAGA,GUIMARÃES,SANDE(SÃO CLEMENTE),1996-08-31,19:45:00,1996-09-01,01:45:00,,5,5,10,
DM08081,PORTO,BAIÃO,TEIXEIRÓ,1996-09-01,01:05:00,1996-09-01,07:00:00,,0,5,5,
DM08183,PORTO,BAIÃO,TRESOURAS,1996-09-09,11:50:00,1996-09-09,16:50:00,S,0,5,5,REA
DM08510,PORTO,VILA NOVA DE GAIA,LEVER,1996-09-02,13:45:00,1996-09-02,18:50:00,,0,5,5,
DM08539,VILA REAL,MONDIM DE BASTO,ERMELO,1996-09-04,01:40:00,1996-09-04,06:05:00,S,0,5,5,REA
DM08592,VISEU,CINFÃES,OLIVEIRA DO DOURO,1996-09-03,00:58:00,1996-09-03,07:30:00,,1,5,6,
DM08759,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SOAJO,1996-09-04,13:55:00,1996-09-04,15:45:00,,0,5,5,
DM08764,VIANA DO CASTELO,PONTE DA BARCA,ENTRE AMBOS-OS-RIOS,1996-09-04,15:05:00,1996-09-04,15:30:00,,10,5,15,
DM08916,BRAGA,VILA VERDE,VALBOM(SÃO MARTINHO),1996-09-07,01:55:00,1996-09-07,12:25:00,,1,5,6,
DM09139,AVEIRO,SANTA MARIA DA FEIRA,CANEDO,1996-09-09,13:30:00,1996-09-09,18:30:00,,0,5,5,
DM09173,PORTO,GONDOMAR,RIO TINTO,1996-09-10,01:50:00,1996-09-10,04:45:00,S,0,5,5,REA
DM09327,BRAGA,GUIMARÃES,INFANTAS,1996-09-10,09:15:00,1996-09-10,13:20:00,,0,5,5,
DM09351,PORTO,LOUSADA,SOUSELA,1996-09-10,11:15:00,1996-09-10,20:00:00,,10,5,15,
DM09371,BRAGA,GUIMARÃES,MESÃO FRIO,1996-09-10,12:50:00,1996-09-10,17:00:00,,0,5,5,
DM09435,VIANA DO CASTELO,MONÇÃO,LUZIO,1996-09-10,16:00:00,1996-09-10,21:00:00,,0,5,5,
DM09503,VIANA DO CASTELO,ARCOS DE VALDEVEZ,RIO FRIO,1996-09-10,20:20:00,1996-09-11,00:25:00,,0,5,5,
DM09662,BRAGA,CABECEIRAS DE BASTO,ABADIM,1996-09-11,16:35:00,1996-09-11,19:40:00,,0,5,5,
DM09776,PORTO,GONDOMAR,MELRES,1996-09-12,14:30:00,1996-09-12,21:00:00,,0,5,5,
DM09832,PORTO,FELGUEIRAS,REFONTOURA,1996-09-14,14:55:00,1996-09-14,16:45:00,S,0,5,5,REA
DM09895,PORTO,BAIÃO,TEIXEIRA,1996-09-13,14:50:00,1996-09-13,19:45:00,,0,5,5,
DM09913,BRAGA,FAFE,CEPÃES,1996-09-13,16:00:00,1996-09-14,00:10:00,,10,5,15,
DM09971,PORTO,BAIÃO,VALADARES,1996-09-13,23:33:00,1996-09-14,02:35:00,,0,5,5,
DM09986,PORTO,MARCO DE CANAVESES,TUIAS,1996-09-14,14:30:00,1996-09-14,17:30:00,S,3,5,8,REA
DM10401,BRAGA,AMARES,CAIRES,1996-10-06,19:00:00,1996-10-06,21:40:00,,0,5,5,
DM10411,BRAGA,VIEIRA DO MINHO,RUIVÃES,1996-10-06,22:10:00,1996-10-06,23:40:00,,0,5,5,
DM10435,BRAGA,VILA VERDE,VALDREU,1996-10-07,23:05:00,1996-10-08,08:50:00,,0,5,5,
DM10533,PORTO,MATOSINHOS,LEÇA DO BAILIO,1996-10-13,01:00:00,1996-10-13,04:15:00,,0,5,5,
DM20032,VIANA DO CASTELO,VALENÇA,SANFINS,1996-06-30,06:15:00,1996-06-30,11:35:00,,1,5,6,
DM03589,VIANA DO CASTELO,PONTE DE LIMA,BEIRAL DO LIMA,1996-07-21,15:30:00,1996-07-21,18:45:00,,0,4.5,4.5,
DM08261,PORTO,GONDOMAR,RIO TINTO,1996-09-01,17:30:00,1996-09-01,21:30:00,S,0,4.5,4.5,REA
DM01154,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SABADIM,1996-06-24,00:45:00,1996-06-24,03:00:00,,8,16.2,24.2,
DM00076,BRAGA,BARCELOS,MOURE,1996-03-04,14:25:00,1996-03-04,16:45:00,,0,4,4,
DM00088,BRAGA,VIEIRA DO MINHO,SALAMONDE,1996-03-05,09:30:00,1996-03-05,13:00:00,,0.5,4,4.5,
DM00100,BRAGA,VIEIRA DO MINHO,ANJOS,1996-03-05,23:15:00,1996-03-06,02:15:00,,2,4,6,
DM00157,BRAGA,TERRAS DE BOURO,MONTE,1996-03-11,04:20:00,1996-03-11,10:00:00,,0,4,4,
DM00389,VIANA DO CASTELO,PONTE DA BARCA,VILA CHÃ(SÃO JOÃO BAPTISTA),1996-04-27,13:50:00,1996-04-27,16:20:00,,1,4,5,
DM00623,BRAGA,VIEIRA DO MINHO,ROSSAS,1996-06-05,17:10:00,1996-06-05,18:50:00,,0,4,4,
DM00806,PORTO,SANTO TIRSO,CORONADO(SÃO ROMÃO),1996-06-12,16:00:00,1996-06-12,18:45:00,,0,4,4,
DM00854,BRAGA,BRAGA,CUNHA,1996-06-14,10:35:00,1996-06-14,15:05:00,,0,4,4,
DM00864,PORTO,SANTO TIRSO,GUIMAREI,1996-06-14,12:45:00,1996-06-14,17:25:00,,0,4,4,
DM01073,PORTO,GONDOMAR,FOZ DO SOUSA,1996-06-23,17:20:00,1996-06-23,19:50:00,S,0,4,4,REA
DM01105,VIANA DO CASTELO,VALENÇA,GANDRA,1996-06-23,17:15:00,1996-06-23,19:25:00,,1,4,5,
DM01138,PORTO,GONDOMAR,SÃO PEDRO DA COVA,1996-06-24,20:20:00,1996-06-25,00:10:00,S,0,4,4,REA
DM01505,BRAGA,BARCELOS,POUSA,1996-06-27,13:52:00,1996-06-27,17:10:00,,0,4,4,
DM01926,BRAGA,GUIMARÃES,CALDAS DE VIZELA(SÃO JOÃO),1996-06-30,,,,,3,4,7,
DM01939,BRAGA,CABECEIRAS DE BASTO,REFOJOS DE BASTO,1996-06-30,,,,S,0,4,4,REA
DM02082,BRAGA,GUIMARÃES,GONÇA,1996-07-01,,,,,0,4,4,
DM02180,BRAGA,CABECEIRAS DE BASTO,ABADIM,1996-07-02,,,,,0,4,4,
DM02184,BRAGA,CABECEIRAS DE BASTO,BUCOS,1996-07-28,16:00:00,1996-07-28,21:05:00,S,0,4,4,REA
DM02193,BRAGA,CABECEIRAS DE BASTO,RIO DOURO,1996-07-02,,,,,0,4,4,
DM02457,BRAGA,BRAGA,SOBREPOSTA,1996-07-11,14:40:00,1996-07-11,18:20:00,,0,4,4,
DM02633,PORTO,AMARANTE,MANCELOS,1996-09-13,13:05:00,1996-09-13,17:40:00,,0,4,4,
DM02750,PORTO,PENAFIEL,MILHUNDOS,1996-07-13,21:07:00,1996-07-14,00:30:00,,0,4,4,
DM03382,PORTO,MAIA,GUEIFÃES,1996-07-18,23:00:00,1996-07-19,01:55:00,,0,4,4,
DM03490,PORTO,LOUSADA,LUSTOSA,1996-07-20,16:10:00,1996-07-20,18:50:00,,0,4,4,
DM03588,PORTO,GONDOMAR,JOVIM,1996-07-21,15:15:00,1996-07-21,18:50:00,,0,4,4,
DM03616,BRAGA,PÓVOA DE LANHOSO,GARFE,1996-07-21,18:10:00,1996-07-21,23:00:00,,2.5,4,6.5,
DM03623,VIANA DO CASTELO,MONÇÃO,MERUFE,1996-07-24,12:35:00,1996-07-24,20:55:00,S,0,4,4,REA
DM03627,VIANA DO CASTELO,CAMINHA,ARGA DE BAIXO,1996-07-21,19:55:00,1996-07-22,01:15:00,,0,4,4,
DM03718,PORTO,MARCO DE CANAVESES,FOLHADA,1996-07-22,17:00:00,1996-07-22,22:00:00,,0,4,4,
DM03766,BRAGA,CABECEIRAS DE BASTO,CAVÊS,1996-07-23,16:15:00,1996-07-24,05:00:00,S,4,4,8,REA
DM04109,BRAGA,BARCELOS,ABADE DE NEIVA,1996-07-26,15:55:00,1996-07-26,18:15:00,,0,4,4,
DM04246,PORTO,AMARANTE,LOUREDO,1996-07-27,01:15:00,1996-07-27,05:15:00,,0,4,4,
DM04356,VIANA DO CASTELO,PONTE DE LIMA,RENDUFE,1996-07-28,13:05:00,1996-07-28,19:00:00,S,0,4,4,REA
DM04425,PORTO,LOUSADA,CAÍDE DE REI,1996-07-28,09:15:00,1996-07-28,13:40:00,S,1,4,5,REA
DM04493,VIANA DO CASTELO,VALENÇA,GANDRA,1996-07-28,03:30:00,1996-07-28,09:45:00,,3,4,7,
DM04583,VIANA DO CASTELO,VALENÇA,SANFINS,1996-07-28,15:00:00,1996-07-28,18:50:00,,0,4,4,
DM04596,BRAGA,VILA NOVA DE FAMALICÃO,OLIVEIRA(SANTA MARIA),1996-07-28,15:30:00,1996-07-28,18:30:00,,0,4,4,
DM04616,BRAGA,CABECEIRAS DE BASTO,CAVÊS,1996-07-28,16:45:00,1996-07-28,21:35:00,,2,4,6,
DM04799,PORTO,PENAFIEL,BUSTELO,1996-07-29,16:45:00,1996-07-29,21:15:00,,0,4,4,
DM04825,PORTO,MARCO DE CANAVESES,SOALHÃES,1996-07-29,18:45:00,1996-07-30,00:40:00,,1,4,5,
DM04840,BRAGA,GUIMARÃES,ATÃES,1996-07-30,02:00:00,1996-07-30,09:00:00,S,0,4,4,REA
DM04932,PORTO,PENAFIEL,SEBOLIDO,1996-07-30,15:25:00,1996-07-30,19:35:00,,0,4,4,
DM05201,PORTO,PENAFIEL,CANELAS,1996-08-03,12:40:00,1996-08-03,22:40:00,S,0,4,4,REA
DM05206,VIANA DO CASTELO,PAREDES DE COURA,COSSOURADO,1996-08-01,14:40:00,1996-08-01,18:25:00,,1,4,5,
DM05315,VIANA DO CASTELO,MONÇÃO,MERUFE,1996-08-02,11:30:00,1996-08-02,21:35:00,,5,4,9,
DM05365,VIANA DO CASTELO,PONTE DA BARCA,VILA CHÃ(SANTIAGO),1996-08-02,15:50:00,1996-08-02,19:40:00,,2,4,6,
DM05372,BRAGA,VILA VERDE,RIO MAU,1996-08-02,16:30:00,1996-08-02,18:45:00,,0,4,4,
DM05500,BRAGA,PÓVOA DE LANHOSO,SÃO JOÃO DE REI,1996-08-03,06:05:00,1996-08-03,12:50:00,,0,4,4,
DM05601,BRAGA,GUIMARÃES,ALDÃO,1996-08-03,16:25:00,1996-08-03,18:10:00,,0,4,4,
DM05684,VISEU,CINFÃES,CINFÃES,1996-08-04,11:15:00,1996-08-04,20:00:00,S,2,4,6,REA
DM06121,VIANA DO CASTELO,PONTE DA BARCA,BOIVÃES,1996-08-13,14:10:00,1996-08-13,17:45:00,,0,4,4,
DM06323,PORTO,GONDOMAR,LOMBA,1996-08-15,14:10:00,1996-08-15,19:00:00,,0,4,4,
DM06331,VILA REAL,RIBEIRA DE PENA,CANEDO,1996-08-15,14:55:00,1996-08-15,20:08:00,,1,4,5,
DM06538,PORTO,BAIÃO,GOVE,1996-08-17,13:50:00,1996-08-17,17:35:00,S,4,4,8,REA
DM06564,BRAGA,VIEIRA DO MINHO,LOUREDO,1996-08-17,15:00:00,1996-08-17,21:00:00,S,0,4,4,REA
DM06570,VIANA DO CASTELO,PAREDES DE COURA,MOZELOS,1996-08-17,15:00:00,1996-08-17,18:50:00,S,0,4,4,REA
DM06704,PORTO,BAIÃO,CAMPELO,1996-08-18,11:50:00,1996-08-18,14:30:00,S,0,4,4,REA
DM06910,BRAGA,GUIMARÃES,RENDUFE,1996-08-19,21:00:00,1996-08-20,01:30:00,,0,4,4,
DM06922,VIANA DO CASTELO,ARCOS DE VALDEVEZ,PORTELA,1996-08-20,14:15:00,1996-08-20,20:15:00,S,1,4,5,REA
DM06967,BRAGA,BRAGA,BRAGA(SÃO VÍTOR),1996-08-20,16:05:00,1996-08-20,18:45:00,,0,4,4,
DM07139,PORTO,BAIÃO,SANTA MARINHA DO ZÊZERE,1996-08-22,10:00:00,1996-08-22,16:45:00,,0,4,4,
DM07204,PORTO,BAIÃO,OVIL,1996-08-25,13:45:00,1996-08-25,16:55:00,,0,4,4,
DM07306,VIANA DO CASTELO,PONTE DA BARCA,BOIVÃES,1996-08-28,16:20:00,1996-08-28,18:55:00,S,0,4,4,REA
DM07309,BRAGA,CELORICO DE BASTO,CANEDO DE BASTO,1996-08-28,09:10:00,1996-08-28,21:45:00,,2,4,6,
DM07423,BRAGA,FAFE,QUEIMADELA,1996-08-29,00:00:00,1996-08-29,09:05:00,,2,4,6,
DM07526,PORTO,PAREDES,BESTEIROS,1996-08-29,20:20:00,1996-08-29,23:00:00,,0,4,4,
DM07568,PORTO,GONDOMAR,JOVIM,1996-09-03,05:50:00,1996-09-03,09:50:00,S,0,4,4,REA
DM07611,PORTO,MARCO DE CANAVESES,PENHA LONGA,1996-08-30,11:15:00,1996-08-31,02:30:00,,4,4,8,
DM07697,VISEU,RESENDE,OVADAS,1996-08-30,17:20:00,1996-08-30,21:15:00,,0,4,4,
DM07711,BRAGA,BRAGA,VILAÇA,1996-09-01,15:50:00,1996-09-01,20:05:00,S,0,4,4,REA
DM07718,BRAGA,VIEIRA DO MINHO,CAMPOS,1996-08-30,19:20:00,1996-08-30,21:20:00,,0,4,4,
DM07807,VISEU,CINFÃES,SÃO CRISTOVÃO DE NOGUEIRA,1996-08-31,03:38:00,1996-08-31,08:45:00,,1,4,5,
DM07807,VISEU,CINFÃES,SÃO CRISTOVÃO DE NOGUEIRA,1996-08-31,10:38:00,1996-08-31,16:30:00,S,0,4,4,REA
DM07843,PORTO,SANTO TIRSO,BOUGADO(SÃO MARTINHO),1996-08-31,10:25:00,1996-08-31,12:30:00,,0,4,4,
DM07930,BRAGA,BARCELOS,GÓIOS,1996-09-03,15:55:00,1996-09-03,19:20:00,S,0,4,4,REA
DM07932,AVEIRO,SANTA MARIA DA FEIRA,VALE,1996-08-31,15:10:00,1996-08-31,17:45:00,,0,4,4,
DM07954,VIANA DO CASTELO,ARCOS DE VALDEVEZ,VALE,1996-08-31,16:25:00,1996-08-31,21:00:00,,2,4,6,
DM08025,BRAGA,GUIMARÃES,INFANTAS,1996-08-31,21:45:00,1996-08-31,23:50:00,,0,4,4,
DM08049,BRAGA,FAFE,FREITAS,1996-08-31,23:15:00,1996-09-01,05:15:00,,0,4,4,
DM08192,PORTO,BAIÃO,FRENDE,1996-09-01,11:00:00,1996-09-01,13:10:00,,0,4,4,
DM08217,VIANA DO CASTELO,PONTE DE LIMA,SERDEDELO,1996-09-01,12:25:00,1996-09-01,18:30:00,,4,4,8,
DM08258,BRAGA,GUIMARÃES,BRITEIROS(SANTA LEOCÁDIA),1996-09-01,14:10:00,1996-09-01,18:30:00,,0,4,4,
DM08281,PORTO,SANTO TIRSO,REGUENGA,1996-09-01,22:15:00,1996-09-02,02:30:00,S,0,4,4,REA
DM08296,AVEIRO,SANTA MARIA DA FEIRA,VILA MAIOR,1996-09-01,15:45:00,1996-09-01,19:45:00,,0,4,4,
DM08342,PORTO,LOUSADA,BARROSAS(SANTO ESTÊVÃO),1996-09-01,18:25:00,1996-09-01,22:20:00,,4,4,8,
DM08427,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SOAJO,1996-09-03,21:40:00,1996-09-04,01:00:00,S,0,4,4,REA
DM08446,VISEU,RESENDE,CÁRQUERE,1996-09-02,04:07:00,1996-09-02,06:40:00,,0,4,4,
DM08517,BRAGA,BRAGA,GUISANDE,1996-09-02,14:20:00,1996-09-02,21:00:00,,0,4,4,
DM08555,VISEU,CINFÃES,OLIVEIRA DO DOURO,1996-09-02,17:12:00,1996-09-02,22:12:00,,0,4,4,
DM08620,BRAGA,VILA NOVA DE FAMALICÃO,RIBA DE AVE,1996-09-03,11:25:00,1996-09-03,18:40:00,,6,4,10,
DM08669,BRAGA,BARCELOS,CARAPEÇOS,1996-09-03,17:50:00,1996-09-03,21:10:00,,0,4,4,
DM08768,VIANA DO CASTELO,PONTE DE LIMA,REFÓIOS DO LIMA,1996-09-04,23:00:00,1996-09-05,02:10:00,S,0,4,4,REA
DM08823,BRAGA,CABECEIRAS DE BASTO,BUCOS,1996-09-04,23:15:00,1996-09-05,00:55:00,,0,4,4,
DM08935,VIANA DO CASTELO,ARCOS DE VALDEVEZ,PADROSO,1996-09-11,13:55:00,1996-09-11,20:15:00,S,0.5,4,4.5,REA
DM09215,PORTO,GONDOMAR,BAGUIM DO MONTE(RIO TINTO),1996-09-10,09:10:00,1996-09-10,19:40:00,S,0,4,4,REA
DM09246,PORTO,AMARANTE,GONDAR,1996-09-09,22:15:00,1996-09-10,03:15:00,,4,4,8,
DM09386,PORTO,MARCO DE CANAVESES,VÁRZEA DA OVELHA E ALIVIADA,1996-09-10,13:35:00,1996-09-10,16:15:00,,0,4,4,
DM09442,PORTO,MARCO DE CANAVESES,AVESSADAS,1996-09-11,00:25:00,1996-09-11,09:45:00,S,1,4,5,REA
DM09496,PORTO,AMARANTE,CARVALHO DE REI,1996-09-08,15:15:00,1996-09-08,19:45:00,S,0,4,4,REA
DM09841,VIANA DO CASTELO,CAMINHA,LANHELAS,1996-08-17,14:20:00,1996-08-17,19:40:00,,6,4,10,
DM09843,BRAGA,TERRAS DE BOURO,SOUTO,1996-09-12,22:58:00,1996-09-13,04:30:00,,0,4,4,
DM09943,BRAGA,VIEIRA DO MINHO,PARADA DO BOURO,1996-09-13,20:30:00,1996-09-14,00:00:00,,0,4,4,
DM10077,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABANA MAIOR,1996-09-14,21:50:00,1996-09-15,02:45:00,,0,4,4,
DM10211,PORTO,BAIÃO,GESTAÇÔ,1996-09-15,20:25:00,1996-09-15,22:15:00,,0,4,4,
DM10438,BRAGA,AMARES,PARANHOS,1996-10-08,06:15:00,1996-10-08,09:25:00,,0,4,4,
DM20011,BRAGA,VIEIRA DO MINHO,RUIVÃES,1996-09-04,21:10:00,1996-09-05,01:10:00,,0,4,4,
DM20018,BRAGA,BRAGA,GUISANDE,1996-08-03,17:35:00,1996-08-03,22:35:00,,0,4,4,
DM05825,VIANA DO CASTELO,PAREDES DE COURA,BICO,1996-08-05,15:35:00,1996-08-05,22:00:00,S,17.88,3.8,21.68,REA
DM00598,PORTO,GONDOMAR,COVELO,1996-06-04,16:55:00,1996-06-04,20:35:00,,0,3.5,3.5,
DM01748,PORTO,VILA NOVA DE GAIA,CANELAS,1996-06-29,22:00:00,1996-06-30,01:10:00,,0,3.5,3.5,
DM04265,PORTO,MAIA,SILVA ESCURA,1996-07-28,15:15:00,1996-07-28,21:25:00,S,0,3.5,3.5,REA
DM04413,PORTO,MARCO DE CANAVESES,VILA BOA DO BISPO,1996-07-27,19:50:00,1996-07-28,01:40:00,,0,3.5,3.5,
DM04510,PORTO,PENAFIEL,CANELAS,1996-07-28,07:30:00,1996-07-28,11:22:00,,0,3.5,3.5,
DM04686,VIANA DO CASTELO,PONTE DE LIMA,REFÓIOS DO LIMA,1996-07-29,14:50:00,1996-07-29,17:30:00,S,1.5,3.5,5,REA
DM05630,PORTO,PENAFIEL,ABRAGÃO,1996-08-03,18:00:00,1996-08-03,21:50:00,,0,3.5,3.5,
DM07409,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABREIRO,1996-08-28,22:30:00,1996-08-29,01:00:00,,0,3.5,3.5,
DM08149,PORTO,AMARANTE,GOUVEIA(SÃO SIMÃO),1996-09-01,06:10:00,1996-09-01,08:10:00,,0,3.5,3.5,
DM08265,VILA REAL,MONDIM DE BASTO,BILHÓ,1996-09-01,14:25:00,,,,5,4,9,
DM08831,PORTO,VILA NOVA DE GAIA,AVINTES,1996-09-05,04:17:00,1996-09-05,10:30:00,,0,3.5,3.5,
DM09253,PORTO,AMARANTE,FREIXO DE CIMA,1996-09-09,23:05:00,1996-09-10,03:00:00,,0,3.5,3.5,
DM00013,BRAGA,GUIMARÃES,GONÇA,1996-02-18,10:15:00,1996-02-18,12:30:00,,0,3,3,
DM00115,BRAGA,TERRAS DE BOURO,VILAR,1996-03-06,19:50:00,1996-03-06,22:00:00,,0,3,3,
DM00168,VIANA DO CASTELO,MELGAÇO,PARADA DO MONTE,1996-03-12,14:40:00,1996-03-12,17:15:00,,0,3,3,
DM00343,VIANA DO CASTELO,MONÇÃO,MERUFE,1996-04-20,23:00:00,1996-04-21,02:00:00,,3,3,6,
DM00499,BRAGA,VIEIRA DO MINHO,PARADA DO BOURO,1996-05-28,00:00:00,1996-05-28,03:40:00,,0.03,3,3.03,
DM00650,BRAGA,BARCELOS,POUSA,1996-06-06,15:50:00,1996-06-06,18:15:00,,0,3,3,
DM00670,BRAGA,VILA NOVA DE FAMALICÃO,ARNOSO(SANTA MARIA),1996-06-07,13:05:00,1996-06-07,17:30:00,,0,3,3,
DM00720,AVEIRO,CASTELO DE PAIVA,REAL,1996-06-09,20:15:00,1996-06-10,00:00:00,,0,3,3,
DM00821,BRAGA,BRAGA,MORREIRA,1996-06-12,19:05:00,1996-06-12,23:00:00,,0,3,3,
DM00851,BRAGA,PÓVOA DE LANHOSO,SOBRADELO DA GOMA,1996-06-14,09:30:00,1996-06-14,13:30:00,,0,3,3,
DM00917,BRAGA,VILA VERDE,CERVÃES,1996-06-15,17:42:00,1996-06-15,19:55:00,,0,3,3,
DM01184,PORTO,VALONGO,CAMPO,1996-06-24,11:30:00,1996-06-24,15:35:00,,0,3,3,
DM01277,BRAGA,GUIMARÃES,RENDUFE,1996-06-27,,,,S,0,3,3,REA
DM01290,PORTO,VILA NOVA DE GAIA,VILAR DE ANDORINHO,1996-06-25,05:20:00,1996-06-25,06:55:00,,0,3,3,
DM01329,PORTO,VILA DO CONDE,MALTA,1996-06-25,16:05:00,1996-06-25,19:30:00,,0,3,3,
DM01405,BRAGA,BARCELOS,GÓIOS,1996-06-26,12:30:00,1996-06-26,17:10:00,,0,3,3,
DM01568,BRAGA,GUIMARÃES,SÃO TORCATO,1996-06-27,,,,,0,3,3,
DM01651,BRAGA,CABECEIRAS DE BASTO,RIO DOURO,1996-06-30,,,,S,0,3,3,REA
DM01678,PORTO,PENAFIEL,MARECOS,1996-06-29,11:55:00,1996-06-29,14:00:00,,0,3,3,
DM01683,PORTO,PENAFIEL,RECEZINHOS(SÃO MAMEDE),1996-06-29,13:40:00,1996-06-29,15:50:00,,0,3,3,
DM01783,BRAGA,GUIMARÃES,PONTE,1996-06-30,,,,S,0,3,3,REA
DM01862,BRAGA,VILA NOVA DE FAMALICÃO,VILA NOVA DE FAMALICÃO,1996-06-30,14:45:00,1996-06-30,18:00:00,,0,3,3,
DM01878,AVEIRO,SANTA MARIA DA FEIRA,CANEDO,1996-06-30,15:50:00,1996-06-30,18:30:00,,0,3,3,
DM02026,PORTO,MARCO DE CANAVESES,TABUADO,1996-07-01,17:20:00,1996-07-01,22:30:00,,3,3,6,
DM02074,BRAGA,GUIMARÃES,BRITEIROS(SANTA LEOCÁDIA),1996-07-01,,,,,2,3,5,
DM02087,BRAGA,CABECEIRAS DE BASTO,RIO DOURO,1996-07-01,,,,,0,3,3,
DM02436,BRAGA,BARCELOS,PEDRA FURADA,1996-07-11,11:55:00,1996-07-11,14:35:00,,0,3,3,
DM02632,PORTO,PAÇOS DE FERREIRA,SEROA,1996-07-12,20:00:00,1996-07-12,21:00:00,,0,3,3,
DM02661,BRAGA,FAFE,ESTORÃOS,1996-07-12,,,,,2,3,5,
DM02855,PORTO,MARCO DE CANAVESES,PAÇOS DE GAIOLO,1996-07-15,14:10:00,1996-07-15,19:40:00,S,1,3,4,REA
DM02872,PORTO,AMARANTE,GATÃO,1996-07-14,16:10:00,1996-07-14,22:10:00,,2,3,5,
DM02907,VIANA DO CASTELO,ARCOS DE VALDEVEZ,RIO DE MOINHOS,1996-07-14,20:40:00,1996-07-14,23:00:00,,0,3,3,
DM02960,BRAGA,CABECEIRAS DE BASTO,RIO DOURO,1996-07-14,,,,,0,3,3,
DM03113,PORTO,PAÇOS DE FERREIRA,LAMOSO,1996-07-16,17:10:00,1996-07-16,22:00:00,S,0,3,3,REA
DM03138,PORTO,AMARANTE,SANCHE,1996-07-16,14:45:00,1996-07-16,19:45:00,,1,3,4,
DM03152,PORTO,PENAFIEL,MARECOS,1996-07-16,15:40:00,1996-07-16,18:30:00,,0,3,3,
DM03181,BRAGA,GUIMARÃES,INFANTAS,1996-07-16,18:30:00,1996-07-16,20:30:00,,0,3,3,
DM03268,BRAGA,GUIMARÃES,BRITEIROS(SALVADOR),1996-07-17,16:35:00,1996-07-17,20:45:00,,0.5,3,3.5,
DM03395,PORTO,PAREDES,DUAS IGREJAS,1996-07-19,13:35:00,1996-07-19,17:05:00,,0,3,3,
DM03419,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABREIRO,1996-07-19,18:30:00,1996-07-19,21:35:00,,0,3,3,
DM03513,BRAGA,CABECEIRAS DE BASTO,REFOJOS DE BASTO,1996-07-20,19:20:00,1996-07-20,21:40:00,,0,3,3,
