codigo_sgif,distrito,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,reacendimento,area_povoamento,area_mato,area_total,causa
AG65,FARO,FARO,S.PEDRO,1996-07-03,20:25:00,1996-07-03,21:05:00,,0,0.002,0.002,DES
AG67,FARO,FARO,S.PEDRO,1996-07-04,19:16:00,1996-07-04,20:00:00,,0.5,0.5,1,DES
AG253,FARO,FARO,SE,1996-10-18,10:54:00,1996-10-18,11:45:00,,0,0.015,0.015,DES
AG246,FARO,FARO,SE,1996-10-10,17:21:00,1996-10-10,18:20:00,,0,0.01,0.01,DES
AG231,FARO,FARO,C.FARO,1996-10-03,19:38:00,1996-10-03,20:40:00,,0,0.005,0.005,DES
AG210,FARO,FARO,S.PEDRO,1996-09-27,10:54:00,1996-09-27,11:57:00,,0,1,1,DES
AG165,FARO,FARO,SE,1996-08-29,10:29:00,1996-08-29,11:35:00,,0,0.005,0.005,DES
AG93,FARO,FARO,S.PEDRO,1996-07-16,17:21:00,1996-07-16,18:30:00,,0,0.5,0.5,DES
AG97,FARO,FARO,STª.B.NEXE,1996-07-18,13:49:00,1996-07-18,15:05:00,,0,0.03,0.03,DES
AG75,FARO,FARO,ESTOI,1996-07-08,02:47:00,1996-07-08,04:10:00,,0,0.02,0.02,DES
AG80,FARO,LAGOA,LAGOA,1996-07-09,17:57:00,1996-07-09,18:43:00,,0.005,0.015,0.02,DES
AG203,FARO,LAGOA,LAGOA,1996-09-24,11:15:00,1996-09-24,12:01:00,,0,0.03,0.03,DES
AG114,FARO,LAGOA,LAGOA,1996-07-25,17:03:00,1996-07-25,17:57:00,,0,0.005,0.005,DES
AG230,FARO,LAGOA,LAGOA,1996-10-02,15:20:00,1996-10-02,16:20:00,,0,0.03,0.03,DES
AG177,FARO,LAGOA,LAGOA,1996-09-08,18:14:00,1996-09-08,19:16:00,,0,0.015,0.015,DES
AG218,FARO,LAGOA,CARVOEIRO,1996-09-29,20:20:00,1996-09-29,21:30:00,,0,0.06,0.06,DES
AG86,FARO,LAGOA,FERRAGUDO,1996-07-12,04:09:00,1996-07-12,05:31:00,,0,0.05,0.05,DES
AG132,FARO,LAGOA,LAGOA,1996-08-02,15:53:00,1996-08-02,17:50:00,,0,0.025,0.025,DES
AG137,FARO,LAGOA,LAGOA,1996-08-06,09:09:00,1996-08-06,11:56:00,,0,0.055,0.055,DES
AG121,FARO,LAGOS,LUZ,1996-07-28,13:30:00,1996-07-28,14:36:00,,0,0.03,0.03,DES
AG163,FARO,LAGOS,ODIAXERE,1996-08-26,17:09:00,1996-08-26,18:20:00,,0,0.002,0.002,DES
AG234,FARO,LAGOS,LUZ,1996-10-04,15:43:00,1996-10-04,16:55:00,,0,0.02,0.02,DES
AG251,FARO,LAGOS,ODIAXERE,1996-10-16,14:52:00,1996-10-16,16:15:00,,0,0.5,0.5,DES
AG63,FARO,LAGOS,S.SEBASTIÃO,1996-07-02,15:35:00,1996-07-02,17:20:00,,0,0.03,0.03,DES
AG60,FARO,LAGOS,BENSAFRIM,1996-06-28,18:36:00,1996-06-28,20:29:00,,0,0.08,0.08,DES
AG268,FARO,LAGOS,ODIAXERE,1996-11-01,18:13:00,1996-11-01,20:22:00,,0,0.1,0.1,DES
AG07,FARO,LAGOS,B.S.JOÃO,1996-04-13,17:47:00,1996-04-13,20:05:00,,0.05,0,0.05,DES
AG47,FARO,LAGOS,STª.MARIA,1996-06-23,13:53:00,1996-06-24,04:28:00,,0,0.005,0.005,DES
AG44,FARO,LOULE,QUARTEIRA,1996-06-23,04:01:00,1996-06-23,04:44:00,,0,0.015,0.015,DES
AG04,FARO,LOULE,QUARTEIRA,1996-02-25,14:30:00,1996-02-25,15:20:00,,0,0.005,0.005,DES
AG105,FARO,LOULE,S.CLEMENTE,1996-07-22,16:44:00,1996-07-22,17:40:00,,0,0.04,0.04,DES
AG195,FARO,LOULE,ALMANCIL,1996-09-18,13:02:00,1996-09-18,14:15:00,,0,0.1,0.1,DES
AG145,FARO,LOULE,ALMANCIL,1996-08-13,13:06:00,1996-08-13,14:20:00,,0,0.02,0.02,DES
AG35,FARO,LOULE,QUARTEIRA,1996-06-20,17:09:00,1996-06-20,18:30:00,,0,0.03,0.03,DES
AG122,FARO,LOULE,S.SEBASTIÃO,1996-07-28,03:50:00,1996-07-28,05:16:00,,0,0.02,0.02,DES
AG124,FARO,LOULE,S.CLEMENTE,1996-07-29,17:00:00,1996-07-29,18:28:00,,0,0.02,0.02,DES
AG26,FARO,LOULE,S.SEBASTIÃO,1996-06-15,11:01:00,1996-06-15,12:30:00,,0,0.005,0.005,DES
AG157,FARO,LOULE,S.CLEMENTE,1996-08-23,13:48:00,1996-08-23,15:25:00,,0,0.005,0.005,DES
AG171,FARO,LOULE,SALIR,1996-09-05,20:40:00,1996-09-05,22:25:00,,0.02,0,0.02,DES
AG126,FARO,LOULE,SALIR,1996-07-30,20:55:00,1996-07-30,22:40:00,,0,0.03,0.03,DES
AG192,FARO,LOULE,QUARTEIRA,1996-09-15,16:13:00,1996-09-15,18:30:00,,0.2,0,0.2,DES
AG238,FARO,LOULE,SALIR,1996-10-05,22:05:00,1996-10-06,00:30:00,,0,0.01,0.01,DES
AG15,FARO,LOULE,ALMANCIL,1996-05-25,13:10:00,1996-05-25,16:00:00,,0,0.025,0.025,DES
AG77,FARO,LOULE,ALMANCIL,1996-07-08,12:35:00,1996-07-08,15:35:00,,0.02,0.03,0.05,DES
AG90,FARO,LOULE,SALIR,1996-07-14,04:22:00,1996-07-14,07:25:00,,0.15,0,0.15,DES
AG56,FARO,LOULE,ALTE,1996-06-25,22:26:00,1996-06-26,02:00:00,,0.08,0,0.08,DES
AG11,FARO,LOULE,ALMANCIL,1996-04-26,15:15:00,1996-04-26,19:00:00,,1.5,0,1.5,DES
AG249,FARO,LOULE,SALIR,1996-10-12,18:25:00,1996-10-13,00:14:00,,4,0,4,DES
AG54,FARO,LOULE,QUERENÇA,1996-06-25,18:31:00,1996-06-26,13:56:00,,0,0.18,0.18,DES
AG55,FARO,LOULE,S.CLEMENTE,1996-06-25,18:55:00,1996-06-26,14:36:00,,0,0.05,0.05,DES
AG208,FARO,MONCHIQUE,MONCHIQUE,1996-09-27,17:46:00,1996-09-27,18:17:00,,0.003,0,0.003,DES
AG279,FARO,MONCHIQUE,MARMELETE,1996-11-10,23:30:00,1996-11-11,00:10:00,,0.04,0,0.04,DES
AG209,FARO,MONCHIQUE,MONCHIQUE,1996-09-27,18:17:00,1996-09-27,19:00:00,,0.003,0,0.003,DES
AG99,FARO,MONCHIQUE,MONCHIQUE,1996-07-19,00:41:00,1996-07-19,01:30:00,,0,0.003,0.003,DES
AG158,FARO,MONCHIQUE,MONCHIQUE,1996-08-23,19:18:00,1996-08-23,20:10:00,,0.01,0,0.01,DES
AG258,FARO,MONCHIQUE,MONCHIQUE,1996-10-24,16:02:00,1996-10-24,17:00:00,,0,0.002,0.002,DES
AG23,FARO,MONCHIQUE,MONCHIQUE,1996-06-14,13:27:00,1996-06-14,14:30:00,,0,0.01,0.01,DES
AG278,FARO,MONCHIQUE,MONCHIQUE,1996-11-10,16:50:00,1996-11-10,18:00:00,,1,0,1,DES
AG188,FARO,MONCHIQUE,ALFERCE,1996-09-13,20:25:00,1996-09-13,21:40:00,,0.01,0,0.01,DES
AG224,FARO,MONCHIQUE,ALFERCE,1996-10-01,16:26:00,1996-10-01,17:41:00,,0,0.002,0.002,DES
AG277,FARO,MONCHIQUE,MARMELETE,1996-11-09,15:48:00,1996-11-09,18:40:00,,1,0,1,DES
AG153,FARO,MONCHIQUE,ALFERCE,1996-08-17,18:45:00,1996-08-17,22:15:00,,0.035,0,0.035,DES
AG273,FARO,MONCHIQUE,MARMELETE,1996-11-06,15:40:00,1996-11-06,19:15:00,,0,2,2,DES
AG25,FARO,MONCHIQUE,MONCHIQUE,1996-06-14,09:35:00,1996-06-14,17:30:00,,1,0,1,DES
AG28,FARO,MONCHIQUE,MARMELETE,1996-06-15,13:21:00,1996-06-16,18:11:00,,3,1,4,DES
AG118,FARO,OLHÃO,MONCARAPACHO,1996-07-26,23:50:00,1996-07-27,00:05:00,,0,0.001,0.001,DES
AG194,FARO,OLHÃO,OLHÃO,1996-09-17,20:52:00,1996-09-17,21:10:00,,0,0.002,0.002,DES
AG64,FARO,OLHÃO,PECHÃO,1996-07-02,13:20:00,1996-07-02,13:40:00,,0,0.01,0.01,DES
AG176,FARO,OLHÃO,OLHÃO,1996-09-06,11:40:00,1996-09-06,12:00:00,,0,0.002,0.002,DES
AG221,FARO,OLHÃO,OLHÃO,1996-09-29,23:30:00,1996-09-29,23:50:00,,0,0.002,0.002,DES
AG46,FARO,OLHÃO,OLHÃO,1996-06-23,02:59:00,1996-06-23,03:22:00,,0,0.02,0.02,DES
AG215,FARO,OLHÃO,OLHÃO,1996-09-29,21:05:00,1996-09-29,21:35:00,,0,0.002,0.002,DES
AG134,FARO,OLHÃO,QUELFES,1996-08-04,03:10:00,1996-08-04,03:45:00,,0,0.002,0.002,DES
AG88,FARO,OLHÃO,QUELFES,1996-07-13,15:15:00,1996-07-13,15:50:00,,0,0.005,0.005,DES
AG243,FARO,OLHÃO,OLHÃO,1996-10-07,16:59:00,1996-10-07,17:40:00,,0,0.005,0.005,DES
AG68,FARO,OLHÃO,FUZETA,1996-07-04,15:34:00,1996-07-04,16:20:00,,0,0.002,0.002,DES
AG78,FARO,OLHÃO,MONCARAPACHO,1996-07-08,22:05:00,1996-07-08,22:55:00,,0,0.001,0.001,DES
AG89,FARO,OLHÃO,ESTOI,1996-07-13,20:34:00,1996-07-13,21:30:00,,0,0.03,0.03,DES
AG155,FARO,OLHÃO,QUELFES,1996-08-20,15:16:00,1996-08-20,16:15:00,,0,0.005,0.005,DES
AG180,FARO,OLHÃO,PECHÃO,1996-09-08,15:41:00,1996-09-08,16:40:00,,0,0.015,0.015,DES
AG250,FARO,OLHÃO,MONCARAPACHO,1996-10-13,06:42:00,1996-10-13,07:45:00,,0,0.002,0.002,DES
AG27,FARO,OLHÃO,OLHÃO,1996-06-15,11:56:00,1996-06-15,13:05:00,,0,0.005,0.005,DES
AG69,FARO,OLHÃO,MONCARAPACHO,1996-07-04,10:26:00,1996-07-04,11:45:00,,0,0.002,0.002,DES
AG33,FARO,OLHÃO,OLHÃO,1996-06-20,14:20:00,1996-06-20,15:40:00,,0,0.01,0.01,DES
AG237,FARO,OLHÃO,MONCARAPACHO,1996-10-05,10:24:00,1996-10-05,11:45:00,,0,0.01,0.01,DES
AG138,FARO,OLHÃO,OLHÃO,1996-08-06,12:16:00,1996-08-06,13:45:00,,0,0.01,0.01,DES
AG201,FARO,OLHÃO,PECHÃO,1996-09-21,13:52:00,1996-09-21,15:30:00,,0,0.05,0.05,DES
AG186,FARO,OLHÃO,PECHÃO,1996-09-12,20:11:00,1996-09-12,21:50:00,,0,0.005,0.005,DES
AG204,FARO,OLHÃO,QUELFES,1996-09-24,13:12:00,1996-09-24,16:00:00,,0,1,1,DES
AG254,FARO,OLHÃO,MONCARAPACHO,1996-10-18,17:11:00,1996-10-18,20:05:00,,0,2,2,DES
AG193,FARO,OLHÃO,MONCARAPACHO,1996-09-17,14:37:00,1996-09-17,19:00:00,,0,3,3,DES
AG147,FARO,PORTIMÃO,PORTIMÃO,1996-08-13,11:40:00,1996-08-13,12:10:00,,0,0.02,0.02,DES
AG41,FARO,PORTIMÃO,PORTIMÃO,1996-06-23,14:03:00,1996-06-23,14:35:00,,0,0.01,0.01,DES
AG107,FARO,PORTIMÃO,PORTIMÃO,1996-07-24,15:41:00,1996-07-24,16:30:00,,0,0.005,0.005,DES
AG263,FARO,PORTIMÃO,PORTIMÃO,1996-10-29,16:01:00,1996-10-29,17:00:00,,0,0.03,0.03,DES
AG111,FARO,PORTIMÃO,PORTIMÃO,1996-07-25,10:08:00,1996-07-25,11:11:00,,0,0.15,0.15,DES
AG120,FARO,PORTIMÃO,PORTIMÃO,1996-07-28,13:01:00,1996-07-28,14:05:00,,0,0,0,DES
AG115,FARO,PORTIMÃO,ALVOR,1996-07-25,17:01:00,1996-07-25,18:15:00,,0,0.1,0.1,DES
AG102,FARO,PORTIMÃO,ALVOR,1996-07-20,14:28:00,1996-07-20,15:45:00,,0,0.005,0.005,DES
AG276,FARO,PORTIMÃO,MEXª.GRANDE,1996-11-09,13:44:00,1996-11-09,15:10:00,,0,0.2,0.2,DES
AG06,FARO,PORTIMÃO,MEXª.GRANDE,1996-03-24,14:05:00,1996-03-24,16:03:00,,0,0.06,0.06,DES
AG37,FARO,PORTIMÃO,PORTIMÃO,1996-06-21,13:26:00,1996-06-21,15:35:00,,0,0.15,0.15,DES
AG91,FARO,PORTIMÃO,MEXª.GRANDE,1996-07-14,16:15:00,1996-07-14,18:29:00,,0,0.5,0.5,DES
AG228,FARO,PORTIMÃO,MEXª.GRANDE,1996-10-02,01:56:00,1996-10-02,05:10:00,,0.01,0,0.01,DES
AG232,FARO,PORTIMÃO,MEXª.GRANDE,1996-10-03,15:44:00,1996-10-03,20:10:00,,0,2,2,DES
AG32,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-06-20,13:19:00,1996-06-20,13:45:00,,0,0.008,0.008,DES
AG40,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-06-22,15:45:00,1996-06-22,16:15:00,,0,0.002,0.002,DES
AG01,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-02-19,12:47:00,1996-02-19,13:20:00,,0,0.05,0.05,DES
AG108,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-19,13:33:00,1996-07-19,14:19:00,,0,0.15,0.15,DES
AG125,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-29,23:26:00,1996-07-30,00:20:00,,0,0.05,0.05,DES
AG128,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-30,16:16:00,1996-07-30,17:16:00,,0,0.003,0.003,DES
AG12,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-05-08,21:00:00,1996-05-08,22:07:00,,0,0.005,0.005,DES
AG87,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-12,15:54:00,1996-07-12,17:22:00,,0,0.2,0.2,DES
AG130,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-08-01,23:30:00,1996-08-02,01:06:00,,0,0.05,0.05,DES
AG66,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-03,15:08:00,1996-07-03,17:00:00,,0,0.005,0.005,DES
AG104,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-22,11:10:00,1996-07-22,13:25:00,,0,0.005,0.005,DES
AG164,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-08-28,13:43:00,1996-08-28,16:40:00,,0,0.5,0.5,DES
AG127,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-30,02:03:00,1996-07-30,05:05:00,,0,0.2,0.2,DES
AG222,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-10-01,11:57:00,1996-10-01,15:40:00,,0,1,1,DES
AG103,FARO,S.B.ALPORTEL,S.B.ALPORTEL,1996-07-20,14:25:00,1996-07-20,23:50:00,,3,3,6,DES
AG45,FARO,SILVES,S.B.MESSINES,1996-06-23,17:50:00,1996-06-23,18:05:00,,0,0.005,0.005,DES
AG189,FARO,SILVES,ALCANTARILHA,1996-09-14,15:30:00,1996-09-14,15:50:00,,0,0.005,0.005,DES
AG233,FARO,SILVES,ALCANTARILHA,1996-10-04,11:30:00,1996-10-04,11:55:00,,0,0.04,0.04,DES
AG22,FARO,SILVES,S.B.MESSINES,1996-06-14,11:49:00,1996-06-14,12:15:00,,0,0.002,0.002,DES
AG207,FARO,SILVES,ALCANTARILHA,1996-09-27,14:35:00,1996-09-27,15:03:00,,0,0.02,0.02,DES
AG106,FARO,SILVES,S.B.MESSINES,1996-07-23,11:15:00,1996-07-23,11:47:00,,0,0.015,0.015,DES
AG135,FARO,SILVES,PERA,1996-08-05,18:25:00,1996-08-05,19:00:00,,0,0.01,0.01,DES
AG162,FARO,SILVES,SILVES,1996-08-25,01:15:00,1996-08-25,01:55:00,,0,0.001,0.001,DES
AG229,FARO,SILVES,PERA,1996-10-02,04:19:00,1996-10-02,05:00:00,,0,0.01,0.01,DES
AG131,FARO,SILVES,SILVES,1996-08-02,15:30:00,1996-08-02,16:15:00,,0,0.002,0.002,DES
AG144,FARO,SILVES,SILVES,1996-08-12,15:35:00,1996-08-12,16:25:00,,0,0.01,0.01,DES
AG136,FARO,SILVES,SILVES,1996-08-06,16:37:00,1996-08-06,17:30:00,,0,0.001,0.001,DES
AG03,FARO,SILVES,S.B.MESSINES,1996-02-21,19:15:00,1996-02-21,20:12:00,,0,0.05,0.05,DES
AG92,FARO,SILVES,SILVES,1996-07-16,13:56:00,1996-07-16,15:05:00,,0,0.005,0.005,DES
AG200,FARO,SILVES,SILVES,1996-09-21,20:26:00,1996-09-21,21:35:00,,0,0.05,0.05,DES
AG149,FARO,SILVES,S.M.SERRA,1996-08-15,10:30:00,1996-08-15,11:43:00,,0,0.02,0.02,DES
AG236,FARO,SILVES,A.PERA,1996-10-04,20:05:00,1996-10-04,21:19:00,,0,0.001,0.001,DES
AG241,FARO,SILVES,ALGOZ,1996-10-07,12:13:00,1996-10-07,13:30:00,,0,0.001,0.001,DES
AG84,FARO,SILVES,S.B.MESSINES,1996-07-11,17:07:00,1996-07-11,18:25:00,,0.15,0,0.15,DES
AG59,FARO,SILVES,SILVES,1996-06-27,13:30:00,1996-06-27,15:00:00,,0,0.035,0.035,DES
AG170,FARO,SILVES,TUNES,1996-09-03,16:58:00,1996-09-03,18:30:00,,0,0.005,0.005,DES
AG271,FARO,SILVES,SILVES,1996-11-05,22:09:00,1996-11-05,23:50:00,,0,1,1,DES
AG191,FARO,SILVES,SILVES,1996-09-15,15:25:00,1996-09-15,17:10:00,,0,0.05,0.05,DES
AG205,FARO,SILVES,ALGOZ,1996-09-23,12:10:00,1996-09-23,14:01:00,,0,0.05,0.05,DES
AG175,FARO,SILVES,S.M.SERRA,1996-09-06,18:49:00,1996-09-06,20:40:00,,0,1,1,DES
AG05,FARO,SILVES,S.B.MESSINES,1996-03-06,16:28:00,1996-03-06,18:20:00,,0.5,0,0.5,DES
AG19,FARO,SILVES,S.M.SERRA,1996-06-05,19:00:00,1996-06-05,20:53:00,,1,0,1,DES
AG259,FARO,SILVES,S.M.SERRA,1996-10-24,22:17:00,1996-10-25,00:17:00,,0,0.05,0.05,DES
AG73,FARO,SILVES,S.B.MESSINES,1996-07-05,05:55:00,1996-07-05,08:00:00,,0,0.05,0.05,DES
AG02,FARO,SILVES,SILVES,1996-02-20,14:05:00,1996-02-20,16:20:00,,0,0.02,0.02,DES
AG235,FARO,SILVES,S.B.MESSINES,1996-10-04,14:55:00,1996-10-04,17:10:00,,0,0.5,0.5,DES
AG24,FARO,SILVES,S.M.SERRA,1996-06-14,14:55:00,1996-06-14,17:15:00,,0.4,0.6,1,DES
AG227,FARO,SILVES,S.M.SERRA,1996-10-02,14:35:00,1996-10-02,17:10:00,,0,1,1,DES
