ano,codigo_sgif,observ,concelho,freguesia,data_inicio,hora_inicio,data_fim,hora_fim,area_arborizada,area_nao_arborizada,area_total,causa
1989,,,RIBEIRA DE PENA,OUTRAS,1989-10-28,8:35,1989-10-28,10:00,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,AVINTES,1989-10-26,12:30,1989-10-26,13:50,0,0.5,0.5,12
1989,,,MARCO DE CANAVEZES,PENHA LONGA,1989-10-26,13:50,1989-10-26,15:50,0,2,2,12
1989,,,PAREDES,DUAS IGREJAS,1989-10-26,17:15,1989-10-26,18:15,0,0.1,0.1,12
1989,,,GONDOMAR,MELRES,1989-10-26,14:00,1989-10-26,15:00,0,0.1,0.1,12
1989,,,MATOSINHOS,MATOSINHOS,1989-10-26,21:30,1989-10-26,22:15,0,0.1,0.1,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-26,12:30,1989-10-26,13:30,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-25,14:30,1989-10-25,16:00,1,1,2,12
1989,,,VILA NOVA DE GAIA,GULPILHARES,1989-10-22,5:45,1989-10-22,6:45,0.1,0,0.1,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-22,4:05,1989-10-22,5:35,0.4,0,0.4,12
1989,,,VILA NOVA DE GAIA,VALADARES,1989-10-22,23:55,1989-10-23,3:20,0,0.5,0.5,12
1989,,,PAREDES,OUTRAS,1989-10-22,1:25,1989-10-22,2:40,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-22,2:00,1989-10-22,4:00,0,3,3,12
1989,,,VILA DO CONDE,GUILHABREU,1989-10-22,6:15,1989-10-22,7:15,0,1,1,12
1989,,,FELGUEIRAS,SENDIM,1989-10-22,14:10,1989-10-22,14:45,0,0.1,0.1,12
1989,,,VILA DO CONDE,BAGUNTE,1989-10-22,2:50,1989-10-22,5:00,0,0.1,0.1,12
1989,,,PAREDES,VANDOMA,1989-10-22,2:00,1989-10-22,2:40,0,0.2,0.2,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-22,3:30,1989-10-22,4:00,0,0.3,0.3,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-22,2:40,1989-10-22,6:00,0,0.5,0.5,12
1989,,,VILA NOVA DE GAIA,GRIJO,1989-10-22,0:55,1989-10-22,2:30,0.3,0,0.3,12
1989,,,VILA DO CONDE,ARVORE,1989-10-22,7:15,1989-10-22,7:50,0,0.1,0.1,12
1989,,,SANTO TIRSO,MURO,1989-10-22,3:45,1989-10-22,5:00,0,1,1,12
1989,,,MATOSINHOS,OUTRAS,1989-10-22,1:30,1989-10-22,4:00,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,PEDROSO,1989-10-22,3:30,1989-10-22,6:15,1,0,1,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-22,4:15,1989-10-22,5:45,0.2,0.1,0.3,12
1989,,,PAREDES,ASTROMIL,1989-10-22,1:45,1989-10-22,2:15,0,0.1,0.1,12
1989,,,PAÇOS DE FERREIRA,OUTRAS,1989-10-22,1:20,1989-10-22,2:10,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,MAFAMUDE,1989-10-21,17:00,1989-10-21,18:30,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-21,14:00,1989-10-21,15:30,0,1,1,12
1989,,,GONDOMAR,SAO COSME-GONDOMAR,1989-10-21,11:50,1989-10-21,13:10,0,0.2,0.2,12
1989,,,GONDOMAR,JOVIM,1989-10-21,22:30,1989-10-21,24:00,0,0.1,0.1,12
1989,,,GONDOMAR,SAO COSME-GONDOMAR,1989-10-21,21:00,1989-10-21,22:30,0,0.4,0.4,12
1989,,,GONDOMAR,JOVIM,1989-10-21,16:30,1989-10-21,18:00,0,0.2,0.2,12
1989,,,SANTO TIRSO,BOUGADO (SANTIAGO),1989-10-21,13:00,1989-10-21,14:00,0,0.5,0.5,12
1989,,,GONDOMAR,JOVIM,1989-10-21,15:40,1989-10-21,16:10,0,0.1,0.1,12
1989,,,VILA DO CONDE,ARVORE,1989-10-21,12:15,1989-10-21,15:30,0,1,1,12
1989,,,SANTO TIRSO,NEGRELOS (SÃO TOME),1989-10-21,19:00,1989-10-21,20:00,0.1,0.1,0.2,12
1989,,,MATOSINHOS,OUTRAS,1989-10-21,2:00,1989-10-21,3:30,0,0.3,0.3,12
1989,,,VILA DO CONDE,ARVORE,1989-10-21,17:15,1989-10-21,18:30,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-21,12:50,1989-10-21,13:50,0,0.2,0.2,12
1989,,,PENAFIEL,PENAFIEL,1989-10-21,12:15,1989-10-21,13:50,0,1.2,1.2,12
1989,,,FELGUEIRAS,SENDIM,1989-10-21,14:00,1989-10-21,14:45,0,0.8,0.8,12
1989,,,VILA NOVA DE GAIA,PEROSINHO,1989-10-21,15:00,1989-10-21,15:45,0,0.2,0.2,12
1989,,,VILA DO CONDE,GUILHABREU,1989-10-21,20:25,1989-10-21,22:15,0,0.1,0.1,12
1989,,,VILA DO CONDE,GUILHABREU,1989-10-20,20:25,1989-10-20,22:15,0,0.1,0.1,12
1989,,,MATOSINHOS,OUTRAS,1989-10-20,13:00,1989-10-20,14:00,0,0.1,0.1,12
1989,,,MATOSINHOS,SENHORA DA HORA,1989-10-20,14:00,1989-10-20,16:00,0,0.3,0.3,12
1989,,,VILA NOVA DE GAIA,VILAR DO PARAISO,1989-10-20,16:55,1989-10-20,17:45,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,PEDROSO,1989-10-20,11:00,1989-10-20,11:45,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,GRIJO,1989-10-20,22:35,1989-10-21,1:10,0,0.8,0.8,12
1989,,,VILA NOVA DE GAIA,GRIJO,1989-10-20,22:25,1989-10-21,0:35,0,0.8,0.8,12
1989,,,GONDOMAR,SAO COSME-GONDOMAR,1989-10-20,17:30,1989-10-20,19:00,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-19,23:55,1989-10-20,1:25,0,0.2,0.2,12
1989,,,CAMINHA,OUTRAS,1989-10-18,17:30,1989-10-18,19:00,3,0,3,10
1989,,,MATOSINHOS,MATOSINHOS,1989-10-18,13:00,1989-10-18,14:00,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-18,14:25,1989-10-18,16:00,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,SERZEDO,1989-10-18,10:30,1989-10-18,11:35,0,0.1,0.1,12
1989,,,SANTO TIRSO,RORIZ,1989-10-18,18:30,1989-10-18,19:30,0.1,0.1,0.2,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-18,16:15,1989-10-18,17:35,0,0.2,0.2,12
1989,,,PAREDES,OUTRAS,1989-10-18,12:20,1989-10-18,13:30,0,0.1,0.1,12
1989,,,POVOA DE VARZIM,LAUNDOS,1989-10-17,12:30,1989-10-17,13:45,0,0.1,0.1,12
1989,,,MAIA,GEMUNDE,1989-10-17,14:25,1989-10-17,15:40,0,0.2,0.2,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-17,11:00,1989-10-17,12:00,0.2,0.1,0.3,12
1989,,,SANTO TIRSO,MONTE CORDOVA,1989-10-17,13:30,1989-10-17,14:15,0,0.1,0.1,12
1989,,,PAREDES,RECAREI,1989-10-17,15:30,1989-10-17,17:35,0,0.3,0.3,12
1989,,,VILA DO CONDE,VILA CHÃ,1989-10-17,16:15,1989-10-17,18:15,0,0.2,0.2,12
1989,,,PAÇOS DE FERREIRA,OUTRAS,1989-10-17,10:45,1989-10-17,11:20,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,ARCOZELO,1989-10-17,11:55,1989-10-17,13:55,0,0.8,0.8,12
1989,,,VILA NOVA DE GAIA,OUTRAS,1989-10-17,14:45,1989-10-17,16:05,0,0.4,0.4,12
1989,,,FELGUEIRAS,OUTRAS,1989-10-17,19:10,1989-10-17,20:00,0,0.5,0.5,12
1989,,,GONDOMAR,SAO COSME-GONDOMAR,1989-10-17,19:30,1989-10-17,20:45,0,0.1,0.1,12
1989,,,SANTO TIRSO,RORIZ,1989-10-17,19:30,1989-10-17,20:30,0.1,0.1,0.2,12
1989,,,MONÇÃO,ANH@ES,1989-10-16,13:10,1989-10-16,16:50,2,0,2,12
1989,,,PONTE DE LIMA,REFOIOS DO LIMA,1989-10-16,13:33,1989-10-16,21:30,5,15,20,10
1989,,,CAMINHA,OUTRAS,1989-10-16,12:38,1989-10-16,16:00,0.4,0,0.4,10
1989,,,PAREDES DE COURA,LINHARES,1989-10-16,16:40,1989-10-16,21:00,0,3,3,12
1989,,,VALONGO,VALONGO,1989-10-16,20:00,1989-10-16,23:00,0,2,2,12
1989,,,VILA NOVA DE GAIA,MAFAMUDE,1989-10-16,14:40,1989-10-16,16:30,0,0.5,0.5,12
1989,,,VALONGO,ERMESINDE,1989-10-16,14:10,1989-10-16,16:20,0,0.3,0.3,12
1989,,,VILA NOVA DE GAIA,PEROSINHO,1989-10-16,18:55,1989-10-16,20:05,0,0.2,0.2,12
1989,,,VALONGO,ERMESINDE,1989-10-16,20:30,1989-10-16,21:20,0,0.1,0.1,12
1989,,,GONDOMAR,SAO COSME-GONDOMAR,1989-10-16,16:15,1989-10-16,17:20,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,MAFAMUDE,1989-10-16,17:00,1989-10-16,19:30,0,1,1,12
1989,,,GONDOMAR,SAO COSME-GONDOMAR,1989-10-16,23:20,1989-10-17,0:45,0,0.1,0.1,12
1989,,,VILA NOVA DE GAIA,VILAR DO PARAISO,1989-10-16,9:50,1989-10-16,11:10,0,0.1,0.1,12
1989,,,PAÇOS DE FERREIRA,OUTRAS,1989-10-16,15:30,1989-10-16,16:40,0,0.2,0.2,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,16:15,1989-10-16,17:15,0.1,0.1,0.2,12
1989,,,VILA DO CONDE,BAGUNTE,1989-10-16,15:05,1989-10-16,16:00,0,0.2,0.2,12
1989,,,VILA NOVA DE GAIA,OLIVEIRA DO DOURO,1989-10-16,18:10,1989-10-16,18:50,0,0.2,0.2,12
1989,,,GONDOMAR,VALBOM,1989-10-16,11:20,1989-10-16,12:00,0,0.1,0.1,12
1989,,,GONDOMAR,VALBOM,1989-10-16,16:05,1989-10-16,16:50,0,0.2,0.2,12
1989,,,VALONGO,VALONGO,1989-10-16,23:30,1989-10-17,0:45,0,0.2,0.2,12
1989,,,GONDOMAR,VALBOM,1989-10-16,12:30,1989-10-16,13:00,0,0.1,0.1,12
1989,,,SANTO TIRSO,LAMELAS,1989-10-16,14:20,1989-10-16,15:20,0,0.1,0.1,12
1989,,,POVOA DE VARZIM,ESTELA,1989-10-16,10:25,1989-10-16,11:30,0.1,0.1,0.2,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,17:45,1989-10-16,19:20,0.5,0.5,1,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,14:00,1989-10-16,16:00,2,2,4,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,12:20,1989-10-16,19:20,4,4,8,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,12:30,1989-10-16,13:10,0.2,0.1,0.3,12
1989,,,SANTO TIRSO,LAMELAS,1989-10-16,1:30,1989-10-16,2:15,0,0.1,0.1,12
1989,,,VILA DO CONDE,MINDELO,1989-10-16,17:55,1989-10-16,19:00,0,0.1,0.1,12
1989,,,MARCO DE CANAVEZES,SÃO NICOLAU,1989-10-16,16:15,1989-10-16,17:00,0,1,1,12
1989,,,PAREDES,LOUREDO,1989-10-16,18:30,1989-10-16,20:00,0,0.2,0.2,12
1989,,,MARCO DE CANAVEZES,OUTRAS,1989-10-16,12:10,1989-10-16,12:45,0,1,1,12
1989,,,PAREDES,OUTRAS,1989-10-16,7:10,1989-10-16,12:40,0,0.2,0.2,12
1989,,,PAREDES,LOUREDO,1989-10-16,11:40,1989-10-16,12:45,0,0.3,0.3,12
1989,,,PAÇOS DE FERREIRA,OUTRAS,1989-10-16,19:00,1989-10-16,19:30,0,0.1,0.1,12
1989,,,MARCO DE CANAVEZES,VARZEA DO DOURO,1989-10-16,8:35,1989-10-16,10:10,0,1,1,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,0:25,1989-10-16,2:00,0.2,0.3,0.5,12
1989,,,SANTO TIRSO,OUTRAS,1989-10-16,20:00,1989-10-16,20:45,0,0.1,0.1,12
1989,,,SANTO TIRSO,NEGRELOS (SÃO TOME),1989-10-16,11:30,1989-10-16,12:30,0.1,0.1,0.2,12
1989,,,PAREDES,GANDRA,1989-10-16,0:40,1989-10-16,1:45,0,0.1,0.1,12
1989,,,AMARANTE,FREGIM,1989-10-16,16:00,1989-10-16,18:30,0.5,0.5,1,12
1989,,,PONTE DE LIMA,ARCOZELO,1989-10-15,2:40,1989-10-15,5:45,3,0,3,10
1989,,,VILA DE REI,OUTRAS,1989-10-15,13:30,1989-10-15,15:30,1,1,2,12
1989,,,OVAR,OVAR,1989-10-15,20:15,1989-10-15,21:15,0.2,0.1,0.3,12
1989,,,POMBAL,POMBAL,1989-10-15,12:45,1989-10-15,13:45,0.5,0.5,1,12
1989,,,PONTE DE LIMA,VITORINO DOS PIÃES,1989-10-15,0:45,1989-10-15,2:00,0.2,0,0.2,10
1989,,,COVILHÃ,COVILHÃ (CONCEIÇÃO),1989-10-15,14:30,1989-10-15,15:20,0,0.5,0.5,12
1989,,,OVAR,OUTRAS,1989-10-15,12:00,1989-10-15,12:30,0.5,0.5,1,12
1989,,,MAFRA,OUTRAS,1989-10-15,16:05,1989-10-15,17:25,0,0.1,0.1,12
1989,,,CASTELO BRANCO,OUTRAS,1989-10-15,16:30,1989-10-15,18:00,0,2,2,12
1989,,,MEDA,VALE FLOR,1989-10-15,19:30,1989-10-15,21:20,0,1,1,12
1989,,,OVAR,OVAR,1989-10-15,13:15,1989-10-15,15:15,0.2,0.2,0.4,12
1989,,,VILA NOVA DE GAIA,SÃO FELIX DA MARINHA,1989-10-15,20:55,1989-10-15,21:55,0,0.1,0.1,12
1989,,,PORTO,CAMPANHÃ,1989-10-15,15:30,1989-10-15,18:00,0,0.4,0.4,12
1989,,,POVOA DE VARZIM,ESTELA,1989-10-15,20:10,1989-10-15,21:00,0.1,0,0.1,12
1989,,,MAIA,MILHEIROS,1989-10-15,20:05,1989-10-15,21:30,0,0.2,0.2,12
1989,,,PAÇOS DE FERREIRA,SANFINS DE FERREIRA,1989-10-15,16:30,1989-10-15,18:15,0,0.7,0.7,12
1989,,,PAREDES,OUTRAS,1989-10-15,13:10,1989-10-15,14:40,0.1,0.1,0.2,12
1989,,,VILA NOVA DE GAIA,SERZEDO,1989-10-15,18:15,1989-10-15,19:35,0,0.3,0.3,12
1989,,,VILA NOVA DE GAIA,PEROSINHO,1989-10-15,12:15,1989-10-15,13:10,0,0.2,0.2,12
1989,,,VALONGO,ALFENA,1989-10-15,18:10,1989-10-15,20:00,0,0.5,0.5,12
1989,,,VALONGO,ERMESINDE,1989-10-15,16:45,1989-10-15,18:15,0,0.5,0.5,12
1989,,,SANTO TIRSO,NEGRELOS (SÃO TOME),1989-10-15,18:30,1989-10-15,21:30,0.7,0.8,1.5,12
1989,,,PAÇOS DE FERREIRA,CARVALHOSA,1989-10-15,17:00,1989-10-15,18:10,0,0.1,0.1,12
1989,,,PAÇOS DE FERREIRA,MEIXOMIL,1989-10-15,10:00,1989-10-15,11:50,0.5,0.5,1,12
